Cognate_ID,Diaocao,Mangdi,ProtoLalo,Qingyun,Shuizhuping,Xuzhang,Yangliu,Yijiacun
270_799_sneeze,a ⁵⁵ + tʰ i ²¹ + p e ³³,ɕ i ⁵⁵ + ts a ³³ + m ə ŋ ⁵⁵,h a ¹,ɦ a ³³ + tʰ i/j o ²¹ + p i ⁵⁵,pʰ u ²¹ + d ɛ ²¹,,tsʰ o ŋ ⁵³,kʰ i ⁵⁵ + ts a ŋ ²⁴
271_798_yawn,,l i ²¹ + x a ⁵⁵,ˀl i̠ ᶫ/³ + k u ³,,ʐ ɿ̃ n ⁵³ + k v̩ ⁵³,,,
272_798_yawn,x a ⁵⁵ + j i ²¹ + s ɛ ³³,,h a ¹ + s e ³,h a ⁵⁵ + j i ³³ + kʰ a ²¹,,x ai ⁴⁵³ + k u ³³,x u ³³ + x a ³³ + d ai ²¹,x a ²⁴ + s u ²¹
273_641_close,d ɛ ²¹ + tsʰ ɿ ²¹,tsʰ ɿ ²¹,tsʰ ɨ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹,d ɛ˞/ɛ ²¹ + tsʰ ɿ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹
274_312_hanchinese,x ei ⁴² + p u ⁴²,x ɛ ²¹ + p ɑ̠ ²¹,h e̠ ᶫ/³,h a̠ ²¹ + p a̠ ²¹,,,x ai ⁵³ + p a ⁵³,x i/j ɛ ³³ + p o̠ ²¹
275_312_hanchinese,,,l a ² + b ɨ ²,,l a ²¹ + b ɨ ²¹,l a ²¹ + b ɨ ²¹,,
276_332_blacksmith,x ə ⁵⁵ + d ɛ ²¹ + s ɿ ⁵⁵,a ⁵⁵ + tʰ o ²¹ + d ɛ ²¹ + s u ⁵⁵,,ɕ y ⁵⁵ + d ɛ ²¹ + s ɿ ⁵⁵,ɸ u ²⁴ + d ɛ ²¹ + s ɿ ⁴⁴,x u ⁴⁵ + d ɛ˞/ɛ ²¹,x ɨ ³³ + d ai ²¹ + s u ³³,x ə ²⁴ + d ɛ ³³ + p o̠ ʔ ²¹
277_974_thatfar,g u ²⁴ + m ɔ ³³,n ə ⁵⁵ + n a ³³,,k u/w a ³³,n i ⁴⁴ + m a ³³,n a ⁴⁵³ + j a ³³,n ə ³³ + j a ⁵³,kʰ o ⁵⁵ + m o ³³
278_703_have,dz a ²⁴,dʒ a ⁵⁵,dʒ a ŋ ¹,ɖʐ u ⁵⁵,ɖʐ u ²⁴,ɖʐ a ²⁴,dz u ³³,dz a ŋ ³⁵³
279_484_market,dz ɿ ³³,b a ⁵⁵ + dʑ i ³³,dʒ i ³,ɖʐ ʅ ³³,ɖʐ ʅ ³³,,k ai ³³ + ts ɿ ³³,dʑ i ³³
27_83_goat,a ⁵⁵ + tsʰ ɿ ⁴²,a ⁵⁵ + tɕʰ i̠ ²¹,a ¹ + tʃʰ i̠ ᶫ/³,a ⁵⁵ + ʈʂʰ ʐ̩ ²¹,a ³³ + ʈʂʰ ʅ ⁵³,a ³³ + ʈʂʰ ʅ ³³,a ⁴⁴ + tsʰ ɿ ⁵³,a ²⁴ + tɕʰ i/j o ⁴²
280_297_excrement,tɕʰ i ²¹,kʰ i ²¹,kʰ j i ²,tsʰ ʐ̩ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹,tsʰ ɿ ²¹,kʰ i ²¹
281_919_big,ɣ ɛ ²¹,ʝ ɛ ²¹,ɣ ɛ ²,v ɛ̤ ²¹,ɣ ɛ˞/ɛ ²¹,ɣ ɛ˞/ɛ ²¹,ɣ ɛ˞/ɛ ²¹,ʝ ɛ ²¹
282_866_bitter,kʰ a̤ ²¹,kʰ ɑ ²¹,kʰ a ²,kʰ a̤ ²¹,kʰ a ²¹,kʰ a ²¹,,kʰ a ²¹
283_511_village,kʰ a ³³,kʰ a ³³,kʰ a̠ H/¹,kʰ a̠ ³³,kʰ ɛ˞/ɛ ⁴⁴,tsʰ a ⁴⁵ + kʰ ɛ˞/ɛ ³³,kʰ ɛ˞/ɛ ⁵³,k a̠ ʔ ³³
284_858_difficult,s ɔ ⁴²,s ɑ̠ ²¹,ʃ a̠ ᶫ/³,ʂ a̠ ²¹,ʂ a ʔ ⁵³,ʂ o ⁴²,s a ʔ ⁵³,s o̠ ²¹
285_905_expensive,pʰ ə ²¹ + kʰ a ³³,kʰ a̠ ³³,kʰ a̠ H/¹,kʰ a̠ ³³,kʰ ɛ ⁴⁴,kʰ a ³³,kʰ a ⁵³,kʰ a̠ ³³
286_295_saliva,t i ²¹ + j i ²⁴,p ɨ ²¹ + s ɿ ²¹ + ɣ ɨ ⁵⁵,t i ² + ɣ i ¹,t i̤ ²¹ + ɣ ɨ ⁵⁵,t i ²¹ + ɣ ɨ ¹³,ʔ ɛ˞/ɛ ²¹ + ɣ ɨ ²⁴,m̩ ²¹ + pʰ ai ⁵⁵ + ɣ ɨ ³³,t ɨ ²¹ + ɣ ɨ ²⁴
287_27_mountaindirt,kʰ ɤ̪/ɤ ⁵⁵ + dz a ²¹,kʰ u ⁵⁵ + dʒ a ²¹,kʰ u ¹ + dʒ ɛ ²,kʰ ə ⁵⁵ + dʑ ɛ̤ ²¹,kʰ v̩ ⁵⁵ + ɖʐ v̩ ²¹,v v̩˞/v̩ ³⁵ + l a ²¹,t ə ⁵⁵ + t a ³¹,kʰ v̩ ²⁴ + dʑ ɛ ²¹
288_27_mountaindirt,kʰ ɤ̪/ɤ ⁵⁵ + dz a ²¹,kʰ u ⁵⁵ + dʒ a ²¹,kʰ u ¹ + dʒ ɛ ²,kʰ ə ⁵⁵ + dʑ ɛ̤ ²¹,kʰ v̩ ⁵⁵ + ɖʐ v̩ ²¹,v v̩˞/v̩ ³⁵ + l a ²¹,t ə ⁵⁵ + t a ³¹,kʰ v̩ ²⁴ + dʑ ɛ ²¹
289_92_bear,ɕ i/j o ŋ ²⁴,a ⁵⁵ + ɣ ɨ ⁵⁵,a ² + ɣ y ¹,a̤ ²¹ + j y ⁵⁵,a ²¹ + v v̩ ²⁴,w v̩ ²⁴ + p o ³³,ɣ ɨ ³³ + p a ⁵³,a ²⁴ + ɣ ɨ ²⁴
28_856_late,m i/j ɔ ³³,l a ³³ + m ɨ ⁵⁵,m j a ³,m i ³³,m a ³³,m o ³³,m a ³³,l a ŋ ²⁴
290_93_tiger,l ɔ ²¹ + p u ⁴²,l o ²¹ + p ɑ̠ ²¹,l a ² + p a̠ ᶫ/³,l a̤ ²¹ + p a̠ ²¹,l a ²¹ + p a ⁵³,l o ²¹,l a ²¹ + dz ɛ˞/ɛ ³³,l o ²¹
291_93_tiger,l ɔ ²¹ + p u ⁴²,,l a ² + p a̠ ᶫ/³,l a̤ ²¹ + p a̠ ²¹,l a ²¹ + p a ⁵³,l o ²¹,l a ²¹ + dz ɛ˞/ɛ ³³,l o ²¹
292_986_inside,kʰ ə ²¹ + pʰ i/j a ²¹,j ɛ ²¹ + n a̠ ³³,kʰ j o ²,kʰ ø̤ ²¹ + s i ⁵⁵,kʰ o ²¹ + s e ⁴⁴,kʰ u ²¹ + s i ⁴⁵³,kʰ ɨ ²¹ + h ei ³³,ɛ ²¹ + n ao ⁵³
294_37_stone,k u ⁵⁵ + l u ³³,a ⁵⁵ + l o ³³ + kʰ ɛ ³³,k a ¹ + l u̠ H/¹,k a ⁵⁵ + l ə̠ ³³,l u ⁴⁴ + tsʰ ɿ ⁴⁴,ɣ ɛ̠˞ ³³ + ʔ ø ³³,k ou ⁵⁵ + l u ⁵⁵,o ²⁴ + l u ³³ + kʰ ɛ ³³
295_37_stone,k u ⁵⁵ + l u ³³,,k a ¹ + l u̠ H/¹,k a ⁵⁵ + l ə̠ ³³,l u ⁴⁴ + tsʰ ɿ ⁴⁴,ɣ ɛ̠˞ ³³ + ʔ ø ³³,k ou ⁵⁵ + l u ⁵⁵,o ²⁴ + l u ³³ + kʰ ɛ ³³
296_775_shake,l i ³³ + t ɤ̪/ɤ ⁵⁵,v ə ²¹ + v a ³³,ˀl u̠ H/¹,ˀʐ ʅ ³³,l v̩ ⁴⁴,ɲ o ³³ + l i ³³,l o ⁵⁵,x i ²⁴ + x i ²⁴ + x a ²⁴ + x a ²⁴
297_644_releaseletgosetfree,pʰ ei ²¹,pʰ ɨ ²¹,pʰ j y ²,pʰ u̥ ²¹,pʰ y ²¹,pʰ y ²¹,pʰ ɨ ²¹,pʰ ə ²¹ + pʰ u/w ɛ ²⁴
298_41_smoke,m i ³³ + kʰ ɤ̪/ɤ ²¹ + s ei ⁴²,ŋ̩ ²¹ + k ɨ ²¹ + s ɿ ²¹,ˀm u ² + kʰ o ² + s e̠ ᶫ/³,ŋ̩ ²¹ + kʰ ə̤ ²¹,n̩ ²¹ + kᶠʰ/kʰ ɨ ²¹,kʰ v̩˞/v̩ ²¹ + m ɤ̪/ɤ ²¹,m i ⁵⁵ + kʰ ɔ̪/ɔ ³¹,a ²⁴ + t u̠ ³¹ + ai ²¹
299_683_steal,kʰ ə ²¹,kʰ ɨ ²¹,kʰ o ²,kʰ ə̤ ²¹,kᶠʰ/kʰ v̩ ²¹,kʰ ɤ̪˞/ɤ ²¹,kʰ ɔ̪/ɔ ²¹,kʰ ɨ ²¹
29_608_countnumber,ɣ ə ³³,,ɣ o ³,,,v v̩˞/v̩ ²⁴ + ʔ ĩ ⁴⁵³,,ɣ ɨ ³³
2_408_bracelet,l ei ⁴² + g ɤ̪/ɤ ²⁴,l u ²¹ + g u ⁵⁵,l e̠ ᶫ/³ + g o ŋ ¹,l ɛ̠ ²¹ + a ²¹ + w o ⁵⁵,l e ⁵⁵ + w o ³³,l ɛi ³³ + g v̩˞/v̩ ²⁴,l ei ⁵⁵ + g o ³³,l u ²¹ + g u ²⁴
300_41_smoke,m i ³³ + kʰ ə ²¹ + s ei ⁴²,ŋ̩ ²¹ + k ɨ ²¹ + s ɿ ²¹,ˀm u ² + kʰ o ² + s e̠ ᶫ/³,ŋ̩ ²¹ + kʰ ə̤ ²¹,n̩ ²¹ + kᶠʰ/kʰ ɨ ²¹,kʰ v̩˞/v̩ ²¹ + m ɤ̪/ɤ ²¹,m i ⁵⁵ + kʰ ɔ̪/ɔ ³¹,a ²⁴ + t u̠ ³¹ + ai ²¹
301_387_roof,x eĩ ⁵⁵ + ŋ̩ ²¹ + tʰ ei ²¹,x ɛ ⁵⁵ + ɲ o ³³,h e ¹ + dz i ³,,h ẽ ²⁴ + dz ɿ ³³,h ĩ ³⁵ + dz ɿ ³³,h ei ⁴⁴ + m a ³³ + dz ɿ ²¹,x ĩ ŋ ²⁴ + t e ²⁴
302_272_chest,ə ³³ + l a ²¹,t u ⁵⁵ + kʰ u ²¹,,ɕ i/j o ŋ ³³ + kʰ ou ²¹,n i ⁴⁴ + m a ³³ + õ ²¹,t ɛi ⁴⁴ + k u ⁴⁴,pʰ u ²¹ + ɕ o ŋ ³³,n i̠ ³³ + m o ³³ + k u/w a ²⁴
303_105_chicken,i ³³,a ⁵⁵ + j i̠ ³³,a ¹ + ɣ e̠ H/¹,a ⁵⁵ + j ɛ̠ ³³,a ⁴⁴ + ʝ i ⁴⁴,a ⁴⁴ + ʝ i̠ ⁴⁴,a ⁵⁵ + j i ⁵³,a ²⁴ + j i̠ ³³
304_502_fence,l a ²⁴ + k a ⁵⁵ + ts ɿ ³³,kʰ ə ⁵⁵ + p ɨ ³³,kʰ j y ¹,kʰ y ⁵⁵,kʰ u ⁴⁴ + ʈʂʰ a ²¹,kʰ u ³⁵ + b a ²¹,pʰ i ³³ + s a ⁵³,a ²⁴ + k ɨ ²⁴
305_99_pangolin,tʰ a ŋ ²¹ + kʰ ə ³³,ts a ²¹ + kʰ ɛ ²¹,tʰ a ŋ ² + kʰ j ɛ ² + kʰ y̠ H/¹,tʰ u ²¹ + kʰ a ²¹ + kʰ y ³³,tʰ u ²¹ + kʰ e ³¹,tʰ a ŋ ²¹ + kʰ ɛ˞/ɛ ³¹,tʰ a ²¹ + kʰ ɨ ⁵³,t a ³³ + kʰ ɛ ²¹
306_99_pangolin,tʰ a ŋ ²¹ + kʰ ɛ̤ ²¹,ts a ²¹ + kʰ ɛ ²¹,tʰ a ŋ ² + kʰ j ɛ ² + kʰ y̠ H/¹,tʰ u ²¹ + kʰ a ²¹ + kʰ y ³³,tʰ u ²¹ + kʰ e ³¹,tʰ a ŋ ²¹ + kʰ ɛ˞/ɛ ³¹,tʰ a ²¹ + kʰ ɨ ⁵³,t a ³³ + kʰ ɛ ²¹
307_99_pangolin,tʰ a ŋ ²¹ + kʰ ə ³³,,tʰ a ŋ ² + kʰ j ɛ ² + kʰ y̠ H/¹,tʰ u ²¹ + kʰ a ²¹ + kʰ y ³³,,,tʰ a ²¹ + kʰ ɨ ⁵³,
308_261_footleg,tɕʰ i ⁵⁵ + p ei ³³,kʰ i ⁵⁵ + pʰ ɛ ³³,kʰ i ¹ + pʰ e̠ H/¹,kʰ ɨ ⁵⁵ + pʰ ɛ̠ ³³,kʰ ɨ ⁴⁴ + pʰ e ⁴⁴,kʰ ɨ ⁴⁵³ + v v̩˞/v̩ ²¹,k ɛ˞/ɛ ³³ + v v̩ ²¹,b ɨi ⁵³ + p o ²¹
309_268_anklejoint,tɕʰ i ⁵⁵ + n i ⁵⁵ + m i ³³ + s ɛ ²¹,a ⁵⁵ + tɕʰ i ²¹ + m ɛ ³³ + t a ³³,kʰ i ¹ + ˀm j e̠ H/¹,kʰ ɨ ⁵⁵ + ˀm ɛ̠ ³³ + s ɛ ²¹,kʰ ɨ ⁴⁴ + m i ⁵⁵ + s ɛ ²¹,kʰ ɨ ⁴⁵³ + v v̩˞/v̩ ²¹ + m i ⁵⁵ + s ɛ˞/ɛ ²¹,k ɛ˞/ɛ ³³ + w v̩ ²¹ + l o ²¹ + s ɿ ³³,b ɨi ⁵³ + tɕ i ŋ ²¹ + kʰ u ²¹ + ts u/w ɛ ⁵⁵ + j o ²¹
30_608_countnumber,,k u ³³ + tʃ a ⁵⁵,g j a ŋ ¹,g u ⁵⁵,,,,
310_842_dirty,n ɛ ³³,m a ²¹ + x a ⁵⁵,,m a ²¹ + x u ⁵⁵,m a ²¹ + ɸ u ²⁴,l a ³³ + tʰ a ³³,l a ³³ + tʰ a ⁵³,x ã ŋ ²⁴
311_152_horn,kʰ ə ⁵⁵,j ɛ ²¹ + kʰ ɨ ⁵⁵,kʰ o ¹,kʰ ə ⁵⁵,kᶠʰ/kʰ v̪/v̩ ²⁴,kʰ ɤ̪˞/ɤ ⁵³,kʰ ɤ̪/ɤ ³³,ɛ ³³ + kʰ ɨ ²⁴
312_828_hard,kʰ a ³³,k ɛ ⁵⁵ + m ɨ ⁵⁵,kʰ a̠ H/¹,,,,kʰ a ⁵³,
313_828_hard,,,x ɛ ¹,ɕ ɛ ⁵⁵,x ɛ ²⁴,x ɛ˞/ɛ ⁴⁵³,,x i/j ɛ ²⁴
314_129_termite,a ³³ + j u ³³ + f ɤ̪/ɤ ⁵⁵,ɕ i ³³ + b i ²¹ + d i ⁵⁵,a ² + ʒ o̠ H/¹ + pʰ u ¹,tʰ u ²¹ + b ʉ ²¹ + d i ⁵⁵,a ³³ + ʐ u ⁴⁴ + f v̩ ²⁴,a ²¹ + ʐ u ³³ + pfʰ v̩ ⁵⁵ + z o ²¹,b i ²¹ + m a ⁵⁵ + pʰ v̩ ³³,m a ²¹ + v ai ²¹ + b ɨ ²¹ + d i ²⁴
316_125_leech,i ²⁴ + v ei ⁴²,ɣ ɨ ⁵⁵ + v ɛ̠ ²¹,ɣ i ¹ + v e̠ ᶫ/³,ɣ ɨ ⁵⁵ + v ɛ̠ ²¹,ɣ ɨ ²⁴ + v e ⁵³,v v̩ ²⁴ + v ɛi ³³,ɣ ɨ ³³ + p ai ⁵⁵,ɣ ɨ ²⁴ + v i̠ ʔ ²¹
317_364_daughterinlaw,z ɔ ²¹ + tɕʰ i ²¹ + m ɔ ³³,kʰ ɨ ²¹ + m o ³³,kʰ ɨ ² + m a ³,kʰ ɨ ²¹ + m a ³³,kʰ ɨ ²¹ + m a ³³,kʰ ɨ ²¹ + m o ³³,kʰ ɨ ²¹ + m a ³³,kʰ ɨ ²¹ + m o ³³
318_543_callbecalled,k ɤ̪/ɤ ⁵⁵,k u ⁵⁵,k u ¹,k ə ⁵⁵,k v̩ ²⁴,k ɤ̪˞/ɤ ⁵⁵,k ɤ̪/ɤ ³³,ə̠ ²¹
319_251_palmofhand,l ei ⁴² + tʰ a ³³ + d i ³³,l i ²¹ + tʰ a ³³,,,l ɛ ⁵⁵ + p a ²¹,l ɛi ³³ + p a ³³ + ʈʂ a ³³,,l a̠ ²¹ + kʰ a ²⁴
31_608_countnumber,,k u ³³ + tʃ a ⁵⁵,tʃ a ¹,,ʈʂ a ⁴⁴,,,
320_407_earring,n a ²¹ + b a ²¹,n u ²¹ + s u ⁵⁵,ˀn a ² + v a ŋ ²,ˀn ɛo ⁵³,n a ³² + w u ²¹,n a ²¹ + b a ²¹,n a ³³ + v v̩ ²¹,n a ³³ + v a ŋ ²¹
321_201_flower,g ɔ ²⁴ + l ɔ ³³,g u ⁵⁵ + l u ³³,g a ¹ + l u ³,ɦ a ⁵⁵ + l ə ³³ + ˀv ɛ̠ ³³,ɣ a ²⁴ + l v̩ ³³,g ɤ̪˞/ɤ ²⁴ + n ɤ̪˞/ɤ ³³,g ɛ˞/ɛ ³³ + n o ³³,g a ²⁴ + l u ³³
322_86_dog,tɕʰ i ²¹,,a ¹ + kʰ ɨ ²,a ⁵⁵ + kʰ ɨ̥ ²¹,a ⁵⁵ + kʰ ə,a ³⁵ + kʰ ɨ ²¹,a ⁵⁵ + kʰ ɨ ²¹,
323_322_friend,x ɔ ²⁴ + d a ³³ + s ɿ ⁵⁵,tɕ i ⁵⁵ + tsʰ a ²¹,,t a̠ ³³ + p ɛ̠ ³³,t a ⁴⁴ + p ɛ ⁴⁴,k a ³³ + ʈʂʰ a ²¹,k a ³³ + tsʰ o ²¹,dz a ²⁴ + tsʰ a ²¹
324_100_muntjakdeer,tsʰ ɿ ⁵⁵,tsʰ ɿ ⁵⁵,tʃʰ ɨ ¹,ʈʂʰ ʅ ⁵⁵,ʈʂʰ ʅ ²⁴,ʈʂʰ ʅ ⁵³,tsʰ ɿ ⁵³ + p a ⁵³,ts ɿ ³³ + n i/j o ⁵³
325_669_borrowmoney,tsʰ ɿ ²¹,tɕʰ i ²¹,tʃʰ i ²,ʈʂʰ ʅ ²¹,p a ²⁴,ʈʂʰ ʅ ²¹,,tsʰ ɿ ²¹
326_564_liftoverhead,p i ²¹ + t ɤ̪/ɤ ⁵⁵,tɕʰ ɛ ²¹ + t u ⁵⁵,tʃʰ ɛ ²,,p y ²¹ + t o ³³,tɕ y ³³ + t ɛ˞/ɛ ⁵⁵ + l i ³³,dz ai ²¹ + t i ⁵⁵ + l i ³³,tɕʰ ɛ ²¹ + d i ³³
327_865_sweet,tsʰ ɿ ⁵⁵,tsʰ ɿ ⁵⁵,tʃʰ ɨ ¹,ʈʂʰ ʅ ⁵⁵,ʈʂʰ ʅ ²⁴,ʈʂʰ ʅ ⁴⁵³,tsʰ ɿ ³³,tsʰ ɿ ²⁴
328_94_leopardpanther,i ²¹ + p u ⁴²,l o ²¹ + p ɑ̠ ²¹ + s ɛ ⁵⁵ + ɣ ɨ ³³,z i̠ ᶫ/³,z ʐ̩ ²¹ + p a̠ ²¹,a ²¹ + z ɿ ⁵³,z ɿ ³³,z ɿ ²¹ + p a ⁵³,l o ²¹ + ɕ i ²⁴ + m a ²¹ + m ə ŋ ⁵³
329_115_dovepigeon,a ²¹ + p ə ⁵⁵ + m ə ²¹,a ²¹ + p ɨ ⁵⁵,a ² + p ɨ ¹ + m u ²,a̤ ²¹ + p ʉ ⁵⁵,a ²¹ + p ɨ ²⁴,a ²¹ + p ɨ̃ ŋ ⁴⁵²,a ²¹ + p v̩ ³³,d ɛ ²¹ + p ɨ ²⁴ + m u/w ɛ ³³ + j o ³¹
32_717_arrive,tɕʰ i ⁵⁵,kʰ ɛ ⁵⁵,kʰ j e ¹,tɕʰ i ⁵⁵,tɕʰ i ²⁴,tɕʰ i ⁴⁵³,tɕʰ i ³³,kʰ ɛ ²¹ + l o ³³
330_120_frog,u ⁵⁵ + p u ⁴²,u ⁵⁵ + p ɑ̠ ²¹,ˀm u ¹ + p a̠ ᶫ/³,ə ⁵⁵ + p a̠ ²¹,o m ²⁴ + p a ⁵³,m̩ ⁴⁵³ + p o ³³,a ⁴⁴ + p ɛ˞/ɛ ⁴⁴ + l ɤ̪/ɤ ⁴²,o ²⁴ + pʷ oʲ/oi ⁴² + j o ³¹
331_120_frog,u ⁵⁵ + p u ⁴²,u ⁵⁵ + p ɑ̠ ²¹,ˀm u ¹ + p a̠ ᶫ/³,ə ⁵⁵ + p a̠ ²¹,o m ²⁴ + p a ⁵³,m̩ ⁴⁵³ + p o ³³,a ⁴⁴ + p ɛ˞/ɛ ⁴⁴ + l ɤ̪/ɤ ⁴²,o ²⁴ + pʷ oʲ/oi ⁵⁵ + j o ³¹
332_433_tea,l ɔ ²¹ + ʝ i ²⁴,l a ²¹ + pʰ o ²¹,l a ²,l a̤ ²¹ + ɣ ɨ ⁵⁵,l a ²¹ + pʰ ɛ ⁵³,s ɿ ³³ + pʰ ɛi ³³,l a ²¹ + ɣ ɨ ³³,l a ²¹
333_710_comeup,d ei ³³ + a ³³,d ɛ ³³ + l ɛ ⁵⁵,d e̠ H/¹ + l a ¹,d ɛ̠ ³³ + l a ⁵⁵,d e ⁴⁴ + l a ³³,d ɛi ³³ + l a ³⁴,d i ⁵⁵ + l a ³³,d i ²⁴ + a ³³
334_709_come,l a ²⁴,l ɛ ⁵⁵,l a ¹,l a ⁵⁵,l a ²⁴,l a ²⁴,l a ³³,l a ²⁴
335_248_handarm,l ei ⁴² + pʰ ei ³³,l ɛ ²¹ + pʰ ɛ ³³,l e̠ ᶫ/³,l ɛ̠ ²¹ + pʰ ɛ̠ ³³,l a ⁴⁴ + pʰ e ⁴⁴,l ɛi ³³ + v v̩˞/v̩ ²¹,l ei ⁴⁴ + pʰ ei ⁵³,l a̠ ²¹ + pʰ e ³³ + p o ʔ ²¹
336_248_handarm,l ei ⁴² + pʰ ei ³³,l ɛ ²¹ + pʰ ɛ ³³,l e̠ ᶫ/³ + pʰ e̠ H/¹,l ɛ̠ ²¹ + pʰ ɛ̠ ³³,l a ⁴⁴ + pʰ e ⁴⁴,,l ei ⁴⁴ + pʰ ei ⁵³,l a̠ ²¹ + pʰ e ³³ + p o ʔ ²¹
337_21_river,,ɣ ɨ ⁵⁵ + dz a ²¹,ɣ i ¹ + dz a ŋ ²,,,ɣ ɨ ³⁵ + ɖʐ a ²¹,ɣ ɨ ⁵⁵ + x o ³¹,ɣ ɨ ²⁴ + m o ³³
338_21_river,l a ²⁴ + dz a ²¹,,l a ŋ ¹ + dz a ŋ ²,,,,,
339_21_river,,,tʰ i ¹ + b a ² + ɣ i ¹,,tʰ i ⁵⁵ + b a ²¹ + ɣ ɨ ²⁴,,,
33_103_ratmouse,x a ³³ + ts ɿ ⁴² + p u ⁴²,a ⁵⁵ + tɕʰ ɛ ²¹,h ɛ̠ H/¹,a ⁵⁵ + h a̠ ³³,a ⁴⁴ + h ɛ̃ ⁴⁴,a ⁵⁵ + h ɛ̃ ³³,ɛ˞/ɛ ⁴⁴ + h ɛ˞/ɛ ⁵³,a ²⁴ + ŋ a ³³ + x a ⁵⁵ + kʰ u ⁵⁵ + m i ²¹
340_923_light,l a ²⁴,l a ⁵⁵,l a ŋ ¹,l u ⁴⁵,l u ²⁴,l a ²⁴,l u ³³,l a ²⁴
341_7_wind,m ə ²¹ + ɕ i ⁵⁵,a ⁵⁵ + m i ²¹ + f i ⁵⁵,a ¹ + m o ² + ˀx y ¹,a ⁵⁵ + n̩ ²¹ + ɕ y ⁵⁵,n̩ ²¹ + ɕ i ²⁴,a ³⁵ + m v̩ ⁴¹ + h ĩ ²⁴,m i ²¹ + h e ³³,a ²⁴ + x i ²⁴
342_504_bow,t ɛ ⁴² + n ɛ ³³,t a ²¹ + n a̠ ³³,t a̠ ᶫ/³ + n ɛ ³,t a ²¹ + n a ³³,t a ²¹ + n ɛ ²⁴,t ɛ˞/ɛ ³³ + n ɛ˞/ɛ ³³,t ɛ˞/ɛ ⁵⁵ + n o ³³,ts a̠ ²¹ + n a̠ ²²
343_504_bow,t ɛ ⁴² + n ɛ ³³,,t a̠ ᶫ/³ + n ɛ ³,t a ²¹ + n a ³³,t a ²¹ + n ɛ ²⁴,t ɛ˞/ɛ ³³ + n ɛ˞/ɛ ³³,t ɛ˞/ɛ ⁵⁵ + n o ³³,ts a̠ ²¹ + n a̠ ²¹
344_713_goup,d ei ³³ + j i ³³,,d e̠ H/¹ + e ¹,d ɛ̠ ³³ + l i ³³,d e ⁴⁴ + ʝ i ³³,d ɛi ³³ + ʝ i ³⁴,d i ⁵⁵ + l i ³³,d i ³³ + l ɛ ³³
345_711_comedown,z ei ⁴² + a ³³,j ɛ ²¹ + l ɛ ⁵⁵,z e̠ ᶫ/³ + l a ¹,z ɛ̠ ²¹ + ʐ ʅ ³³,z e ⁵⁵ + l a ³³,z ɛi ³³ + l a ³⁴,z ai ⁵⁵ + l a ³³,j i ²¹ + a ³³
346_244_neck,l i ²⁴ + k u ⁴² + dz ɿ ³³,l ɨ ⁵⁵ + b ɨ ⁵⁵,l i ¹ + k a ŋ ² + ts i ³,ʐ ʅ ⁵⁵ + ts ɿ ³³,l ɛ ²⁴ + ts ɿ ³³,l i ²⁴ + k a ³³ + ts ɿ ³³,j ĩ ³³ + p u ²¹,l ɨʲ/ɨi ⁵⁵ + j o ³¹
347_908_enough,l u ⁴²,l o̠ ²¹,l o̠ ᶫ/³,l o̠ ²¹,l u ⁵³,l u̠ ³³,l o ⁵⁵ + l a ²¹,l u̠ ²¹
348_509_gong,tʰ ɔ ⁵⁵ + l ɔ ⁵⁵,j a ŋ ⁵⁵,,,,tʰ ɛ˞/ɛ ⁴⁵ + l ɛ˞/ɛ ⁵³,m ɑ ŋ ³³,z a ŋ ⁵³
349_274_breast,a ⁵⁵ + ts ɿ ³³ + b ei ³³,a ⁵⁵ + tʃ ɿ ³³,a ¹ + tʃ ɨ̠ H/¹ + b e̠ H/¹,a ⁵⁵ + ʈʂ ʐ̩ ³³ + b ɛ̠ ³³,i ⁴⁴ + ʈʂ ʅ ⁴⁴ + b ɛ ⁴⁴,a ⁵⁵ + ʈʂ ʅ ³³ + b ɛi ³³,a ⁵⁵ + ts ɿ ⁵⁵ + b i ⁴⁵³,o ²⁴ + tɕ i ³³ + ɕ ɛ ²¹
34_101_sambardeer,m a ²¹ + l u ²⁴,tɕʰ ɛ̠ ³³,tsʰ e̠ ᶫ/³,,tsʰ ɛ ⁴⁴,tsʰ ai ³³,tsʰ ai ⁵⁵,tɕʰ i ³³ + k a̠ ʔ ²¹
350_274_breast,a ⁵⁵ + ts ɿ ³³ + b ei ³³,,a ¹ + tʃ ɨ̠ H/¹ + b e̠ H/¹,a ⁵⁵ + ʈʂ ʐ̩ ³³ + b ɛ̠ ³³,i ⁴⁴ + ʈʂ ʅ ⁴⁴ + b ɛ ⁴⁴,a ⁴⁴ + ʈʂ ʅ ⁴⁴ + b ɛi ⁴⁴,a ⁵⁵ + ts ɿ ⁵⁵ + b i ⁴⁵³,o ²⁴ + tɕ i ³³ + ɕ ɛ ²¹
351_862_warm,l ə ²⁴,l ə ⁵⁵,l y ¹,l y ⁵⁵,l y ²⁴,l y ²⁴,l u/w e ³³ + m ə n ²¹,l ə ²⁴
352_1012_notneg,m a ²¹,m a ²¹,m a ²,m a̤ ²¹,m a ²¹,a ²¹,m̩ ²¹,m a ²¹
