Cognate_ID,Anonimo,Apuri,Apurimac,Arma,Atalla,Ayacucho,Azuay,Bobonaza,Cacra-Hongos,Chachapoyas,Chacpar,Chetilla,Chipaya,Curva,Cuzco,CuzquenoAntiguo,Huallaga,Huanca,Huancane,Huangascar,HuarazHuailas,Imbabura,Inkawasi,Iruhito,Jaqaru,Jauja,Kawki,Lamas,Laraos,Lincha-Tana,Maragua,Napo,Pacaraos,Pastaza,Pocona,Puki,Puno,Putumayo,Raimondi,SanPedro,Santiagueno,SantoTomas,Serena,Sullkatiti,Taquile,Tarma,Troje,Tsimu,Wari,Yanac
908_19_this,k ai,k ai,k ai,k ai,k ai,k ai,k ai,k ai,k ai,k ai,k eː,k ai,,k ai,k ai,k ai,k ai,k ai,,k ai,,k ai,k ai,,,k ai,,k ai,k ai,k ai,k ai,k ai,k ai,k ai,k ai,,k ai,k ai,,k ai,k ai,k ai,k ai,,k ai,k ai,k ai,,,k eː
90_33_elbow,k u tʃ u tʃ,k u ʈ u ʃ,,k u tʃ u s,k u tʃ u s,k u tʃ u s,,,k u ʈ u ʃ,k u ʈʂ u ʃ,,,,,,k u tʃ u tʃ,,k u ʈʂ u ʂ,,k u ʈ u ʃ,,,,,,k u ʈʂ u ʂ,,k u ʈʂ u ʃ,k u ʈʂ u ʃ,k u ʈ u ʃ,,,k u ʈʂ u ʃ,,,,,,,k u ʈ u ʃ,,k u tʃ u χ,,,,k u ʈʂ u ʂ,,,,
910_15_thouyousg,k a m,q a m,q a n,χ a m,χ a m,χ a m,k a n,k a n,q a m,k a m,q a m,q a m,,q a n,q a n,k a m,q a m,q a m,,q a m,q a m,k a n,x a m,,,q a m,,k a m,q a m,q a m,q a n,k a n,ʁ a m,k a n,ʁ a n,,q a n,k a m,q a m,q a m,q a m,k a m,k a n,,q a n,χ a m,k a n,,q a m,q a m
911_15_thouyousg,,,,,,,,,,,,,,,,,,,h u m a,,,,,,h u m a,,h u m a,,,,,,,,,h u m a,,,,,,,,h u m a,,,,,,
912_3_three,k i m s a,k i m s a,k i n s a,k i m s a,k i m z a,k i m s a,k i m s a,k i m s a,k i m s a,k i m s a,k i m a,k i m s a,,k i m s a,k i n s a,χ i m s a,k i m s a,k i m s a,,k i m s a,k i m a,k i m s a,k i m s a,,,k i m s a,,k i m s a,k i m s a,k i m s a,k i n s a,k i m s a,k i m a,k i m s a,k i n s a,,k i m s a,k i m s a,k i m s a,k i m s a,k i m s a,k i m s a,k i n s a,,k i m s a,k i m a,k i m s a,,k i m s a,k i n s a
913_40_bone,,,,,,,,,,,,,,,,,,,tʃʼ a kʰ a,,,,,,tsʼ aː k a,,tsʼ aː k a,,,,,,,,,tʃʼ a kʰ a,,,,,,,,tʃʼ a kʰ a,,,,,,
914_3_three,,,,,,,,,,,,,tʃ h e p,,,,,,,,,,,tʃ eː p,,,,,,,,,,,,,,,,,,,,,,,,,,
916_110_tire,!s̺/s ai k u + n i,,s ai kʼ u,s ai k a,,,ʃ ai k u + tʃ i + n a,,,ç ai k u,,ʃ ai k u,,s ai kʼ u,s ai kʼ u,s ai k u + n i,,,,,,ʃ ai x u + ʃ k a,ʃ ai k u,,,,,ç ai k u,ʃ ai k u,,s ai kʼ u,,,ʃ ai k u + n a,s ai kʼ u,,s ai kʼ u,s ai k u + r i,,,s ai k u s,s ai k u + n i + w i,,,s ai kʼ u,ç ai g u,ʃ ai k u,,,ʃ eː k u
917_110_tire,,p i ʃ i p a,p i s i p a,,p i s i p a,p i s i p a,,,p i ʃ i p a,,p i ʃ i p a,,,,,,p i ʃ i p a,p i ʃ i p a,,p i ʃ i p a,p i ʃ i p aː,,,,,p i ʃ i p a,,,,p i ʃ i p a,,,p i ç i k aː,,,,,,p i ʃ i p aː,p i ʃ i p a,,,,,,,,,p i ʃ i p aː,
919_110_tire,,,,,,,,,,,,,,,,,,,q a r i x j a t a,,,,,,,,,,,,,,,,,q a r i,,,,,,,,q a r i,,,,,,
91_43_bellystomach,,,,,,,,,,,p a tʃ a,p a ʈʂ a,,,,,p a tʃ a,p a t a,,,p a tʃ a,,p a ʈʂ a,,,p a t a,,,,,,,p a ʈʂ a,,,,,,p a tʃ a,,,,,,,p a ʈʂ a,,,p a tʃ a,p a ʈʂ a
920_37_leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ a r a,,,,,,,,tʃ a r a,,,,ts aː r a,,
921_30_tongue,k a ʎ u,q a ʎ u,q a ʎ u,χ a ʎ u,χ a ʎ u,χ a ʎ u,k a ʎ u,k a ʎ u,q a ʎ u,k a dʑ u,q a ʎ u,q a dʑ u,,q a ʎ u,q a ʎ u,k a ʎ u,q a ʎ u,h a ʎ u,,q a ʎ u,q a ʎ u,x a ʎ u,q a dʒ u,,,h a ʎ u,,k a dʑ u,q a ʎ u,q a ʎ u,q a ʎ u,k a ʎ u,ʁ a ʎ u,k a ʎ u,ɢ a ʎ u,,q a ʎ u,k a ʎ u,q a ʎ u,q a ʎ u,q a ʒ u,q a ʎ u,k a ʎ u,,q a ʎ u,χ a ʎ u,kʰ a ʒ u,,q a ʎ u,q a ʎ u
922_30_tongue,,,,,,,,,,,,,,,,,,,l a χ r a,,,,,,n a x r a,,n i x r a,,,,,,,,,l a χ r a,,,,,,,,l a χ r a,,,,,,
923_31_tooth,k i r u,k i ɾ u,k i r u,k i ɾ u,k i r u,k i ɾ u,k i ɾ u,k i r u,k i l u,k i r u,k i r u,k i r u,,k i r u,k i r u,χ i r u,k i r u,k i l u,,k i ɾ u,k i ɾ u,k i ɾ u,k i r u,,,k i l u,,k i r u,k i r u,k i ɾ u,k i r u,k i r u,k i ɾ u,k i r u,k i r u,,k i r u,x i r u,k i ɾ u,k i ɾ u,k i ɾ u,k e r o,k i r u,,k i r u,k i ɾ u,k i r u,,k i ɾ u,k i r u
924_31_tooth,,,,,,,,,,,,,,,,,,,l a k a,,,,,,,,,,,,,,,,,l a k a,,,,,,,,l a k a,,,,,,
925_66_day,,,,,,,,,,,,,,,,,,,,,,,,m a χ e ɲ i,,,,,,,,,,,,,,,,,,,,,,,,m a χ e ɲ a,,
926_36_foot,tʃ a k i,ʈ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,tʃ a k i,ʈ a k i,ʈʂ a k i,tʃ a k i,ʈʂ a k i,,tʃ a k i,tʃ a k i,tʃ a χ i,tʃ a k i,ʈʂ a k i,,ʈ a k i,tʃ a k i,tʃ a k i,ʈʂ a k i,,,ʈʂ a k i,,tʃ a k i,ʈʂ a k i,ʈ a k i,tʃ a k i,tʃ a k i,ʈʂ a k i,tʃ a k i,tʃ a k i,,tʃ a k i,tʃ a x i,tʃ a k i,ʈ a k i,tʃ a x i,tʃ a k i,tʃ a k i,,tʃ a k i,ʈʂ a g i,tʃ a k i,,tʃ a k i,ʈʂ a k i
926_37_leg,,ʈ a k i,,,,,,,ʈ a k i,,,,,tʃ a k i,tʃ a k a,,,,,ʈ a k i,,,,,,,,,,ʈ a k i,tʃ a k i,,,,tʃ a k i,,tʃ a k i,,,ʈ a k i,,tʃ a k i,,,tʃ a k i,,,,,
928_89_tree,h a tʃ a,,s a tʃ a,,s a tʃ a,s a tʃ a,,,,,h a tʃ a,,,s a tʃʼ a,,h a tʃʰ a,,h a ʈʂ a,,,,,,,,s a ʈʂ a,,,,,s a tʃʼ a,,,,s a tʃʼ a,,,s a tʃ a,,,,s a tʃ a,,,s a tʃʼ a,,,,,a ʈʂ a
928_91_branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s a tʃʼ a n,,,,,a ʈʂ a
929_89_tree,,,,,,,j u ɾ a,r u j a,,j u r a,,,,,,,,,,,,j u ɾ a,,,,,,j u r a,,,,r u j a,,,,,,,,,,,j u r a,,,,j u r a,,,
929_92_leaf,,j u ɾ a,,,,,,,,,,,,,,,,,,j u ɾ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_33_elbow,,,,,,,,,,,,,,,,,,,,,,,,,ʃ i n k ai + p i,,ʃ u n k ai + p i,,,,,,,,,,,,,,,,,,,,,,,
932_89_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m u n t i,,,,,,,,,,,,,,,,,,,,m u n t i,
935_2_two,i s!s̺/s a k ai,i ʃ k ai,i s k ai,i s k ai,i s k ai,i s k ai,i ʃ k ai,i s k ai,i ʃ k ai,i ç k ai,i ʃ k eː,i s k ai,,i s k ai,i s k ai,i s k ai,i s k ai,i ʃ k ai,,i ʃ k ai,i ʃ k ai,i ʃ k ai,i s k ai,,,i ʃ k ai,,i ç k ai,i ʃ k ai,i ʃ k ai,i s k ai,i ʃ k ai,i ç k ai,i ʃ k ai,i s k ai,,i s k ai,i s k ai,i ʃ k ai,i ʃ k ai,i ʃ k ai,i s k ai,i ʃ k i,,i s k ai,i ç g ai,i ʃ k i,,i ʃ k ai,i ʃ k eː
936_2_two,,,,,,,,,,,,,,,,,,,p a j a,,,,,,p a x a,,p a x a,,,,,,,,,p a j a,,,,,,,,p a j a,,,,p aː t i,,
938_125_walkto,p u r i + n i,,p u r i,p u ɾ i,p u r i,p u ɾ i,p u ɾ i + n a,p u r i + n a,,p u r i,p u r i,p u r i,,p u r i,p u r i,p u r i + n i,p u r i,p u l i,,,p u ɾ i,p u ɾ i + n a,p u r i,,,p u l i,,p u r i,p u r i,,p u r i,p u r i + n a,p u ɾ i,p u r i + n a,p u r i,,p u r i,p u r i,p u ɾ i,,p u ɾ iː,p o r i + n i + w i,p u r i,,p u r i,p u ɾ i,p u r i,,p u ɾ i,p u r i
938_96_road,,,,,,,,,,,,,,,,,,p u l i + n a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940_125_walkto,,,,,,,,,,,,,,,,,,,s a r + n a + q a,,,,,,,,,,,,,,,,,s a r + n a + q a,,,,,,,,s a r + n a + q a,,,,,,
941_125_walkto,,,,,,,,,,,,,,,,,,,,,,,,,w a s a,,w a s a,,,,,,,,,,,,,,,,,,,,,,,
942_61_brothermans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t u r a,,,,,,,,,,,,,
942_62_brotherwomans,,t u ɾ i,t o r ai,t u ɾ i,t u r i,t u ɾ i,t u ɾ i,t u r i,t u l i,t u r i,t u r i,t u r i,,t u r a,t u r a,,t u r i,t u l i,,t u ɾ i,t u ɾ i,,,,,t u l i,,t u r i,t u r i,t u ɾ i,,t u r i,t u ɾ i,t u r i,,,t u r a,t u r i,t u ɾ i,t u ɾ i,t u ɾ a,t o r a,t u r i,,t u r a,t u ɾ i,t u r i,,t u ɾ i,t u r i
942_63_sistermans,t u r a,,,,,,,,,,,,,,,t u r a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943_117_warmhotsw,r u p a k,,,,,,,r u p a,,,,,,,,r u p a k,,,,,,,,,,,,,,,,r u p a,,ɾ u p a,r u pʰ a,,,r u p a,,,ɾ u p a χ,r u p ai,r u p a k,,,,,,,
944_117_warmhotsw,k ɔ ɲ i,q o n i,q o ɲ i,χ u ɲ i,χ u n i,χ o ɲ i,k u n u g,,q o n i,k u ɲ u,,q u ɲ u χ,,,qʼ u ɲ i,χ u ɲ i,,,,q o n i,,,χ u ɲ u χ,,,,,k u ɲ u,,q o n i,qʼ u ɲ i,,χ o ɲ u,,,,qʼ u ɲ i,k u n u,,q o n i,,,,,,χ o n u,k u n u x,,,
945_117_warmhotsw,,,,,,,,,,,,,,,,,,,h u n tʼ u,,,,,,h u n ʈʂʼ u,,h u n ʈʂʼ u,,,,,,,,,h u n tʼ u,,,,,,,,h u n tʼ u,,,,,,
947_117_warmhotsw,,,,,,,,,,,,,,,,,,,,,,,,ʃ iː,,,,,,,,,,,,,,,,,,,,,,,,s iː j a,,
948_35_back,,,,,,,,,,,w a x t a,w a x t a,,,,,w a χ t a,,,,w a q t a,,w a χ t a,,,,,,,,,,,,,,,,w a q t a,,,w a k t a,,,,,,,w a q t a,w a q t a
949_72_water,,,,,,,,,,,,,qʰ w a z,,,,,,,,,,,qʰ o a s i,,,,,,,,,,,,,,,,,,,,,,,,h u aː s e,,
94_12_righthandside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h u i l i + h a l a n t a + h a l a n t a,,
94_13_lefthandside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h u iː l i + h a l a n t a,,
950_72_water,u n u,,u n u,,,,,,,,,,,u n u,u n u,u n u,,,,,,,,,,,,,,,,,,,,,u n u,,,,,h u n o,,,u n u,,,,,
952_14_weinclusive,ɲ ɔ k a n tʃ i k,n o q a n tʃ i k,ɲ o q a n tʃ i s,ɲ u χ a n tʃ i k,ɲ u χ a n tʃ i k,ɲ o χ a n tʃ i k,ɲ u q a n tʃ i,ɲ u k a n tʃ i,ɲ o q a n tʃ i k,ɲ u k a n tʃ i,n u q a n ts i χ,n u ʁ a n dʒ i ʁ,,ɲ u q a n tʃ i s,n u q a n tʃ i s,ɲ u k a n tʃ i k,n u q a n tʃ i,,,ɲ o q a n tʃ i k,ɲ o q a ɲ ts i,ɲ u k a n tʃ i k,n u ʁ a n tʃ i,,,,,ɲ u k a n tʃ i,n u q a n tʃ i k,ɲ o q a n tʃ i k,n u q a n tʃ i s,ɲ u k a n tʃ i,ɲ o χ a n s i,n u k a n tʃ i,n u ʁ a n tʃ i χ,,n u q a n tʃ i s,n u k a n tʃ i,ɲ o q a ɲ ts i,ɲ o q a n tʃ i k,,ɲ o k a n tʃ i k,ɲ u k a n tʃ i,,ɲ u q a n tʃ i s,n o χ a ɲ tʃ i,ɲ u k a n tʃ i x,,ɲ o q a ɲ ts i,ɲ u q a n ts i k
953_14_weinclusive,,,,,,,,,,,,,u ʈʂ u m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954_14_weinclusive,,,,,,,,,,,,,,,,,,,h i w a s a,,,,,,h i w s a,,h i w s a,,,,,,,,,h i w a s a,,,,,,,,h i w a s a,,,,,,
955_17_what,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,,i m a,i m a,i m a,i m a,i m a,,i m a,i m a,i m a,i m a,,,i m a,,i m a,i m a,i m a,i m a,i m a,i m a,i m a,i m a,,i m a,i m a,i m a,i m a,i m a,i m a,i m a,,i m a,i m a,i m a,,i m a,i m a
957_17_what,,,,,,,,,,,,,,,,,,,k u n a,,,,,,,,,,,,,,,,,k u n a,,,,,,,,k u n a,,,,,,
958_33_elbow,,,,,,,,,,,,,,m u χ ʎ i,,,,,m u x ʎ i,,,,,,,,,,,,,,,,,m u χ ʎ i,,,,,,,,m u x ʎ i,,,,,,
959_98_white,j u r a k,j u ɾ a q,j u r a q,j u ɾ a χ,r u j a χ,j u ɾ a χ,j u ɾ a g,r u j a χ,j u l a q,j u r a k,j u l a x,j u r a q,,j u r a χ,j u r a χ,j u r a k,j u r a χ,j u l a ʔ,,j u ɾ a q,j u l a q,j u ɾ a x,j u r a q,,,j u l a ʔ,,j u r a k,j u r a χ,j u ɾ a q,j u r a χ,r u j a χ,j u ɾ a χ,j u r a,j u r a χ,,j u r a χ,j u r a,j u ʎ a q,j u ɾ a q,j u ɾ a χ,j u r a k,j u r a x,,j u r a χ,j u ɾ a χ,j u r a x,,j u ɾ a q,j u r a q
961_98_white,,,,,,,,,,,,,,,,,,,h a n qʼ u,,,,,,h a n qʼ u,,h a n qʼ u,,,,,,,,,h a n qʼ u,,,,,,,,h a n qʼ u,,,,,,
962_18_who,p i,p i,p i,p i,p i,p i,p i,,p i,p i,p i,p i,,p i,p i,p i,p i,p i,,p i,p i,p i,p i,,,p i,,p i,p i,p i,p i,,p i,p i,p i,,p i,p i,p i,p i,p i + t a χ,p i,p i,,p i,p i,p i,,p i,p i
963_18_who,,,,,,,,m ai k a n,,,,,,,,,,,,,,,,,,,,,,,,m ai k a n,,,,,,,,,,,,,,,,,,
965_18_who,,,,,,,,,,,,,,,,,,,,,,,,,q a tʃ i,,q a tʃ i,,,,,,,,,,,,,,,,,,,,,,,
967_83_wind,w ai r a,w ai r a,w ai r a,w ai ɾ a,w ai r a,w ai ɾ a,w ai ɾ a,w ai r a,w ai l a,w ai r a,,w ai r a,,w ai r a,w ai r a,w ai r a,,w ai w a,,w ai ɾ a,,w ai ɾ a,w ai r a,,,w ai w a,,w ai r a,w ai r a,w ai ɾ a,w ai r a,w ai r a,,w ai r a,w ai r a,,w ai r a,w ai r a,,w ai ɾ a,w ai ɾ a,w ai r a,w ai r a,,w ai r a,,w ai r a,,,w eː r a
970_33_elbow,,,,,,,ɾ i g ɾ a + m u k u,r i g r a + m u k u,,,,,,,,,,,,,,ɾ i g ɾ a + m u k u,,,,,,,,,,r i g r a,,,,,,,,,,,,,,,,,,
970_56_wing,r i k r a,ɾ i k ɾ a,,ɾ i k ɾ a,,,,r i g r a,ʃ i k l a,r i k r a,,,,l i x r a,,r i k r a,,,,ɾ i k ɾ a,r i k r a,,,,,,,r i k r a,l i k r a,l i k l a,l i x r a,r i g r a,,ɾ i g r a,l i χ r a,,r i x r a,,r i k r a,ɾ i k ɾ a,l i x ɾ a,r i k r a,,,r i x r a,,,,r i k r a,
970_91_branch,,,,,,,,,,,,r i k r a,,,,,,,,,,,r i k r a,,,,,,,,,,,,,,,,,,,,,,,,,,,
972_56_wing,,,,,,,,,,,,,,,,,,,,,,,,,k aː k a,,k aː k a,,,,,,,,,,,,,,,,,,,,,,,
973_56_wing,,,,,,,,,,,,,,,,,,,tʃʰ i qʰ a,,,,,,,,,,,,,,,,,tʃʰ i qʰ a,,,,,,,,tʃʰ i qʰ a,,,,,,
976_20_with,w a n,w a n,w a n,,w a n,w a ŋ,w a n,,w a n,,w a n,w a n,,w a n,w a n,w a n,w a n,,,w a n,,,w a n,,,,,,w a n,w a n,w a n,,,,w a n,,w a n,,,,a n,w a m,w a,,w a n,,w a n,,w a ɲ,w a n
977_20_with,,,,,,,,,,,,,z h t a n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978_20_with,,,,,,,,,,,,,,,,,,,m p i,,,,,,,,,,,,,,,,,,,,,,,,,m p i,,,,,,
979_20_with,,,,,,,,,,,,,,,,,,,,,,,,,w ʃ q a,,w ʃ q a,,,,,,,,,,,,,,,,,,,,,,,
97_120_sweet,,,,,,,,,,,,,,,,,,,m u χ s a,,,,,,m u x s a,,m u s a,,,,,,,,,m u s qʼ a,,,,,,,,m u χ s a,,,,,,
981_82_cloud,p u j u,p u j u,p u j u,p u j u,p u j u,p u j u,p u j u,p u j u,,p u j u,,,,pʰ u j u,pʰ u j u,p u j u,,,,p u j u,,f u j u,,,,,,p u j u,,,pʰ u j u,p u j u,,p u j u,pʰ u j u,,pʰ u j u,p u j u,,p u j u,p u j u,p u j u,p u j u,,pʰ u j u,,pʰ u j u,,,
982_105_youngfemale,,,,,,,,,,,,,,,,,,,,,,w a ɾ m i,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982_59_woman,w a r m i,w a ɾ m i,w a r m i,w a ɾ m i,w a r m i,w a ɾ m i,w a ɾ m i,w a r m i,w a l m i,w a r m i,w a r m i,w a r m i,,w a r m i,w a r m i,w a r m i,w a r m i,w a l m i,,w a ɾ m i,w a ɾ m i,w a ɾ m i,w a r m i,,,w a l m i,,w a r m i,w a r m i,w a ɾ m i,w a r m i,w a r m i,w a ɾ m i,w a r m i,w a r m i,,w a r m i,w a r m i,w a ɾ m i,w a ɾ m i,w a ɾ m i,w a r m e,w a r m i,,w a r m i,w a ɾ m i,w a r m i,,w a ɾ m i,w a r m i
983_82_cloud,,,,,,,,,,,,,,,,,,,q i n a j a,,,,,,,,,,,,,,,,,q i n a j a,,,,,,,,q i n a j a,,,,,,
984_82_cloud,,,,,,,,,,,,,ts h i r i,,,,,,,,,,,ts iː r iː,,,,,,,,,,,,,,,,,,,,,,,,,,
987_51_worm,k u r u,u ɾ u,u r u,u ɾ u,k u r u,u ɾ u,k u ɾ u,k u r u,u l u,k u r u,k u r u,k u r u,,k u r u,k u r u,k u r u,k u r u,k u l u,,u ɾ u,k u ɾ u,,,,,k u l u,,k u r u,k u r u,u ɾ u,kʰ u r u,k u r u,k u ɾ u,k u r u,kʰ u r u,,k u r u,k u r u,k u ɾ u,u ɾ u,k u ɾ u,k u r o,k u r u,,k u r u,k u ɾ u,kʰ u r u,,k u ɾ u,k u r u
988_51_worm,,,,,,,,,,,,,,,,,,,,,,,,,ɲ i qʼ u,,ɲ i qʼ u,,,,,,,,,,,,,,,,,,,,,,,
989_11_year,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,,w a t a,w a t a,w a t a,w a t a,w a t a,,w a t a,w a t a,w a t a,,,,w a t a,,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,w a t a,,w a t a,w a t a,w a t a,,w a t a,w a t a
990_11_year,,,,,,,,,,,,,,,,,,,m a r a,,,,,,,,,,,,,,,,,m a r a,,,,,,,,m a r a,,,,,,
992_95_rope,,,,,,,,,,,,,,,,,,,,,,,,k a r u,,,,,,,,,,,,,,,,,,,,,,,,k a r u,,
993_101_yellow,k a r w a,q a ɾ w a,q a r w a,,,,,,q a l w a,,ɢ a ʎ w a ʃ,q a r w a,,,,χ a r w a,q a r w a ʃ,,,q a ɾ w a,q a ɾ w a ʃ,,χ a r w a,,,,,,q a r w a ʃ,q a ɾ w a,,,ʁ a ɾ w a,,,,,,q a ɾ w a ʃ,q a ɾ w a,,,,,,q a ɾ w a ʃ,,,q a ɾ w a ʃ,q a r w a
996_105_youngfemale,!s̺/s i p a !s̺/s,ʃ i p a ʃ,s i p a s,s i p a s,s i p a s,s i p a s,,,ʃ i p a ʃ,ʃ i p a ʃ,h i p a ʃ,ʃ i p a ʃ,,s i p a s,s i p a s,s i p a s,,,,ʃ i p a ʃ,ʃ i p a ʃ,,ʃ i p a ʃ,,,,,ʃ i p a ʃ,s i p a s,ʃ i p a ʃ,s i p a s,,x i p a ʃ,ʃ i p a s,s i p a s,,s i p a s,s i p a s,ʃ i p a ʃ,ʃ i p a ʃ,s i p a s,s i p a s,,,s i p a s,χ e b a ʃ,,,ʃ i p a ʃ,ʃ i p a ʃ
998_105_youngfemale,,,,,,,,,,,,,,,,,,,t a w a q a,,,,,,,,,,,,,,,,,t a w a q u,,,,,,,,t a w a q u,,,,,,
999_105_youngfemale,,,,,,,,,,,,,,,,,,l a s a k,,,,,,,,,,,,,,,r a ʁ a k,,,,,,,,,,,,,,,,,
99_113_empty,tʃ u k a k,,tʃ u s a q,,,,tʃ u ʃ a g,tʃ u ʃ a,,,,,,tʃʼ u s a χ,tʃʼ u s a χ,tʃ u s a k,,,,,,tʃ u ʃ a x,,,,,,,,,tʃʼ u s a χ,tʃ u ʃ a,,tʃ u ʃ a,tʃʼ u s a χ,,tʃʼ u s a χ,tʃ u s a,,,tʃ u s a χ,tʃʼ u s a,tʃ u ʃ a x,,tʃʼ u s a χ,,tʃ u ʃ a x,,,
9_108_oldwoman,,,,,,,,,,,,,,,,,,,,,,,,,a p a + k a,,a p a + k a,,,,,,,,,,,,,,,,,,,,,,,
