Cognate_ID	AbasoloValleMixtec	AlacatlatzalaMixtec	AlcozaucaGuerreroMixtec	CahuatacheMixtec	ChalcatongoHidalgoMixtec	CoicoyanlasFloresMixtec	CosoltepecMixtec	CuatzoquitengoMixtec	CuyamecalcoVillaZaragozaMixtec	ElJicaralMixtec	GuadalupeVillahermosaMixtec	IxpantepecNievesMixtec	LaBateaMixtec	MagdalenaPenascoMixtec	PiedraAzulMixtec	PinotepaDonLuisMixtec	SanAgustinAtenangoMixtec	SanAgustinChayucoMixtec	SanAgustinTlacotepecMixtec	SanAndresChicahuaxtla1890Triqui	SanAndresChicahuaxtlaTriqui	SanAndresNuxinoMixtec	SanAndresYutatioMixtec	SanAntonioHuitepecMixtec	SanAntonioTepetlapaMixtec	SanBartoloSoyaltepecMixtec	SanBartolomeYucuaneMixtec	SanEstebanAtatlahucaMixtec	SanFranciscoSayultepecMixtec	SanJeronimoProgresoMixtec	SanJeronimoXayacatlanMixtec	SanJorgeNuchitaMixtec	SanJuanCoatzospamMixtec	SanJuanColoradoMixtec	SanJuanCopalaTriqui	SanJuanDiuxiMixtec	SanJuanMixtepecMixtec	SanJuanNumiMixtec	SanJuanTamazolaMixtec	SanJuanTeitaMixtec	SanJuanTepeuxila1900Cuicatec	SanLorenzoMixtec	SanLuisMoreliaMixtec	SanMarcoslaFlorMixtec	SanMartinDuraznosMixtec	SanMartinEstadoMixtec	SanMartinItunyosoTriqui	SanMartinPerasMixtec	SanMateoSindihuiMixtec	SanMiguelAchiutlaMixtec	SanMiguelAhuehuetitlanMixtec	SanMiguelChicahuaMixtec	SanMiguelElGrandeMixtec	SanMiguelPiedrasMixtec	SanPedroAtoyacMixtec	SanPedroJicayanMixtec	SanPedroJocotipacMixtec	SanPedroMolinosMixtec	SanPedroTidaaMixtec	SanPedroTututepecMixtec	SanPedroYosonamaMixtec	SanPedroySanPabloTeposcolula1600Mixtec	SanSebastianMonteMixtec	SanSebastianTecomaxtlahuacaMixtec	SantaAnaCuauhtemocMixtec	SantaCatarinaEstetlaMixtec	SantaCatarinaMechoacanMixtec	SantaCatarinaTlaltempanMixtec	SantaCruzBravoMixtec	SantaCruzItundujiaMixtec	SantaLuciaMonteverdeMixtec	SantaMariaAcatepecMixtec	SantaMariaApazcoMixtec	SantaMariaChigmecatitlanMixtec	SantaMariaHuazolotitlanMixtec	SantaMariaJicaltepecMixtec	SantaMariaPapaloCuicatec	SantaMariaPenolesMixtec	SantaMariaYolotepecMixtec	SantaMariaYucuhitiMixtec	SantaMariaYucunicocoMixtec	SantaMariaZacatepecMixtec	SantiagoApoalaMixtec	SantiagoCacaloxtepecMixtec	SantiagoChazumbaMixtec	SantiagoIxtaltepecMixtec	SantiagoIxtayutlaMixtec	SantiagoJamiltepecMixtec	SantiagoJuxtlahuacaMixtec	SantiagoNuyooMixtec	SantiagoPinotepaNacionalMixtec	SantiagoTamazolaMixtec	SantiagoTilantongoMixtec	SantiagoTlazoyaltepecMixtec	SantiagoYosonduaMixtec	SantoDomingoHuendioMixtec	SantoDomingoNuxaaMixtec	SantoDomingoTonahuixtlaMixtec	SantoTomasOcotepecMixtec	SantosReyesTepejilloMixtec	TepangoMixtec	TepejilloMixtec	TlahuapaMixtec	XayacatlanBravoMixtec	XochapaMixtec	YoloxochitlMixtec	YucunaniMixtec	YucunutiBenitoJuarezMixtec	YucuquimiOcampoMixtec	ZapotitlanPalmasMixtec
213_squirrel	ⁿd i ³ + kʷ a ³ ĩ ³	ⁿd i ³ + kʷ a ⁵ ɲ o ³	ⁿd i ³ + kʷ a ⁵ ɲ u ³	ⁿd i + kʷ ã ɲ ũ	kʷ a ⁵ ɲ u ³	ⁿd i + kʷ ã ɲ ũ	s i + kʷ ã ɲ ĩ	ⁿd i + kʷ ã ɲ ũ	kʷ ẽ ɲ ũ	ⁿd i ³ + kʷ a ⁵ ɲ u ³	m ũ t u	ⁿd i + kʷ ã n ĩ	ⁿd i ³ + kʷ a ⁵ ĩ ⁵	kʷ e ¹ ɲ u ³	ts i ¹ + kʷ a ⁵ ɲ u ³	kʷ ã ɲ ũ	ⁿd i ¹ + kʷ ã ĩ	kʷ a ɲ o	kʷ ẽ n ĩ	ʃ u a	ʃ u ³ w a ⁴	kʷ ẽ ɲ ĩ	ⁿd i ³ + kʷ e ⁵ ĩ ⁵	xʷ ẽ ɲ ũ	kʷ ã ɲ ũ	kʷ ã ɲ ũ	kʷ ẽ n ẽ	kʷ ẽ ⁵ ɲ ũ	kʷ ã ɲ ũ	ⁿd i ⁵ + kʷ a ⁵ n i ⁵	s i + m ũ t u	t i + kʷ ã ɲ ĩ	kʷ ẽ ɲ ũ	kʷ a ³ ɲ u ³		kʷ ẽ ɲ ũ	ⁿdʲ i + kʷ ã ĩ	kʷ ã n ũ	xʷ ẽ ɲ ĩ	kʷ ẽ n ĩ		kʷ ã ɲ ũ		ⁿts i ¹ + kʷ a ⁵ ɲ u ³	ⁿdʑ i ³ + kʷ a ⁵ n i ⁵	ⁿd i + kʷ ã ɲ ĩ	tʃ u ³ β a ⁴	ⁿtʃ i + kʷ ã ɲ ũ	kʷ ẽ ɲ ũ	kʷ ã n ũ	ⁿd i + kʷ ã ɲ ĩ	kʷ ã ɲ ũ	kʷ ã ɲ ũ	tʃ i + xʷ ẽ ɲ ĩ	kʷ ã ɲ ũ	l a + kʷ ã ɲ ũ	kʷ ã ɲ ĩ	kʷ ã n ũ	t i + kʷ ã ĩ	kʷ ã ɲ ũ			ⁿd i ³ + kʷ a ⁵ n i ⁵	l a + kʷ ã ɲ ĩ	kʷ ẽ ɲ ũ	kʷ ẽ ɲ ũ	kʷ ã ɲ ũ		ⁿd i + kʷ ã ɲ ũ	kʷ ẽ ɲ ũ	kʷ ẽ ɲ ũ	kʷ ã ɲ ũ	l a + kʷ ã ɲ ũ		kʷ ã ɲ ũ	kʷ ã ɲ ũ	i ⁴ j u ⁵¹	kʷ ẽ ⁵ ɲ ũ ¹	kʷ ã ɲ ũ	kʷ ã ¹ n ɨ ³	ⁿd i ³ + kʷ ã ⁵ ɲ ũ	kʷ a ³ ɲ u ³	kʷ ã ɲ ũ			kʷ ã ɲ ũ	β i ʃ i	kʷ ã ɲ ũ	ⁿdʲ i + kʷ ã ĩ	kʷ ã ⁵ ɲ ũ ¹	kʷ ã ɲ ũ	ⁿd i + kʷ ã ɲ ĩ	kʷ ã ɲ ũ	kʷ e l u	kʷ ã ɲ ũ		kʷ ẽ ɲ ĩ	s i + m ũ t u	ʃ + kʷ ã ⁵¹ ɲ ũ ³	ⁿtʃ i + kʷ ã ɲ ĩ	ⁿd i + kʷ e ³ i ³		ⁿd i ³ + gʷ a ⁵ ɲ u	s i ¹ + m ũ ³ t u ³	ⁿd i ³ + kʷ a ⁵ ɲ u ⁵	ⁿd i ³ + kʷ a ⁵ ɲ u ³	ⁿd i ³ + kʷ a ⁵ ĩ ³	tʃ i + kʷ ĩ ĩ	ⁿd i ³ + kʷ i ⁵ ĩ ³	
214_sweetpotato	ɲ a ³ ʔ m i ³	ɲ a ⁵ ʔ m i ³	ɲ a ³ ʔ m i ²		ɲ ã ⁵ ʔ m ĩ ³					ɲ a ³ ʔ m i ³			ɲ a ³ ʔ m i ¹⁵	ɲ a ³ ʔ m i ¹	ɲ a ³ ʔ m i ¹⁵			ɲ a ʔ m i		mː e	mː ĩ ³²		ɲ a ³ ʔ a ³ m i ³											j a ⁵ ʔ m i ³	j u m e ʔ ³²									ɲ a ³ ʔ m i ¹	ɲ a ³ ʔ m i ³		mː i ³²																ɲ a ³ m i ¹ i ¹														m ʔ ĩ ⁴¹					ɲ a ³ ʔ m i ³						ɲ a ¹ ʔ m i ¹								ɲ a ³ ʔ m i ³							ⁿdʲ a ³ ʔ m i ⁵		ɲ a ³ ʔ m i ³	j a ³ ʔ m i ²	ɲ a ³ ʔ m i ¹		ɲ a ³ ʔ m i ³	
215_vulture		tʲ + o ¹ k o ³ + tʃ e ⁵ e ³								l a ³ ⁿg o ³			l o ⁵ tʃ i ⁵	tʲ + o ⁵ k o ⁵	ts i ¹ k o ¹⁵ + ʃ i ¹ h i ¹⁵			tʲ + a s i i		ʃ a ʈʂ u	ʃ a ³ ʈʂ u ³⁵		t i ¹ + j o ¹ k o ⁵											ⁿd i ¹ + ts i ¹ i ¹		tʃ + o ⁵ k o ⁵								ts i ¹ k o ¹ + ʃ i ¹ h i ¹⁵	l o ¹ ⁿdʒ i ³		l o ³ t i ³																t i ¹ + k a ¹ k a ⁵														s ʔ i ³ k u ³			tʃ i ¹ i ³ + ʒ a ³ ʔ a ³																							p e ³ ʔ l o ³		ᵐb e ³ l o ³	p i ³ l o ⁵	l o ⁵ tʃ i ⁵			
216_brother																				t i n e ʔ a																					ð i n u																																				ð ʔ i ³ n u ¹																																	
217_herbaceousplant	k u ¹ ʔ u ¹	k u ³ ʔ u ¹	i ¹ k u ¹	j ʉ ¹ k ʉ ¹	ʒ u ³ k u ¹	j u k u	j u k u	j u k u	k u ʔ u	j u ³ β a ³	j u k u	ʒ ʉ ʒ u	j u ¹ k u ¹	ʒ i ¹ ʔ i ³	j u ¹ h k u ¹	k u ʔ u	ʒ u k u	j u ¹ k u ¹	ʒ i ʔ i	k o ʔ o a	k o h ³²	ʃ i tʃ i	j u ³ k u ¹	ʒ u k u	k u ʔ u	ʒ u k u	k u ʔ u	ʒ u ³ k u ¹	k u ʔ u			ʒ u k u	ʃ u ʔ u + k u ʔ u	j u ⁵ β a ³			j u k u	ʒ u k u		k u ʔ u	j a t a	j u k u		j u ¹ h k u ¹	ʒ i ¹ k i ¹	j u k ʉ	kː o h ³	ʒ u k u	k u ʔ u	ʒ u k u	ʒ ʉ k ʉ	k u ʔ u	ʒ u ³ k u ³	k u ʔ u	j u k u	j u k u	j u k u	ʒ u ¹ k u ¹	ʒ u k u	j u k u		j u k u	j u ¹ k u ¹	ʒ u k u	k u ʔ u	k u ʔ u	k u ʔ u	k u ʔ β i		j u k u	j u k u ʔ	j u k u	ʒ u k u	k u ʔ u	k u ʔ u		j a ¹ t a ¹	k u ⁵ ʔ u ⁵	ʒ u k u	j u ¹ k u ¹	ʒ u ¹ ʒ u ¹	j u ³ k u ³¹	k u ʔ u	ʒ ʉ k ʉ		ʒ u k u	j u β a	k u ʔ u		ʒ u ¹ k u ¹	j u k u	ʒ ʉ ʒ ʉ	k u ʔ u	ʒ u k u	ʒ u k u	ʒ i ⁵ ʔ i ⁵	ʒ u k u	j u k u	ʒ u ¹ k u ¹	ʒ u ¹ k u ¹	j u β a	j u k u	j u ¹ k u ¹	j u ¹ k u ⁵	i ³ β a ³	j u k ũ	j u ¹ k u ¹	ʒ u ¹ k u ¹	j ʉ ¹ k ʉ ¹	j u k u
218_maguey	ʒ a ¹ β i ¹	j a ³ β i ¹	j a β i	j a w i	ʒ a ⁵ u ⁵	j a ¹ β i ⁵	j a w i	j a w i		j a ³ β i ⁵	j a ³ β i ¹	ʒ a β i	j a ⁵ β i ³	ʒ a ³ β i ³	j a ³ β i ¹⁵	j a β i	ʒ a ³ β i ¹	j a ³ β i ³	ʒ a β i		wː e ³²	ʒ a β i	j a ⁵ i ¹	ʒ a w i	j a w i	ʒ a w i	ʒ a w i	ʒ a β u	j a w i	ʒ a β i	j a β i	ʒ a β i	ʃ a β i	j a ³ β i ³		ʒ a ⁵ u ⁵	j a β i	ʒ a u	ʒ a w i	ʂ a w i		j a w i	j a β i	j a ¹ h β i ¹⁵	ʒ a ³ β i ¹	j a β i	βː e ³²	ʒ a ¹ h β i ⁵	ʒ a u	ʒ a β i	ʒ a β i	ʒ a w i	ʒ a ³ u ³	ʒ a w i	j a w i	j a β i	j a w i	ʒ a β i	j a β i	t a + j e e		j a w i	j a ³ β i ¹	ʒ a β i	j a w i	ʒ a u	j a w i	j a β i	j a w i	j a w ɨ	ʒ a u	j e e	ʒ a w i	j a w i	j a w i	j a β i	j i ¹ β a ¹	ʒ a u	ʒ a β i	j a ³ β i ³	ʒ a ³ β i ⁵	j a β i ʔ	ʒ a β i	ʒ a β i	j ã w i	ʒ a w i	j a β i	j a ³ β i ³	ʒ a β i	ʒ a ³ β i ³	j a β i	ʒ a β i	ʒ a u	ʒ a u	ʒ a u	ʒ a ³ β i ³	ʒ a w i	j a w i	ʒ a ³ β i ³	ʒ a ³ β i ¹	j a w i ʔ	j a w i	β i ³ ʔ i ¹ ⁿdʲ a ¹ + β i ⁵ ʃ ĩ ³	j a ⁵ w i ¹	j a ³ β i ⁵	j a β i	j a ³ β i ¹⁵	ʒ a ³ β i ¹	j a u	j a w i
219_mamey		ⁿd i ³ k a ¹	ⁿd i k a + kʷ a ʔ a	ⁿd i k a		ⁿd i k a + kʷ a ʔ a	ⁿdʒ i k a	ⁿd i k a	ⁿd i k a + kʷ e ʔ e		ⁿd o k o + kʷ a ʔ a	ⁿd i k a ⁵ + s a ¹ ʔ a ¹		ⁿd i ³ k a ³ + kʷ a ³ ʔ a ⁵	ⁿts i ³ k a ⁵ + kʷ a ⁵ ʔ a ³	ⁿd i k a + tʃ a ʔ a	ⁿd i k a + s a ʔ a	ⁿdʲ i k a		n a t o + r o ʔ o	n a ³ t o ³² + r o ² ʔ o h ¹	ⁿdʒ i k a		ⁿd i k a	ⁿd i k a + tʃ a ʔ a		ⁿd i k a + ⁿd a ʒ i	ⁿd i k a + kʷ e ⁵ ʔ e ⁵	ⁿdʲ i k a + tʃ a ʔ a			ⁿd o x o + kʷ a ʔ a	ⁿd i k a + kʷ e ¹ ʔ e ⁵	nʲ i ³ k a ³			ⁿdʲ i k a + tʃ a ʔ a		ⁿd i k a + ⁿd a ʒ ɨ	ⁿd i k a		ⁿdʲ i k a	ⁿd o k o + kʷ a ʔ a		ⁿdʑ i ¹ k a ⁵ + ɕ a ³ ʔ a ¹		n a ³ t o ³² + ɾ o ¹ ʔ o h ¹		ⁿdʒ i k a + ⁿd a a		ⁿd o k o + kʷ a ʔ a		ⁿd i ³ k a ³ + x a ⁵ ʔ a ¹	ⁿdʒ i k a	ⁿd i k a + tʃ a ʔ a	ⁿd i k a + tʃ a ʔ a	ⁿdʒ i k a + kʷ a ʔ a		ⁿdʒ i k a	t i tʲ i		t e + ⁿd i k a	ⁿd o ³ k o ¹ + kʷ a ³ a ⁵	ⁿtʃ i k a	ⁿd i k a + kʷ e ʔ e	ⁿdʒ i k a	ⁿdʲ i k a		ⁿd i k a	ⁿd i k a + j e ʔ e	ⁿd i k a + x e ʔ e	ⁿdʒ i k a + kʷ a ʔ a	ⁿdʒ i k a	ⁿd o k o	ⁿdʲ i k a + n ã ʔ n ã		t i a ⁴ k + kʷ ɑ ³ ʔ ɑ ³	ⁿdʒ i ¹ k a ¹		n ĩ ³ k a ³ + xʲ e ⁵ ʔ e ⁵	ⁿd i ³ k a ⁵ + sʲ a ³ ʔ a ¹	ⁿd i k a + tʃ a ʔ a		tʃ i k a + s a ʔ a	ⁿdʒ i k a	ⁿdʒ i k a	ⁿdʲ i k a	ⁿdʲ i k a	ⁿd i k a + sʲ a ʔ a	n ĩ ³ k a ³ + x e ⁵ ʔ e ⁵	ⁿd i k a + kʷ a ʔ a	ⁿd o k o + kʷ a ʔ a	ⁿd i k a	ⁿdʒ i k a	ⁿd i k a + x a ʔ a		ⁿdʒ i k a	ⁿdʒ i k a	ⁿd i ³ k a ³ + x e ⁵ ʔ e ¹	ⁿtʃ i ³ k a ⁵ + ⁿd u ¹ u ¹	ⁿd i̥ ³ k a ³ ʔ	ⁿtʃ i k a	ⁿd i ³ k a ⁵ + kʷ a ⁵ ʔ a ³	ⁿtʃ i k a			ⁿtʃ i ³ k a ³ + ts a ¹ ʔ a ¹⁵	ⁿd o k o + s a ʔ a		ⁿdʒ i k a
21_day24hours	k i ³ i ³	k i ¹ β i ¹	k i β i	k i ¹ w i ¹	k ɨ ³ u ¹	k i ¹ β i ⁵	k i w i	k i w i	ⁿd u w i	k i ¹ i ⁵	k i ¹ β i ¹	k i β i	k i ¹ i ⁵	k i ³ β i ¹	k i ¹ h i ¹⁵	k ɨ w ɨ	k i ¹ β i ¹	k ɨ ¹ β ɨ ¹	k i ⁵ i	k u i a	gʷ i ³	ⁿd i u	k u ³ u ¹	ⁿd u u	k i w i	k e w e	k i β i	k ɨ ³ β ɨ ¹	k i w i	k i ¹ β i ¹	k i β i	k i ¹ β i ¹	ⁿd u ⁵ β i	k ɨ ¹ β ɨ ¹	gʷ i ³	k ɨ ⁵ u ⁵	k i i	k i u	ⁿd u u	k i w i	g u β i	k ɨ w ɨ	k i β i	k i ¹ h i ¹⁵	k i ¹ i ¹	k i β i	kʷ i ³	k i ¹ β i ⁵	k ɨ w ɨ	k i β i	k i ¹ β i ¹	k i w i	k ɨ ³ β ɨ ¹	ⁿd u u	k i w i	k i β i	k i i	k i ¹ β i ¹	k i w i	k ɨ w ɨ	k i u u	k e β i	k i ¹ β i ¹	k i ¹ β i ¹	ⁿd u w i	ⁿd u u	k ɨ w ɨ	ⁿd u β i	k i w i	k ɨ w ɨ	k ɨ w ɨ	k ɨ w ɨ	k i w i	k i w i	k ɨ w ɨ	k i β i	g u ³ β i ³	ⁿd u u	k ɨ β ɨ	k i ³ w ɨ ¹	k i ¹ i ⁵	k i β i ʔ	k i i	k i i	k i w i	k i i	k ɨ β ɨ	k ɨ ¹ β ɨ ¹	k i β i	k i ³ w ɨ ¹	k i β i	k i β i	k ɨ u	ⁿd u u	k ɨ ³ β ɨ ¹	k i ¹ β i ¹	ⁿdʲ u u	k i w i	k i ¹ β i ¹	k i ¹ β i ¹	k i ³ ʔ β i ¹ ʔ	k i i	k i ¹ β i ⁵	k i ¹ β i ¹	k i ¹ β i ⁵	k i ¹ β i ⁵	k i ¹ i ⁵	k u u	k ʉ ʉ	k i i
220_zapote					ⁿd o ³ k o ³										ⁿd o ¹ k o ¹⁵																													ⁿts i ¹ k a ⁵ + kʷ a ⁵ ʔ a ³																			ⁿd o ³ k o ¹														tʲ a ⁴ x ã ⁴																										ⁿd o ³ k o ⁵							
221_music	ʒ a ⁵ a ⁵		j a ³ a ²							j a ³ a ³										tsʲ a ɲ i a ʔ a	ʈʂ a ʔ ³													j a ⁵ a ³		ʒ a ⁵ a ¹									ʒ a ³ a ³		tʃ aˀ ³																														k a ³ t a ³					j a ³ a ³																							j a ³ a ³		j a ³ a ¹		j a ³ a ³	
222_sister																				ʃ u w e ʔ a																																																									t a ⁵ ʔ ã ¹ + β i ⁴ ʔ i ¹																																	
223_trousers	ts a ³ t u ³	ʃ a ³ t i ³	ʃ a t u	ʃ a t i		ʃ a t u	s a t u	ʃ a t i	t ĩ ʔ ĩ	ʃ a ³ t u ³	s a ts i	s a tʃ i	ts a ³ t u ¹	l o ⁵ o ¹	ʃ a ³ h t u ⁵¹	tʃ a t u	s a t i	tʃ o t o + tʃ a ʔ a	i t n̥ ĩ		ʃ i ³ ʈʂ o h ³²	ʃ e tʲ u	s a ³ t i ³		tʃ a t u		x a t u		tʃ a t u	s a ³ t i ³		s a t i		t i + tʃ a ʔ a		ʃ a ⁵ t u ⁵			ʒ a t u	ʂ e t u		t i + tʃ a ʔ a	ʃ a t i	ʃ a ³ h t u ⁵¹	ɕ a ³ t i ³	s a t i	tʃ i ³ ɾ o h ²	ʃ a h t u	ʒ e t u		ʃ a t i	ð õ ʔ n õ + kʷ i ʃ i		ʒ e t u	tʃ a t u	tʃ a t u			s a t u	kʲ u t u + tʃ a ʔ a		s a t u	s a ³ t i ¹	ʃ a t i	ð ɨ ʔ ɨ		t i + tʃ a ʔ a	s a t u + m ã ã	ʃ a t u	s õ n õ + k a ʔ a	s ũ n ũ + k a	k u t u + s a ʔ a		ʂ a t a	k u t u + tʃ a ʔ a						tʃ a ³ t u ¹	tʃ a t u	ð õ ʔ n õ + kʷ i ʃ ĩ	s a t i	s ã t u		tʃ a t u	k u t u + tʃ a ʔ a	s a t u	ʒ a ³ t u ³		ʃ a t i	ʂ a t u				ʃ e tʲ u	s a t u	x a ³ t u ¹	ʃ a t u	ʃ ḁ t u		ʃ a ³ t u ³	s a ³ t u ³		s a t u	ts a ³ t u ¹	s a t i		s a tʲ u
224_chicken																																			ʃ u + tʃ e ³²	tʃ + ũ ⁵ ũ ⁵									ⁿd u ³ ɕ i ⁵		tʃ u ³ + tʃ e ³²														tʃʲ + ũ ũ																																		tʃ + ũ ¹ ũ ¹	tʃ i ³ l i ³									ⁿd u ³ ʃ i ⁵		tʃ + ũ ¹ ũ ⁵			
225_thunder																																													t a ³ ɕ a ³																																																			k a ³ ʔ ⁿd i ³														
226_rat			t ĩ ĩ	tⁿ ĩ ĩ		t ĩ ⁵ ĩ ⁵	s i + t ĩ ĩ	t i + j o t o	t ɨ̃ ɲ ɨ̃		ʈʂ i + t ĩ ĩ	tʃ ĩ ĩ				t ɨ̃ ɲ ɨ̃	t i + ʒ o t o		l e k o	ʃ u + t u + g u i	ʃ u + t u ² + g u i ³¹	tʃ o t o	t i ¹ + j o ⁵ t o ¹	tʃ i + n ɨ̃ ɲ ɨ̃	t ĩ ɲ ĩ	tⁿ ĩ ɲ ĩ	tⁿ ĩ ɲ ĩ	n ɨ ⁵ ɲ ɨ ⁵	t ĩ ĩ		s i + tⁿ ĩ ĩ	t i + ʒ o t o					t i ʔ ĩ	tⁿ ĩ ɲ ĩ	tʃ i + n̥ n ɨ̃ ɲ ɨ̃			t ɨ̃ ɲ ɨ̃	t i + t ĩ ĩ		tʃ o k o	t i + j o t o		ts ĩ ĩ	tʃ ɨ + n ɨ̃ ɲ ɨ̃	tⁿ ĩ ɲ ĩ	t i + t ĩ ĩ	t ẽ ɲ ẽ	t ɨ̃ ³ ɲ ĩ ⁵	tʃ i + n ɨ̃ ɲ ɨ̃	t ĩ ɲ ĩ	t ĩ ɲ ĩ	t ĩ j̃ ĩ	ɾ i ⁿg i	tⁿ ĩ ĩ	t ɨ̃ ɲ ɨ̃		tⁿ ẽ ɲ ẽ	t i + ʒ o t o	tʲ ĩ ĩ	t ɨ̃ ɲ ɨ̃	tⁿ ɨ̃ ɲ ɨ̃	t ɨ̃ ɲ ɨ̃	tʃ i + tⁿ ĩ ĩ	tⁿ ĩ ĩ	t ɨ̃ ɲ ɨ̃	tⁿ ɨ ɲ ɨ	t ɨ̃ ɲ ɨ̃	t ĩ ɲ ĩ	s + tⁿ ĩ ĩ	t ɨ̃ ɲ ɨ̃	t ɨ ³ ɲ ɨ ⁵		t ɨ ¹ ɲ ɨ ¹	n ɨ̃ ɲ ɨ̃	t e ⁵ ʔ j a ⁵	ⁿd e ³ + t e ³ ʔ e ⁵	t ĩ ĩ ʔ	t ĩ ɲ ĩ	t i + ʒ o t o	ts i + t ĩ ĩ	t i + t ĩ ɲ ĩ	t ɨ̃ ɲ ɨ̃	t ɨ̃ ɲ ɨ̃	tʲ ĩ ĩ	t ĩ ¹ ɲ ɨ̃ ⁵	t ĩ ɲ ĩ	t i ¹ + t ĩ i ⁵	t ɨ + tⁿ ɨ̃ ɲ ɨ̃	n ɨ̃ ¹ ɲ ɨ̃ ⁵	tʃ o ¹ t o ³	tⁿ i ⁵ ɲ i ¹	tʃ o t o	s i + tⁿ ĩ ĩ		tʃ ĩ ĩ	t ĩ ĩ ʔ	s i + t ĩ ĩ		s i + tⁿ ĩ ĩ				t i ¹ + t ĩ ¹ ĩ ⁵	t i + ʉ o t o	ts i + t ĩ ĩ
227_clothes		t i ³ + k o ¹ t o ¹											s a ³ ʔ m a ¹⁵		tsʲ a ¹⁵ a ¹					k a ts i j											ð a ³ ʔ m ã ¹		ð a ¹ ʔ m ã ¹		s a ³ g ã ʔ ¹		s a ¹ ʔ m a ¹⁵				t i n u			tsʲ a ¹⁵ a ¹	tɕ i ³ + k o ¹ t o ¹								s a ³ ʔ m a ³					s a ³ ʔ m a ³			s a ʔ ũ		h a ¹ m a ¹													s a ¹ ʔ m a ¹						j a ʔ m a		ð a ³ ʔ m ã ¹																			s a ³ m a ⁵		t i ¹ + k o ¹ t o ¹					
228_zapoteblack														ⁿd o ³ k o ³				ⁿdʲ i + k o ʔ o		r e k o + ʈʂ ũ			ⁿd o ³ k o ⁵ + t o ¹ õ ⁵											tʲ i ³ tʲ a ³											ⁿd o ¹ k o ³ + t ũ ¹ ũ ⁵																																																																	
229_fathervocative		t a ³ t a ³																															u ¹ β a ⁵¹	tʲ a ³ tʲ a ⁵	a ³ t a h ¹												t a ³ t aˀ ⁴																																																						t a ³ t a ³									
22_allday																												ⁿd i ³ + a ⁵ k a ³		ⁿd i ³ β i ⁵				ⁿd u ³ β i ⁵																																																ⁿd u β i						ⁿd i ³ + j a ³ k a ⁵																						
234_sleepy																																													m a ¹ ʔ n a ⁵		nː e h ³																																																												m a ¹⁵ n a ¹			
236_loose			t a j a	t a j a	t a ʔ ʒ a	t a ʃ i	ð a j a	t a j a	n ã + t a j a		t a i	t a ʒ a		t a ³ ʔ ʒ a ³		t a j a	t a i	t a j a	t a ʒ a			n ĩ + t a j a		t a ʒ a	t a j a	t a j a		t a ʔ j a	t a j a			t a ʒ i	t a ʃ a	t a j a			t a j a	t a ʒ a	n ã + t a ʒ a	n ã + t a j a		t a j a	n a + j a j a		t a ʒ a	n ã + t a j a	ɾ u ¹ m i ¹	t a ʒ a	t a ʒ a	n ĩ + t a ʒ a	n ã + t a ʒ i	t a j a	t a ³ ʔ ʒ a ³	t a ʒ a	t a j a	t a j a	t a j a		t a ʒ a	t a j a				t a ʒ a	t a j a	ⁿd a + t a ʒ a	t a j a	n ã + tⁿ ã n ĩ	t a j a		t a j a	t a j a	t a j a	n ã + ð a j a	t a j a	t a j a		t ã ʒ ã		ⁿd ã n ũ	t a ³ j a ³	t a j a	t a j a	n ã + t e i	ð ã j a	t a j a	t a j a	t a j a	t a ʒ a	t a ³ ʒ a ³		t a ʒ a	t a ʒ a	n ã + t a ʒ a	t a ʔ ʒ a		t a ʒ a	ð a j a	t a ʒ a	t a ʒ a	t a j a	ð a j a		ð a j a	t a ³ j a ³	t a j a		t a ʒ a		ð a j a
237_mezzanine																						ʃ i t o																																																								ʃ i ⁵ t o ¹																										ʃ i ³ t o ⁵						
239_coffin																																																																																j a ¹ t u ¹								tʃ a t ũ																						
