ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Rahung-129_deaf-2-3,Rahung-129_deaf-2,kʰ+tʰyŋ_bi+jɔ_ʨʰiː+kʰan,11237,False,expert,,b i,,,3
Rahung-129_deaf-2-4,Rahung-129_deaf-2,kʰ+tʰyŋ_bi+jɔ_ʨʰiː+kʰan,11238,False,expert,,j ɔ,,,4
Rahung-129_deaf-2-5,Rahung-129_deaf-2,kʰ+tʰyŋ_bi+jɔ_ʨʰiː+kʰan,11239,False,expert,,ʨʰ iː,,,5
Rahung-129_deaf-2-6,Rahung-129_deaf-2,kʰ+tʰyŋ_bi+jɔ_ʨʰiː+kʰan,11240,False,expert,,kʰ a n,,,6
Khoina-130_deep-1-1,Khoina-130_deep-1,a+dʐyː,56,False,expert,,a,,,1
Khoina-130_deep-1-2,Khoina-130_deep-1,a+dʐyː,306,False,expert,,ɖʐ yː,,,2
Jerigaon-130_deep-1-1,Jerigaon-130_deep-1,a+ʥə+ryː,56,False,expert,,a,,,1
Jerigaon-130_deep-1-2,Jerigaon-130_deep-1,a+ʥə+ryː,306,False,expert,,dʑ r yː,,,2
Khoitam-130_deep-1-1,Khoitam-130_deep-1,a+ʥə+ryː,56,False,expert,,a,,,1
Khoitam-130_deep-1-2,Khoitam-130_deep-1,a+ʥə+ryː,306,False,expert,,dʑ r yː,,,2
Rahung-130_deep-1-1,Rahung-130_deep-1,ʥə+ryː,306,False,expert,,dʑ r yː,,,1
Rupa-130_deep-1-1,Rupa-130_deep-1,a+gyː,56,False,expert,,a,,,1
Rupa-130_deep-1-2,Rupa-130_deep-1,a+gyː,306,False,expert,,g yː,,,2
Shergaon-130_deep-1-1,Shergaon-130_deep-1,a+giː,56,False,expert,,a,,,1
Shergaon-130_deep-1-2,Shergaon-130_deep-1,a+giː,306,False,expert,,g iː,,,2
Duhumbi-595_deepfry-1-1,Duhumbi-595_deepfry-1,ʑɔw,381,False,expert,,ʑ ɔu,,,1
Duhumbi-596_deer-1-1,Duhumbi-596_deer-1,ɕa+wa,10531,False,expert,,ɕ a,,,1
Duhumbi-596_deer-1-2,Duhumbi-596_deer-1,ɕa+wa,10532,False,expert,,w a,,,2
Duhumbi-596_deer-2-1,Duhumbi-596_deer-2,ɕa+wa,11241,False,expert,,ɕ a,,,1
Duhumbi-596_deer-2-2,Duhumbi-596_deer-2,ɕa+wa,11242,False,expert,,w a,,,2
Khispi-131_deerbarking-1-1,Khispi-131_deerbarking-1,ɕi+ki,289,False,expert,,ʥ a ŋ,,,1
Khispi-131_deerbarking-1-2,Khispi-131_deerbarking-1,ɕi+ki,310,False,expert,,ɕ i,,,2
Khispi-131_deerbarking-1-3,Khispi-131_deerbarking-1,ɕi+ki,311,False,expert,,k i,,,3
Duhumbi-131_deerbarking-1-1,Duhumbi-131_deerbarking-1,ɕi+ki,298,False,expert,,ʥ a ŋ,,,1
Duhumbi-131_deerbarking-1-2,Duhumbi-131_deerbarking-1,ɕi+ki,310,False,expert,,ɕ i,,,2
Duhumbi-131_deerbarking-1-3,Duhumbi-131_deerbarking-1,ɕi+ki,311,False,expert,,k i,,,3
Khoina-131_deerbarking-1-1,Khoina-131_deerbarking-1,ʂ+tʂʰiː,310,False,expert,,ʂ -,,,1
Khoina-131_deerbarking-1-2,Khoina-131_deerbarking-1,ʂ+tʂʰiː,311,False,expert,,ʈʂʰ iː,,,2
Jerigaon-131_deerbarking-1-1,Jerigaon-131_deerbarking-1,siː,310,False,expert,,s iː,,,1
Khoitam-131_deerbarking-1-1,Khoitam-131_deerbarking-1,sə+kiː,310,False,expert,,s -,,,1
Khoitam-131_deerbarking-1-2,Khoitam-131_deerbarking-1,sə+kiː,311,False,expert,,k iː,,,2
Rahung-131_deerbarking-1-1,Rahung-131_deerbarking-1,s+kiː,310,False,expert,,s -,,,1
Rahung-131_deerbarking-1-2,Rahung-131_deerbarking-1,s+kiː,311,False,expert,,k~kʰ/k iː,,,2
Rupa-131_deerbarking-1-1,Rupa-131_deerbarking-1,skiː,310,False,expert,,s -,,,1
Rupa-131_deerbarking-1-2,Rupa-131_deerbarking-1,skiː,311,False,expert,,k iː,,,2
Shergaon-131_deerbarking-1-1,Shergaon-131_deerbarking-1,sə+kiː,310,False,expert,,s ə,,,1
Shergaon-131_deerbarking-1-2,Shergaon-131_deerbarking-1,sə+kiː,311,False,expert,,k iː,,,2
Khispi-132_deersambar-1-1,Khispi-132_deersambar-1,ɕa+ʥuŋ,312,False,expert,,ɕ a,,,1
Khispi-132_deersambar-1-2,Khispi-132_deersambar-1,ɕa+ʥuŋ,313,False,expert,,dʑ u ŋ,,,2
Khoina-132_deersambar-1-1,Khoina-132_deersambar-1,sy+ʣyk,312,False,expert,,s y,,,1
Khoina-132_deersambar-1-2,Khoina-132_deersambar-1,sy+ʣyk,313,False,expert,,dz y k,,,2
Khoitam-132_deersambar-1-1,Khoitam-132_deersambar-1,ʥə+zyk,312,False,expert,,dʑ ə,,,1
Khoitam-132_deersambar-1-2,Khoitam-132_deersambar-1,ʥə+zyk,313,False,expert,,z y k,,,2
Rupa-132_deersambar-1-1,Rupa-132_deersambar-1,zyk,313,False,expert,,z y k,,,1
Duhumbi-133_defeatvi-1-1,Duhumbi-133_defeatvi-1,pʰam,314,False,expert,,pʰ a m,,,1
Khoitam-133_defeatvi-1-1,Khoitam-133_defeatvi-1,pʰũː,314,False,expert,,pʰ ũː (ŋ)/ŋ,,,1
Rahung-133_defeatvi-1-1,Rahung-133_defeatvi-1,pʰũː,314,False,expert,,pʰ ũː (ŋ)/ŋ,,,1
Khispi-134_deityghost-1-1,Khispi-134_deityghost-1,la,315,False,expert,,l~ɬ/l a,,,1
Duhumbi-134_deityghost-1-1,Duhumbi-134_deityghost-1,la,315,False,expert,,l~ɬ/l a,,,1
Khoina-134_deityghost-1-1,Khoina-134_deityghost-1,mə+hɔː,316,False,expert,,m ə,,,1
Khoina-134_deityghost-1-2,Khoina-134_deityghost-1,mə+hɔː,315,False,expert,,h ɔː,,,2
Khoitam-134_deityghost-1-1,Khoitam-134_deityghost-1,mə+lɔː,316,False,expert,,m ə,,,1
Khoitam-134_deityghost-1-2,Khoitam-134_deityghost-1,mə+lɔː,315,False,expert,,l ɔː,,,2
Rahung-134_deityghost-1-1,Rahung-134_deityghost-1,mə+loː,316,False,expert,,m ə,,,1
Rahung-134_deityghost-1-2,Rahung-134_deityghost-1,mə+loː,315,False,expert,,l oː,,,2
Rupa-134_deityghost-1-1,Rupa-134_deityghost-1,loː,315,False,expert,,l oː,,,1
Khispi-135_descend-1-1,Khispi-135_descend-1,ju,318,False,expert,,j u,,,1
Duhumbi-135_descend-1-1,Duhumbi-135_descend-1,ju,318,False,expert,,j u,,,1
Khoina-135_descend-1-1,Khoina-135_descend-1,jyː,318,False,expert,,j yː,,,1
Khoitam-135_descend-1-1,Khoitam-135_descend-1,jyː,318,False,expert,,j yː,,,1
Rahung-135_descend-1-1,Rahung-135_descend-1,jyː,318,False,expert,,j yː,,,1
Rupa-135_descend-1-1,Rupa-135_descend-1,jyː,318,False,expert,,j yː,,,1
Duhumbi-597_dewdrops-1-1,Duhumbi-597_dewdrops-1,nur,798,False,expert,,n u r,,,1
Khispi-136_die-1-1,Khispi-136_die-1,i,319,False,expert,,i,,,1
Duhumbi-136_die-1-1,Duhumbi-136_die-1,i,319,False,expert,,i,,,1
Khoina-136_die-1-1,Khoina-136_die-1,iː,319,False,expert,,iː,,,1
Jerigaon-136_die-1-1,Jerigaon-136_die-1,iː,319,False,expert,,iː,,,1
Khoitam-136_die-1-1,Khoitam-136_die-1,iː,319,False,expert,,iː,,,1
Rahung-136_die-1-1,Rahung-136_die-1,iː,319,False,expert,,iː,,,1
Rupa-136_die-1-1,Rupa-136_die-1,iː,319,False,expert,,iː,,,1
Shergaon-136_die-1-1,Shergaon-136_die-1,iː,319,False,expert,,iː,,,1
Khispi-137_dig-1-1,Khispi-137_dig-1,jɔk,320,False,expert,,j ɔ k,,,1
Duhumbi-137_dig-1-1,Duhumbi-137_dig-1,jɔk,320,False,expert,,j ɔ k,,,1
Jerigaon-137_dig-1-1,Jerigaon-137_dig-1,jɔk,320,False,expert,,j ɔ k,,,1
Rahung-137_dig-1-1,Rahung-137_dig-1,jɔk,320,False,expert,,j ɔ k,,,1
Rupa-137_dig-1-1,Rupa-137_dig-1,wɔk,320,False,expert,,w ɔ k,,,1
Khoina-138_dirty-1-1,Khoina-138_dirty-1,a+ʐɛʔ,56,False,expert,,a,,,1
Khoina-138_dirty-1-2,Khoina-138_dirty-1,a+ʐɛʔ,321,False,expert,,ʐ ɛ ʔ,,,2
Jerigaon-138_dirty-1-1,Jerigaon-138_dirty-1,a+zɛʔ,56,False,expert,,a,,,1
Jerigaon-138_dirty-1-2,Jerigaon-138_dirty-1,a+zɛʔ,321,False,expert,,z ɛ ʔ,,,2
Khoitam-138_dirty-1-1,Khoitam-138_dirty-1,a+zɛʔ,56,False,expert,,a,,,1
Khoitam-138_dirty-1-2,Khoitam-138_dirty-1,a+zɛʔ,321,False,expert,,z ɛ ʔ,,,2
Rahung-138_dirty-1-1,Rahung-138_dirty-1,a+zɛʔ,56,False,expert,,a,,,1
Rahung-138_dirty-1-2,Rahung-138_dirty-1,a+zɛʔ,321,False,expert,,z ɛ ʔ,,,2
Rupa-138_dirty-1-1,Rupa-138_dirty-1,zat+mi,321,False,expert,,z a t,,,1
Rupa-138_dirty-1-2,Rupa-138_dirty-1,zat+mi,323,False,expert,,m i,,,2
Shergaon-138_dirty-1-1,Shergaon-138_dirty-1,zap+tɛŋ,321,False,expert,,z a p,,,1
Shergaon-138_dirty-1-2,Shergaon-138_dirty-1,zap+tɛŋ,10001,False,expert,,t ɛ ŋ,,,2
Khispi-138_dirty-1-1,Khispi-138_dirty-1,jɛs+ʨik+pa,10533,False,expert,,j ɛ s,,,1
Khispi-138_dirty-1-2,Khispi-138_dirty-1,jɛs+ʨik+pa,10534,False,expert,,ʨ i k,,,2
Khispi-138_dirty-1-3,Khispi-138_dirty-1,jɛs+ʨik+pa,10535,False,expert,,p a,,,3
Duhumbi-138_dirty-1-1,Duhumbi-138_dirty-1,jɛs+ʨik+pa,10536,False,expert,,j ɛ s,,,1
Duhumbi-138_dirty-1-2,Duhumbi-138_dirty-1,jɛs+ʨik+pa,10537,False,expert,,ʨ i k,,,2
Duhumbi-138_dirty-1-3,Duhumbi-138_dirty-1,jɛs+ʨik+pa,10538,False,expert,,p a,,,3
Khispi-138_dirty-2-1,Khispi-138_dirty-2,jɛs+ʨik+pa,11243,False,expert,,j ɛ s,,,1
Khispi-138_dirty-2-2,Khispi-138_dirty-2,jɛs+ʨik+pa,11244,False,expert,,ʨ i k,,,2
Khispi-138_dirty-2-3,Khispi-138_dirty-2,jɛs+ʨik+pa,11245,False,expert,,p a,,,3
Duhumbi-138_dirty-2-1,Duhumbi-138_dirty-2,jɛs+ʨik+pa,11246,False,expert,,j ɛ s,,,1
Duhumbi-138_dirty-2-2,Duhumbi-138_dirty-2,jɛs+ʨik+pa,11247,False,expert,,ʨ i k,,,2
Duhumbi-138_dirty-2-3,Duhumbi-138_dirty-2,jɛs+ʨik+pa,11248,False,expert,,p a,,,3
Khoina-139_disease-1-1,Khoina-139_disease-1,ruŋ,300,False,expert,,k u,,,1
Khoina-139_disease-1-2,Khoina-139_disease-1,ruŋ,324,False,expert,,r u ŋ,,,2
Jerigaon-139_disease-1-1,Jerigaon-139_disease-1,nuŋ,324,False,expert,,n u ŋ,,,1
Khoitam-139_disease-1-1,Khoitam-139_disease-1,nuŋ,324,False,expert,,n u ŋ,,,1
Rahung-139_disease-1-1,Rahung-139_disease-1,nuŋ,324,False,expert,,n u ŋ,,,1
Rupa-139_disease-1-1,Rupa-139_disease-1,nuŋ,324,False,expert,,n u ŋ,,,1
Khispi-139_disease-1-1,Khispi-139_disease-1,na+ʦʰa,10539,False,expert,,n a,,,1
Khispi-139_disease-1-2,Khispi-139_disease-1,na+ʦʰa,10540,False,expert,,tsʰ a,,,2
Duhumbi-139_disease-1-1,Duhumbi-139_disease-1,na+ʦʰa,10541,False,expert,,n a,,,1
Duhumbi-139_disease-1-2,Duhumbi-139_disease-1,na+ʦʰa,10542,False,expert,,tsʰ a,,,2
Khispi-139_disease-2-1,Khispi-139_disease-2,na+ʦʰa,11249,False,expert,,n a,,,1
Khispi-139_disease-2-2,Khispi-139_disease-2,na+ʦʰa,11250,False,expert,,tsʰ a,,,2
Duhumbi-139_disease-2-1,Duhumbi-139_disease-2,na+ʦʰa,11251,False,expert,,n a,,,1
Duhumbi-139_disease-2-2,Duhumbi-139_disease-2,na+ʦʰa,11252,False,expert,,tsʰ a,,,2
Khispi-140_do-1-1,Khispi-140_do-1,li,325,False,expert,,l i,,,1
Duhumbi-140_do-1-1,Duhumbi-140_do-1,le,325,False,expert,,l e,,,1
Khoina-140_do-1-1,Khoina-140_do-1,ra,325,False,expert,,r a,,,1
Jerigaon-140_do-1-1,Jerigaon-140_do-1,ra,325,False,expert,,r a~ɛ/ɛ,,,1
Khoitam-140_do-1-1,Khoitam-140_do-1,rɛ,325,False,expert,,r ɛ,,,1
Rahung-140_do-1-1,Rahung-140_do-1,ra,325,False,expert,,r a~ɛ/ɛ,,,1
Rupa-140_do-1-1,Rupa-140_do-1,ra,325,False,expert,,r a,,,1
Shergaon-140_do-1-1,Shergaon-140_do-1,ra,325,False,expert,,r a,,,1
Khispi-141_dog-1-1,Khispi-141_dog-1,wa+tʰi,423,False,expert,,w a,,,1
Khispi-141_dog-1-2,Khispi-141_dog-1,wa+tʰi,327,False,expert,,tʰ i,,,2
Duhumbi-141_dog-1-1,Duhumbi-141_dog-1,wa+tʰi,423,False,expert,,w a,,,1
Duhumbi-141_dog-1-2,Duhumbi-141_dog-1,wa+tʰi,327,False,expert,,tʰ i,,,2
Khoina-141_dog-1-1,Khoina-141_dog-1,bə+tʰaː,219,False,expert,,b ə,,,1
Khoina-141_dog-1-2,Khoina-141_dog-1,bə+tʰaː,327,False,expert,,tʰ aː,,,2
Jerigaon-141_dog-1-1,Jerigaon-141_dog-1,pʰ+tʰɛː,219,False,expert,,pʰ -,,,1
Jerigaon-141_dog-1-2,Jerigaon-141_dog-1,pʰ+tʰɛː,327,False,expert,,tʰ ɛː,,,2
Khoitam-141_dog-1-1,Khoitam-141_dog-1,pʰ+tʰɛː,219,False,expert,,pʰ -,,,1
Khoitam-141_dog-1-2,Khoitam-141_dog-1,pʰ+tʰɛː,327,False,expert,,tʰ ɛː,,,2
Rahung-141_dog-1-1,Rahung-141_dog-1,pʰ+tʰɛː,219,False,expert,,pʰ -,,,1
Rahung-141_dog-1-2,Rahung-141_dog-1,pʰ+tʰɛː,327,False,expert,,tʰ ɛː,,,2
Rupa-141_dog-1-1,Rupa-141_dog-1,bə+tʰaː,219,False,expert,,b ə,,,1
Rupa-141_dog-1-2,Rupa-141_dog-1,bə+tʰaː,327,False,expert,,tʰ aː,,,2
Shergaon-141_dog-1-1,Shergaon-141_dog-1,pʰ+tʰaː,219,False,expert,,pʰ -,,,1
Shergaon-141_dog-1-2,Shergaon-141_dog-1,pʰ+tʰaː,327,False,expert,,tʰ aː,,,2
Khoina-142_dogwild-1-1,Khoina-142_dogwild-1,ʦʰɔ̃ː,556,False,expert,,d ə,,,1
Khoina-142_dogwild-1-2,Khoina-142_dogwild-1,ʦʰɔ̃ː,330,False,expert,,tsʰ ɔ̃ː -,,,2
Jerigaon-142_dogwild-1-1,Jerigaon-142_dogwild-1,sɔː,330,False,expert,,s ɔː -,,,1
Rahung-142_dogwild-1-1,Rahung-142_dogwild-1,ʦə+sɔm,641,False,expert,,ts ə,,,1
Rahung-142_dogwild-1-2,Rahung-142_dogwild-1,ʦə+sɔm,330,False,expert,,s ɔ m,,,2
Rupa-142_dogwild-1-1,Rupa-142_dogwild-1,saw,330,False,expert,,s au -,,,1
Shergaon-142_dogwild-1-1,Shergaon-142_dogwild-1,saw,330,False,expert,,s au -,,,1
Khispi-142_dogwild-1-1,Khispi-142_dogwild-1,nam+ka_dak+pu,10543,False,expert,,n a m,,,1
Khispi-142_dogwild-1-2,Khispi-142_dogwild-1,nam+ka_dak+pu,10544,False,expert,,k a,,,2
Khispi-142_dogwild-1-3,Khispi-142_dogwild-1,nam+ka_dak+pu,10545,False,expert,,d a k,,,3
Khispi-142_dogwild-1-4,Khispi-142_dogwild-1,nam+ka_dak+pu,10546,False,expert,,p u,,,4
Duhumbi-142_dogwild-1-1,Duhumbi-142_dogwild-1,nam+ka_dak+pu,10547,False,expert,,n a m,,,1
Duhumbi-142_dogwild-1-2,Duhumbi-142_dogwild-1,nam+ka_dak+pu,10548,False,expert,,k a,,,2
Duhumbi-142_dogwild-1-3,Duhumbi-142_dogwild-1,nam+ka_dak+pu,10549,False,expert,,d a k,,,3
Duhumbi-142_dogwild-1-4,Duhumbi-142_dogwild-1,nam+ka_dak+pu,10550,False,expert,,p u,,,4
Khispi-142_dogwild-2-1,Khispi-142_dogwild-2,nam+ka_dak+pu,11253,False,expert,,n a m,,,1
Khispi-142_dogwild-2-2,Khispi-142_dogwild-2,nam+ka_dak+pu,11254,False,expert,,k a,,,2
Khispi-142_dogwild-2-3,Khispi-142_dogwild-2,nam+ka_dak+pu,11255,False,expert,,d a k,,,3
Khispi-142_dogwild-2-4,Khispi-142_dogwild-2,nam+ka_dak+pu,11256,False,expert,,p u,,,4
Duhumbi-142_dogwild-2-1,Duhumbi-142_dogwild-2,nam+ka_dak+pu,11257,False,expert,,n a m,,,1
Duhumbi-142_dogwild-2-2,Duhumbi-142_dogwild-2,nam+ka_dak+pu,11258,False,expert,,k a,,,2
Duhumbi-142_dogwild-2-3,Duhumbi-142_dogwild-2,nam+ka_dak+pu,11259,False,expert,,d a k,,,3
Duhumbi-142_dogwild-2-4,Duhumbi-142_dogwild-2,nam+ka_dak+pu,11260,False,expert,,p u,,,4
Khispi-143_door-1-1,Khispi-143_door-1,ku,331,False,expert,,k u,,,1
Duhumbi-143_door-1-1,Duhumbi-143_door-1,kɔː,331,False,expert,,k ɔː,,,1
Khoina-143_door-1-1,Khoina-143_door-1,kɔː,331,False,expert,,k ɔː,,,1
Jerigaon-143_door-1-1,Jerigaon-143_door-1,kɔː,331,False,expert,,k ɔː,,,1
Khoitam-143_door-1-1,Khoitam-143_door-1,kɔː,331,False,expert,,k ɔː,,,1
Rahung-143_door-1-1,Rahung-143_door-1,koː,331,False,expert,,k oː,,,1
Rupa-143_door-1-1,Rupa-143_door-1,kaw,331,False,expert,,k au,,,1
Shergaon-143_door-1-1,Shergaon-143_door-1,kaw,331,False,expert,,k au,,,1
Khispi-144_down-1-1,Khispi-144_down-1,be,332,False,expert,,b e,,,1
Duhumbi-144_down-1-1,Duhumbi-144_down-1,be,332,False,expert,,b e,,,1
Khoina-144_down-1-1,Khoina-144_down-1,buː,332,False,expert,,b uː,,,1
Khoina-144_down-1-2,Khoina-144_down-1,buː,647,False,expert,,r ɔ,,,2
Jerigaon-144_down-1-1,Jerigaon-144_down-1,buː,332,False,expert,,b uː,,,1
Jerigaon-144_down-1-2,Jerigaon-144_down-1,buː,642,False,expert,,t ɛ n,,,2
Khoitam-144_down-1-1,Khoitam-144_down-1,buː,332,False,expert,,b uː,,,1
Khoitam-144_down-1-2,Khoitam-144_down-1,buː,647,False,expert,,r ɔ,,,2
Rupa-144_down-1-1,Rupa-144_down-1,buː,332,False,expert,,b uː,,,1
Rupa-144_down-1-2,Rupa-144_down-1,buː,642,False,expert,,t ɔ -,,,2
Shergaon-144_down-1-1,Shergaon-144_down-1,buː,332,False,expert,,b uː,,,1
Shergaon-144_down-1-2,Shergaon-144_down-1,buː,642,False,expert,,t ɔ -,,,2
Khispi-144_down-2-1,Khispi-144_down-2,bja,10607,False,expert,,b j a,,,1
Khispi-144_down-3-1,Khispi-144_down-3,bja,11317,False,expert,,b j a,,,1
Khispi-145_downvisible-1-1,Khispi-145_downvisible-1,kʰaj,333,False,expert,,kʰ ai,,,1
Duhumbi-145_downvisible-1-1,Duhumbi-145_downvisible-1,kʰe,333,False,expert,,kʰ e,,,1
Khoitam-145_downvisible-1-1,Khoitam-145_downvisible-1,kʰwa,333,False,expert,,kʰ w a,,,1
Rahung-145_downvisible-1-1,Rahung-145_downvisible-1,kʰa,333,False,expert,,kʰ a,,,1
Khispi-145_downvisible-2-1,Khispi-145_downvisible-2,kʰja,10608,False,expert,,kʰ j a,,,1
Duhumbi-145_downvisible-2-1,Duhumbi-145_downvisible-2,kʰja,10609,False,expert,,kʰ j a,,,1
Khispi-145_downvisible-3-1,Khispi-145_downvisible-3,kʰja,11318,False,expert,,kʰ j a,,,1
Duhumbi-145_downvisible-3-1,Duhumbi-145_downvisible-3,kʰja,11319,False,expert,,kʰ j a,,,1
Khoina-577_dragon-1-1,Khoina-577_dragon-1,nə+ʦʰaː,335,False,expert,,n ə -,,,1
Khoina-577_dragon-1-2,Khoina-577_dragon-1,nə+ʦʰaː,334,False,expert,,tsʰ aː,,,2
Rahung-577_dragon-1-1,Rahung-577_dragon-1,nam+ʨʰə+rɛː,335,False,expert,,n a m,,,1
Rahung-577_dragon-1-2,Rahung-577_dragon-1,nam+ʨʰə+rɛː,334,False,expert,,tɕʰ ə,,,2
Rahung-577_dragon-1-3,Rahung-577_dragon-1,nam+ʨʰə+rɛː,336,False,expert,,r ɛː,,,3
Khispi-577_dragon-1-1,Khispi-577_dragon-1,buk,10551,False,expert,,b u k,,,1
Duhumbi-577_dragon-1-1,Duhumbi-577_dragon-1,bruk,10552,False,expert,,b r u k,,,1
Khispi-577_dragon-2-1,Khispi-577_dragon-2,buk,11261,False,expert,,b u k,,,1
Duhumbi-577_dragon-2-1,Duhumbi-577_dragon-2,bruk,11262,False,expert,,b r u k,,,1
Khispi-147_dreamn-1-1,Khispi-147_dreamn-1,bɛŋ,337,False,expert,,b ɛ ŋ,,,1
Khispi-147_dreamn-1-2,Khispi-147_dreamn-1,bɛŋ,653,False,expert,,kʰ a n,,,2
Duhumbi-147_dreamn-1-1,Duhumbi-147_dreamn-1,bjɛŋ,337,False,expert,,b j ɛ ŋ,,,1
Duhumbi-147_dreamn-1-2,Duhumbi-147_dreamn-1,bjɛŋ,653,False,expert,,kʰ a n,,,2
Khoina-147_dreamn-1-1,Khoina-147_dreamn-1,bɛn,337,False,expert,,b ɛ n,,,1
Jerigaon-147_dreamn-1-1,Jerigaon-147_dreamn-1,bɛn,337,False,expert,,b ɛ n,,,1
Khoitam-147_dreamn-1-1,Khoitam-147_dreamn-1,ban,337,False,expert,,b a n,,,1
Rahung-147_dreamn-1-1,Rahung-147_dreamn-1,ban,337,False,expert,,b a~ɛ/a n,,,1
Rupa-147_dreamn-1-1,Rupa-147_dreamn-1,ban,337,False,expert,,b a n,,,1
Shergaon-147_dreamn-1-1,Shergaon-147_dreamn-1,ban,337,False,expert,,b a n,,,1
Khispi-148_drink-1-1,Khispi-148_drink-1,ɲiŋ,338,False,expert,,ɲ i~u/i ŋ,,,1
Duhumbi-148_drink-1-1,Duhumbi-148_drink-1,ɲiŋ,338,False,expert,,ɲ i~u/i ŋ,,,1
Khoina-148_drink-1-1,Khoina-148_drink-1,lyŋ,338,False,expert,,l y ŋ,,,1
Jerigaon-148_drink-1-1,Jerigaon-148_drink-1,liŋ,338,False,expert,,l i ŋ,,,1
Khoitam-148_drink-1-1,Khoitam-148_drink-1,liŋ,338,False,expert,,l i ŋ,,,1
Rahung-148_drink-1-1,Rahung-148_drink-1,liŋ,338,False,expert,,l i ŋ,,,1
Rupa-148_drink-1-1,Rupa-148_drink-1,liŋ,338,False,expert,,l i ŋ,,,1
Shergaon-148_drink-1-1,Shergaon-148_drink-1,iŋ,338,False,expert,,- i ŋ,,,1
Khispi-149_dryadj-1-1,Khispi-149_dryadj-1,wal,342,False,expert,,ɔ -,,,1
Khispi-149_dryadj-1-2,Khispi-149_dryadj-1,wal,569,False,expert,,w -,,,2
Khispi-149_dryadj-1-3,Khispi-149_dryadj-1,wal,339,False,expert,,a l,,,3
Duhumbi-149_dryadj-1-1,Duhumbi-149_dryadj-1,wa+aɹ,569,False,expert,,w a,,,1
Duhumbi-149_dryadj-1-2,Duhumbi-149_dryadj-1,wa+aɹ,339,False,expert,,a ɹ,,,2
Khoina-149_dryadj-1-1,Khoina-149_dryadj-1,ɔ+ɐ̃ː,342,False,expert,,ɔ -,,,1
Khoina-149_dryadj-1-2,Khoina-149_dryadj-1,ɔ+ɐ̃ː,339,False,expert,,ɐ̃ː -,,,2
Jerigaon-149_dryadj-1-1,Jerigaon-149_dryadj-1,yk+ɐ̃ː,342,False,expert,,y k,,,1
Jerigaon-149_dryadj-1-2,Jerigaon-149_dryadj-1,yk+ɐ̃ː,339,False,expert,,ɐ̃ː -,,,2
Khoitam-149_dryadj-1-1,Khoitam-149_dryadj-1,yk+ɔ̃ː,342,False,expert,,y k,,,1
Khoitam-149_dryadj-1-2,Khoitam-149_dryadj-1,yk+ɔ̃ː,339,False,expert,,ɔ̃ː -,,,2
Rahung-149_dryadj-1-1,Rahung-149_dryadj-1,ɔ+ɔ̃ː,342,False,expert,,ɔ -,,,1
Rahung-149_dryadj-1-2,Rahung-149_dryadj-1,ɔ+ɔ̃ː,339,False,expert,,ɔ̃ː -,,,2
Rupa-149_dryadj-1-1,Rupa-149_dryadj-1,ɔ+ɔ̃ː,342,False,expert,,ɔ -,,,1
Rupa-149_dryadj-1-2,Rupa-149_dryadj-1,ɔ+ɔ̃ː,339,False,expert,,ɔ̃ː -,,,2
Shergaon-149_dryadj-1-1,Shergaon-149_dryadj-1,ɔ+ɔ̃ː,342,False,expert,,ɔ -,,,1
Shergaon-149_dryadj-1-2,Shergaon-149_dryadj-1,ɔ+ɔ̃ː,339,False,expert,,ɔ̃ː -,,,2
Khispi-150_drydryupvi-1-1,Khispi-150_drydryupvi-1,al,339,False,expert,,a l,,,1
Duhumbi-150_drydryupvi-1-1,Duhumbi-150_drydryupvi-1,aɹ,339,False,expert,,a ɹ,,,1
Jerigaon-150_drydryupvi-1-1,Jerigaon-150_drydryupvi-1,ɐ̃ː,339,False,expert,,ɐ̃ː -,,,1
Rupa-150_drydryupvi-1-1,Rupa-150_drydryupvi-1,ɔ̃ː,339,False,expert,,ɔ̃ː -,,,1
Khispi-151_dual-1-1,Khispi-151_dual-1,+ziŋ,345,False,expert,,z i ŋ,,,1
Duhumbi-151_dual-1-1,Duhumbi-151_dual-1,+ziŋ,345,False,expert,,z i ŋ,,,1
Rahung-151_dual-1-1,Rahung-151_dual-1,+zik,345,False,expert,,z i k,,,1
Rupa-151_dual-1-1,Rupa-151_dual-1,+ziŋ,345,False,expert,,z i ŋ,,,1
Shergaon-151_dual-1-1,Shergaon-151_dual-1,+ziŋ,345,False,expert,,z i ŋ,,,1
Khoina-151_dual-1-1,Khoina-151_dual-1,nyk,10566,False,expert,,n y k,,,1
Jerigaon-151_dual-1-1,Jerigaon-151_dual-1,nik,10567,False,expert,,n i k,,,1
Khoitam-151_dual-1-1,Khoitam-151_dual-1,nik,10568,False,expert,,n i k,,,1
Khoina-151_dual-2-1,Khoina-151_dual-2,nyk,11276,False,expert,,n y k,,,1
Jerigaon-151_dual-2-1,Jerigaon-151_dual-2,nik,11277,False,expert,,n i k,,,1
Khoitam-151_dual-2-1,Khoitam-151_dual-2,nik,11278,False,expert,,n i k,,,1
Khispi-152_eaglebuzzard-1-1,Khispi-152_eaglebuzzard-1,ha+ʦum,348,False,expert,,h a,,,1
Khispi-152_eaglebuzzard-1-2,Khispi-152_eaglebuzzard-1,ha+ʦum,346,False,expert,,ts u m,,,2
