Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
71_say		d ɨə l ʔ	p ə m a	l a ʔ	s ũ/u	t ə b ɛ ʔ N/⁵	p a j	p i o T/¹⁵ ³¹	r ɔ + ɔ v	ph/pʰ u t C/³	r e n B/²	ɲ a j		ɲ ua	g r ai	s p oi ʔ			p o j ʔ	h ə t e h	d o j	p a p ⁵⁵		h ɛ t	p ə ŋ + s ɛ ŋ	t a dʑ a w ʔ	t ə t a dʒʰ	ʔ m a ŋ	g a t a	ɲ j ɛ j	p o j ʔ	ʔ d e h	p a p i	k l a w E/⁵	m â/a n	s ɛ m a ŋ	β ə w ³³ˀ/³³	p a p ⁵³	ʔ u p ³⁵	k a j ɔ m	o ŋ	ʔ i ʔ ⁵³	s r ə ṭ/ʈ i	s r o ʔ	s ə n ɔ h	m e n	w a w	s o l N/⁵	v a w ³⁵	s a j	ɲ au ³³	ŋ ə j	ŋ a j	ŋ ə j	ph/pʰ a j	ph/pʰ a j	t ə ʔ b ɛ ʔ	ʔ i n ³³	l a ʔ ¹	l y ⁵¹	k r ɛi ⁵⁵	t ɔ n	h ui m	m e n	kh/kʰ e ⁴	ŋ ɛ́/ɛ	w o	k ə r l ɛ w	ʔ m a ŋ	ph/pʰ u t ²	r ua j	m a ŋ	p i	l i ³³		ḍ/ɖ ə́/ə w	s u n	t m a j	l a w ⁴²	l a ʔ ³¹	c/ts ɔ k	p o j ʔ T/¹⁵	c/ts o l ³	d â/a h ⁵¹	l i c A/¹	m e n	t oi T/¹⁵	p d e r	c/ts a k o p	p ə ŋ j ɔ ŋ	k r ia k ⁵¹	k u b ɨ l	g a m	ʔ d ə s	s ə ŋ əi	s o l C/³	p i	s j ə	t u h	k ə k a p	v au ʔ B/²	k a ɲ a w ³	p o ³⁴ ʔ	t a + b ô/o ʔ	ɲ a w ⁴⁵	ə t ɛ h	n ó/o i	k r ai B/²	ʔ a p ¹³
72_see	t a ɨ	c/ts ɨ̂/ɨ ŋ	ʔ b o h	m e h + ɲ i	j u		h ɨ m T/¹⁵	j ə ³¹	m ɨ k	th/tʰ a ŋ C/³	t a ŋ B/²	s a j	c/ts o ³¹	k a h	j ɨ	h l ɔ ʔ	j o ³¹	j o ʔ ²	h l ɔ ʔ	k e	h n ɔ ʔ	m ɔ ŋ ³³ + l ɔ m ³³	m u h	t a nd/ⁿd e ʔ	ʔ ɛ l	t a l ³³	t au T/¹⁵	t a w	dʑ o	kh/kʰ ə ɲ	h l ɔ ʔ	l a ŋ	b ə n + l ə j	t a ŋ C/³	l ʌ j	n a m p a ʔ	c/ts ɨ ŋ ³³	l ɔ m ³¹	ɲ ɨ ³⁵	j ɔ	i o h	l a m ⁵¹	gh/gʰ aə ɲ	g u ɲ	h l ɔ ʔ	d o ʔ	d iə	ph/pʰ ə ʔ B/²	d iə ³¹		d a m ³³	s aə	s a j	s ɔ	s u	S/ʃ o	h ə m	ṭ/ʈ o k ³⁵	j u ʔ ²	d ɔ ŋ ⁵¹ + v i n ⁵¹	j ɔ ⁵¹	m ʌ c/ts	ɲ a t	l e l	k iə ⁴	h é/e w	s iə	c/ts ɨ k	t ə	kh/kʰ ə m a j ²	h ɔ m	t a ɨ	h o m L/⁵⁵	l u ¹¹	j ə u ⁵¹	l ɔ ʔ	g i ʔ	m u h	n a m ²⁴	nʰ ɔ k ³¹	m e c/ts	h l o ʔ T/¹⁵	c/ts ɨ ŋ ¹	t ə h ⁵¹ + c ɔ ⁵⁵	t a ŋ A/¹	ɲ e l	h l ɔ L/⁵⁵	n ɛ ŋ	ʔ j e	c/ts ɛ n	j ou ³	h ɨ m	g i dʑ	s e n	s au	h ɔ m A/¹	a k a h	t a ɨ	n ɛ h	h a j + p u p	n a h	n ɛ h ¹	th/tʰ əi ³⁴³ˀ/³⁴³	h ʌ m	d a m ⁴⁵	t ə j	th/tʰ ấ/a y	j au ʔ B/²	ŋ ei ³³ + j u ³³
73_seed	k l ə m + n t a m	ɲ c è/e h	g a r	ʔ ua n	l i k i	k l â/a ŋ N/⁵	k l â/a ŋ	m ou ³³	k u + l ɨ l	ch/tsʰ a k A/¹	ch/tsʰ a k A/¹	ŋ g r a p	h ɛ c ³¹ + c â/a ŋ ²⁴	k ə l ɔ ŋ	s ə m a r	k l uo ŋ	ʔ a ŋ ⁵¹	h m a ²	h n w a ŋ + dʑ e k	g a r	k l oa ŋ	s a ³³ + m a l ³³	k l û/u ŋ	h u l a s	m i t + ʔʰ ə j	c/ts u ʔ ³⁵ + n ɔ k ³¹	k l ɔ ŋ T/¹⁵	h ŋ k u ŋ	e dʑ a ŋ	k r ɨə p	nʒ/ⁿdʑ ɛ k	ŋ kh/kʰ ɔ r	k ə l ɔ ŋ + ʔ ə m a		k a l â/a ŋ	m e t	k a z a ŋ ³³ˀ/³³	tɕ ə ¹¹	p l ɛ ³³ + c ɨ ɔ ³¹		s y n b ai	tɕ ə ³¹	g r a p	k l ɔ ŋ	k a n u k + ʔ a c a p			k l â/a ŋ N/⁵	s ə m a l ³⁵	k ə l ɔ ŋ	c/ts ɔ o ŋ ²⁴	g a r	g r a p + nd/ⁿd i l	g a r	ʔ g a r + m ɛ h	g a r + s ə t i l	k l ɔ ŋ	h a t ⁵³	nʰ oi ³⁵	p l i ³⁵	s i ⁵⁵ + m a ⁵¹	p l e ʔ	m a	h i t a	h o t ⁵	o + k ö/o ŋ + h a r e	k l ɔ ŋ	k a l ɔ ŋ	kh/kʰ ɨə ŋ + d ɔ ʔ	k l ɔ ŋ	s a k	ŋ k u ŋ	mm/mː a	tʃ ə n ⁵⁵ + c a k ³¹	tʃʰ a k ³¹	k l ɔa k + nd/ⁿd ɛ ʔ	m o n z i	k l o ŋ	h ɛ k ²¹	k u ³³ + tɕ ə ʔ ³¹	ph/pʰ r a n + s a ʔ	g a r T/¹⁵	k a dʑ a ŋ ³	k ə ⁵⁵ + a ŋ ⁴¹²	m e t A/³⁴ + c/tsʰ a n a k A/¹	i t a	k l oa ŋ T/¹⁵	s i p	b ə n i h	m a t	s a ³¹ + m a ⁵¹	k l ɔ ŋ	a b a j	g a r	g r a p	k l ɔ ŋ C/³	k ə ɭ ɔ ŋ + m a	l ɔ ŋ	m a d	g a r	h a ʔ l ɔ ʔ B/²	kh/kʰ a l ɔ ŋ ³	h o t ³⁴ + c o ŋ ³⁴	â/a k	h ɛ c ²¹²	k l ɔ ŋ + t ie l	h a t	s ə m ɛ B/²	m a ŋ ³¹ + w u ¹³ + m a
74_sit	t ə ʔ o j	ŋ ù/u ə j	ʔ uə j	ɲ i ɔ ʔ	l e ʔ	t ə k u B/²	t a k u	ɲ a ³³	u c/ts	k ɨ j A/¹	k ə j A/¹	g u ʔ	ŋ o j ²⁴³ˀ/²⁴³	ʔ o p	ŋ oi	ʔw/ˀw a j	ŋ o t ⁵⁵	ʔ o t ¹	t iə n	h ə ʔ n o l B/²	a ŋ u j	ɔ t ³³ + th/tʰ e ʔ ⁵⁵	j i ʔ	ŋ ɔ k	ŋ ɔ k	n ə́/ə l ³³	s i ʔ n a n L/⁵⁵	ŋ ɔ k	ḍ/ɖ o k o	ŋ k u j	t iə n	ŋ g u j	ʔ i t ʌ t	k ɨ l C/³	t ə t	ŋ ɔ k	s ə d u ³³	th/tʰ ɛ ʔ ⁵³	ɲ o n ³⁵	ḍ/ɖ o k o	sh/sʰ o ŋ	th/tʰ iɛ ⁵¹	ʔ ə ŋ g u j	d e n	ʔ a ŋ u j	s u b a n	k l iə n	t ə k a w N/⁵	k a l iə n ³³		ŋ o j ⁴³	g u ʔ	g u ʔ	g u k	ʔ g u j	g u j	t ə k u	t a d u h ¹⁴	m o k ³⁵	d a n ⁵¹	ćh/tɕʰ y ə k ⁵¹	ŋh/ŋ̊ o	g a dʑ a ʔ	d u p	ŋ o j ¹	p ö/o y a	t a k ə w	t a ŋ o	kw/kʷ o		t a k u	k ua m	t i k u	j ə m ⁵³	tʃʰ o ʔ ⁵¹	t ɛ t	k o k o	j ə ʔ	ŋ o j ²¹	mh/m̥ o k ³³	t ɔ m	ʔw/ˀw e j T/¹⁵	ŋ u j ²	â/a k ⁵⁵	k ɨ r A/¹	d u ṛ/ɽ u p	ɲ u p L/⁵⁵	g ə j	k ə m kh/kʰ o m	kh/kʰ o m	ćh/tɕʰ o k ⁵¹	t a k u	g o b	ŋ g u j	g o ʔ	t ə k u A/¹	ŋ ə w L/⁵⁵	dʑ o t	g ə l	ŋ ʔw/ˀw a j	c/ts u ŋ	c/ts u ŋ ³	ŋ o j ⁴³⁴	t a k u	ŋ u j ³³	t ə v ə j	n g ồ/o i	ŋ ɔ m B/²	ɲ ɔ n ⁵¹
75_skin	ŋ k a r	a r uə t	ʔ ə k a r	t ə n ə ŋ	u s a	ŋ k a r	ŋ k ʌ r	b u ŋ ³¹	u k	kh/kʰ ə l o ʔ A/¹	l ɔ ʔ A/¹	n t o	kh/kʰ r ɔ t ²⁴	ŋ k a r	h u r	a k ia	k u ⁵¹	h a k ¹	k a r	p a r	a k ea	n + k u ʔ ⁵⁵	g a t ɔ̂/ɔ	k ə t u ʔ	k ə t ɨ ʔ	p a l ³³	p a l T/¹⁵	s r ua t	c/ts a l o	s b ɛ ʔ	k a l	k ə n t ɔ	ʔ ə ŋ k a r	th/tʰ a l o B/²	ŋ k a r	k a t ə ʔ	k a r o t ³³	a + k u ʔ ⁵³	t a k ³¹ + ʔ ɨ ŋ ³⁵	u s a l	s n ie h	ʔ a ³¹ + k u ⁵¹	s p e k	h ə m p u r	k a d u h		b ɨ ŋ	s ə b ɛ ʔ N/⁵	b ɨ ŋ ³¹	k a r	kh/kʰ l o t ²⁴	n t ə w	nd/ⁿd o	t a w	k l i t	k ə t o	ŋ k a r	k u ɣ o t ²⁴	h a k ¹	h a k ⁵¹	g u ⁵¹	g u g u	s n a m	u r	d a ²	ʔ ó/o k	s ə p ɛ ʔ	ŋ k a r	s r ua t	h n a m ¹	ŋ k a r	s r ua t	n k a r	n b u ŋ ⁵⁵	g u ⁵¹	d a k	u s a l	k t ɔ h	kh/kʰ l o t ²¹	h a k ³³	s ua h	h ə k a r T/¹⁵	k a r ɔ t	h u ⁵¹	t a l o C/³	h a r t a	k ea T/¹⁵	g t ə ʔ	k u l i t	g ə t u	g u ⁵¹	n k ɛ l	u s a l	g ə l t au	p e k	ŋ k a r A/¹	ŋ k ʌ r	r ua t	s ɛ m p o ʔ	ŋ k a r	kh/kʰ a ʔ + l o t B/²	kh/kʰ a l o t ²	t a ⁴³	ŋ k â/a r	kh/kʰ l ao t ²¹²	p a r	d a	h a k	g u ³³
76_sleep	pɦ/pʱ i c + ŋ a ɲ	p ɪ h	t ɛ p	ʔ u ei n	l e m ɔ ʔ	b ʌ j ʔ N/⁵	b e ʔ	n a ŋ T/¹⁵ ³³	h a + r ɔ h	ph/pʰ i c C/³ + l a k C/³	p i c B/²	b i ʔ	t a j ²⁴ ʔ	b ɛ c/ts	ʔ i t	k u j L/⁵⁵	e t ⁵⁵	ʔ e t ¹	k u j	k u j	k u j L/⁵⁵	ie t ³³	b ɔ̂/ɔ ɛ + t a ʔ	c/ts j ɛ k	t e k	k ə́/ə t ³⁵	k a t L/⁵⁵	ŋ ɛ n + ɟ a p	l e b e ḍ/ɖ	d e ʔ + l uə ʔ	k u j	b i c/ts	b ə c/ts	th/tʰ ɛ k A/³⁴ + l a ŋ ɛ B/²	ʔ b ə c/ts	t i j e k	l a m ³³	ɛ t ⁵⁵	t iə k ³⁵	l ɛ m ɛ ḍ/ɖ	th/tʰ ia h	ʔ ia t ³⁵	ṭ/ʈ ə k	s i h	b i k	k i t i dʑ	ʔ e m	ŋ ɛ t B/²	ʔ ɛ l ³⁵	b i c/ts	l a m ⁴³	b ə c/ts	b i c/ts	b i ʔ	b ɛ c/ts	b e c/ts	l a ŋ e t	l a m ²²	ʔ i t ³⁵	ʔ ɔ ŋ ⁵⁵	ia t ⁵¹	n ɔ n	t i k	d u ṛ/ɽ u m	d a j ³	ʔ i + t i á/a k	k l ɔ ʔ	ʔ i r	h ŋ a n + dʑ a p	ŋ k u j ¹	ʔ e r	k u j + h ŋ a n	b i ʔ	ɲ ə ŋ ³¹	ʔ ia t ⁵¹	k u j	ḍ/ɖ i m a ʔ n	s t o h	l a m ⁴⁴	ʔ i t ³³	ʔ uə j	k u j L/⁵⁵	ɲ əʌ p ⁴	i ʔ ⁵⁵	th/tʰ iə k B/²	dʑ a p i t	k ɔ j L/⁵⁵	b ɛ t	dʑ ə t ɛ k	dʑ a t ɛ k	ʔ iɛ t ⁵¹	l a ŋ e t	d i b + m a d + d a	b i c/ts	b e c/ts	b e c/ts	b ə c/ts	s o t	s ə l ɔ g	t ai p	n a m	n a m ³	t a j ³¹	b e c/ts	l a m ³³	ch/tsʰ o t	n g u ʔ	ʔ i t	ɲ e t ⁵⁵
77_small	h ə r ə ɲ	k ʌ t	ie	d o ʔ	ḍ/ɖ au	k ɛ t N/⁵	k ə t	c/ts i ⁵⁵	t ə + k u + n ə	k i c A/¹	k e c A/¹	k ɛ n	d ɛ t ³⁴	k ə n ɛ ʔ	ɲ ia ŋ	k i t	kh/kʰ ɔ n ³³	l e ʔ ¹	h n ɛ ŋ	k e n	ʔ j ɔ h	t i k ⁵⁵	kh/kʰ r ɛ ʔ	kw/kʷ ɛ̃ ʔ	ʔ a dʑ ɔ ʔ	m ɛ k ⁴³	t ə s i T/¹⁵	k e c/ts	s o r u	t u c/ts	h n ɛ ŋ	ʔ e t	ʔ ə n ɛ a n	k i c A/¹	k a t ɨ j ʔ	ʔ a dʑ ɔ ʔ	d i t ³³ + d i t ³³	t ɛ k ⁵³	l ɨ ŋ ³⁵	k o n o n	r i t	t e k ³³	t u c/ts	ɲ ɛ ʔ		s a n i	n e k	k ɛ t N/⁵	n ɛ m ³⁵	b ia ʔ	d i t ³⁴	dʑ e ʔ	ʔ ɔ h + b e	k ui t	l ɔ k	ʔ ɔ h + l ɔ k	k ɛ t	d ɛ d ɛ ⁵¹ˀ/⁵¹	ʔ ia t ³⁵	h a ⁵¹	kh/kʰ ɔ t ³³	ʔ a j + t a k	ɲ i	h u ṛ/ɽ i ŋ	ɲ ɔ ⁴	p ẽ c/ts	k ɛ t	k ə n	k i ʔ	nd/ⁿd i c ¹	k ɛ t	k ɛ ʔ	k ɛ t	ɲ a ŋ ⁵³	ʔ ɛ n ¹³	h n ɛ ŋ	a s u ʔ	l ɛ p	d ɔ j ⁴⁴	ʔ ɛ t ³³	j ɛ t	ʔ j o h T/¹⁵	d ɛ d ɛ	d ɛ ʔ ⁵⁵	k i c A/¹	h u ḍ/ɖ i ɲ	k ə r u T/¹⁵	m a c ɔ̃/ɔ t	k ɛ̃ t	k a n ɛ d	ʔ iɛ n ³¹	k ɨ j ʔ	á/a n r i t i d	d e t	gh/gʰ e ʔ	k ɛ t A/¹	b e ʔ L/⁵⁵	n e ʔ	ʔ a m ɛ s	th/tʰ ɛi ʔ		ʔ i t	p ɛ ⁴³	k ɨː ʔ	d ɔ j ⁴⁵	m ɛ ʔ	nʰ o ʔ	ʔ ia k	kh/kʰ ɔ n ⁵¹
78_smoke	ɲ + dʒ u j	a h a j ʔ + k ù/u h	ʔ ɲ ui	k ə t a ʔ	m u g + s i ŋ	ph/pʰ ə h ia ʔ	ph/pʰ ia k T/¹⁵	k ui ³³	l u l	kh/kʰ ə m a h A/¹	m a h A/¹	ɲ u ʔ	kh/kʰ ʌ j ⁴²⁴	m uə l	t ɔ̆ + ʔ	ɲ uə j L/⁵⁵	r o n ³³	t ao h ¹	ʔ ɲ u j	ʔ ɲ uə j B/²	ɲ o j L/⁵⁵	m u t ³³ + ŋ a l ⁵⁵	b a t â/a w		ʔ ə j ʔ e j	ɲ u j ⁴²	ʔʰ n ua i L/⁵⁵	ʔ ɲ u j	k ua ɭ e s o ŋ	pˢ ɛ ɲ	ʔ ɲ u j	ɲh/ɲ̊ u ʔ	g i dʑ ɨa k	kh/kʰ a m a h A/¹	g a j ɨə k	ʔ i j ɛ j	k u h ɔ j ⁴³ ʔ	m u t ⁵³ + ŋ au ⁵⁵	k uə n ³²⁴	m o g	nd/ⁿd e m	m u t ³³ + j a ³³	ph/pʰ ə s ɛ ŋ	p ə t ə ʔ	ʔ ɲ u j	dh/dʰ ua	p ə t o w	m p i ʔ N/⁵	p ə t ɔ ³³	kh/kʰ a r j ə̂/ə k	kh/kʰ ɔ j ²⁴	ɲh/ɲ̊ u k	ɲ ə h u k	ɲ u e	p o ʔ	p o ʔ	p ia ʔ	k u h ɔ j ⁴¹ ʔ	t u ʔ ⁵¹	j y ³¹ + ɲ iɛ ⁵¹	r i ⁵⁵ + m u t ⁵⁵	u m + n u ŋ	j a k	s u k u l	m ɔ ŋ ³ + kh/kʰ ɔ j ³	f ú/u s	p iə ʔ	p a l u t	ʔ ɲ u j	j a k ²	k ə r ɲ i ʔ	j uə j	k u j ə ʔ L/⁵⁵	s e ⁵³ + k ui ⁵³	ŋh/ŋ̊ ia r ⁵¹	ʔ ɲ u j	m u + m u ʔ n		kh/kʰ ɔ j ⁴⁴	t u ³³ + s a ³¹ + l i t	n th/tʰ ɔ ʔ	ɲ o j L/⁵⁵	k a h ɔ j	t a k ⁵⁵	kh/kʰ a m a h A/¹	dh/dʰ ua	ɲ o j L/⁵⁵	c/ts a s	dʑ ə l ə k	dʑ ə l ə k	ŋ au ³³ + s u p ¹¹	p ɔ h	u m u d	ɲh/ɲ̊ u ʔ	ɲ ie m	k ə r ɲ i ʔ A/¹	k a r j ɨa k T/¹⁵	ʔ ɲ uə j	j a j	ʔ j a j	k a h ɔ j ʔ B/²	k a h ɔ j ²	x ɔ j ³⁴³ˀ/³⁴³	ph/pʰ iə k	kh/kʰ ɔi ²¹²	ʔ ɲ u j	kh/kʰ ó/o i	t au ʔ	ŋ au ³¹ + ŋ a p ⁵¹
79_stand	c/ts ɦ ɨa + c ə r a w	t ɨ ŋ ʔ	d ə ŋ	j ia ŋ	t ɔ ŋ	t ə j ɨ ŋ B/²	j uo r	ɲ ɔ T/¹⁵ ⁵⁵	s ə k	th/tʰ a w A/¹	th/tʰ a w A/¹	t a w	t ɨ ŋ ³¹	dʑ ua ŋ	dʑ a ŋ	d ə g ŋ L/⁵⁵	tʃ ia k ³¹	c/ts u ŋ ²	ɲ ɨə ŋ	d o ŋ B/²	j oa ŋ L/⁵⁵	tɕ a ʔ ⁵⁵	j û/u ŋ	ʒw/dʑʷ ɔ ŋ	h ə ɲ + dʒ a ɲ	d ʔ ə́/ə k ³⁵	j ua ŋ L/⁵⁵ + d a ŋ L/⁵⁵	ɟ ʌ ŋ	t o ŋ o n	ch/tsʰ uə r	s uə ŋ	ɲ a ʔ	ʔ i dʑ əa ŋ	th/tʰ a l A/¹	ʔ j ɨə ŋ	h ə nʒ/ⁿdʑ a d n	t ɨ ŋ ¹³ ʔ	s ɨ ŋ ⁵⁵ + tɕ a n ³¹	z ɨ n ³⁵	t o ŋ o n	ie ŋ	g əi ⁵¹	ʒh/dʑʰ ɔ r	d ɨ n	d ɨ k	t e ŋ g i n	c/ts a l	t ə j ə ŋ N/⁵	c/ts a l ³³	j ɨ ŋ	t ə ŋ ³¹	d ə k	d ə k	d a k	ɲ a ʔ	ɲ a ʔ	t a j ɨ ŋ	t ɨ ŋ ¹⁴	c/ts u ŋ ³¹	t a ⁵⁵	n t r i k ⁵⁵	j ɨ n	t ui w	t i ŋ g u	c/ts ɔ ŋ ²	o k + sh/sʰ ia k	s ə j a ŋ	s ə j a ŋ	dʑ ʌ ŋ	j ɨ n ¹	t a j a ŋ	dʑ ə ŋ	t ə j ɨ ŋ	n au ³³	ʃ ɔ r ⁵¹	d ə́/ə k	t i n a ŋ	ɲ ɔ ŋ	t ə ŋ ⁴²	tɕ ɔ ŋ ⁵¹	ɲ ɔ ŋ	j o ŋ L/⁵⁵	t ɨ ŋ	ʒ́/dʒ â/a ŋ ⁵¹	th/tʰ a r A/¹	t e ŋ g o	t a ŋ L/⁵⁵	dʑ i ɲ + dʒ ə k	ʔ u w ʔ a w	ʔ a w	ʒ̣/dʑ r i k ³³	t a j ɨ ŋ	t á/a n a ŋ	n t ao	d ɨ ʔ	t ə j ə ŋ A/¹	j ɨa ŋ T/¹⁵	j u r	t ə d	n t a w	t ɨ ŋ ʔ B/² + k o h	t ɨ ŋ ²	t ɨ ŋ ³⁴³ˀ/³⁴³	t a j ɨ ŋ	t ə ŋ ²¹	d ʔ ə ŋ	ɗ ɨ n g	c/ts u ŋ B/²	tɕ i t ¹⁵
7_bite	k ia t	k â/a m ʔ	k a p	ʔ ɔ k	ɔ p	k a p N/⁵	k a p	c/ts a T/¹⁵ ¹³	k a p	t a p A/¹	t a p A/¹	k a p	k a m ³¹	k a p	g a ʔ	k a p	k a k ³³	k ia t ²	k a p	k a p	k a p	k e ʔ ⁵⁵	k iə ʔ	k a p	k a p	k a p ³⁵	k a p	k a p		kh/kʰ a m	k a p	k a p	k a p	kh/kʰ a t A/¹	k a p	k a p	k a t ³³	k a k ⁵³	b a t ⁴⁵	a k e ḍ/ɖ	d ai t	k a p ⁵⁵	kh/kʰ ɔ m	p o k	k a t	k a b	ʔ a k	k a p N/⁵	ʔ a k ⁴⁵	t r ɨa c/ts	k a t ³⁴	k a p	k a p	k a p	k a p	k a p	k iə t	k a t ⁴³	k e t ³³	ʔ a n ⁵¹	k a k ³³	k r a p	k i t	h ua	k a ɲ ³	ʔ u p + k ə́/ə p	k a p	k r a c/ts	k a p	k ɨ t ¹	k a m B/²	k a p	k a p	tʃ ə n ⁵⁵	k a k ³¹	k a ʔ	l o m		k a t ²¹	k ia t ³³	p ɔ k	k a p T/¹⁵	k əʌ m ⁴	g â/a k ⁵⁵	kh/kʰ a t A/¹	g e r	k a L/⁵⁵	k a p	g a ɲ	g ɔ n	k a ³¹	k a p	r a m	k a p	k a p	c/ts a h C/³	k a p	k a p	k a b	k a p		k â/a t	k a n ³⁴³ˀ/³⁴³	k a p	k a t ²¹²	k a p	c/ts ắ/ă n	k ia t	p a p ⁵⁵
80_star	p l u ŋ	m ầ/a t + t l ɔ	s ə ŋ l o ŋ	s ɨ ŋ m e ŋ	m ɔ + m ɔ r t ɔ k	m ə n t ɔ r N/⁵	m a n t o r N/⁵	b ɔ ⁵⁵ + m o ³³	t a + n ɨ + s ə + m a t	s u m A/¹	s u m A/¹	s i m a ɲ	kh/kʰ r a w ³³	h ə r m ɛ ɲ	s i + m a n	h ə l o ŋ	ʔ ia k ⁵⁵ + m e t ⁵⁵	mh/m̥ ui ŋ ¹	ʔ l ɔ ŋ	h ə l o ŋ	h l o ŋ	n + m ai n ⁵⁵	s a m ɛ̂/ɛ ŋ		p ə r l ɔ j	k l ɔ ŋ ³³	h l o ŋ T/¹⁵	k ə t uə r	k u ɲ i m ḍ/ɖ i g	p k a j	ʔ l ɔ ŋ	s ə m a ɲ	p ə t u r	s ɨ m A/¹	s a m a ɲ	b i n t ɛ ŋ	k l ʌ ³³	ə n ⁵⁵	l a w ³³	s e n k o m	kh/kʰ l u r	ŋ ə n ³³	ph/pʰ ə k a j	s ə r m e ɲ	s ə l a k		m ə ɲ	n t â/a r N/⁵	m e ɲ ³³		t u ³³ + b a j ³³	m a ɲ	m a ɲ	m a ɲ	n t u ʔ	s ə m a ɲ	m ə t o r	k u m i ɲ ³³	k ə m əi ŋ	b u ⁵¹	s i ³³ + m ei t ⁵⁵	s a m + m o n	s a m a n	i p i l	kh/kʰ a w ²	sh/sʰ ò/o k + m a l ē/eː c/tsʰ a	m ə t ɔ j	p a r t u r	t ua n	p ə k a j ¹	m a n t o r	p ə t ua r		p au ³¹	s i + m əi k ⁵⁵	s i l ɔ k	a ʔ m a r	s m e ɲ	k ə b e ²⁴	s a ³¹ + m əi ŋ ⁵¹	s i ʔ + m e ɲ	h ə l o ŋ T/¹⁵	k u m i ɲ ¹	l au ⁵⁵	k a s ɨ m A/¹	i p i l	h ə l ɔ ŋ T/¹⁵	p r l ɔ j	b i n t a ŋ	k ə l o t a ŋ	s a ³¹ + m ɨ i k ⁵⁵	m a d o ʔ	t ui + t u dʑ	s ə m a ɲ	s ə m a ɲ	p ə t u r	p a t + t u r	m a ɲ	p ɛ r l ɔ j	s ə m l ɔ ŋ	h a ʔ + k ɔ n ʔ	ʔ a k ɔ n ²	th/tʰ a w ⁴³	m a t ou l	b a j ⁴⁵	h ə l â/a ŋ	s ao	s i m + ʔ ui ŋ	m e ⁵⁵
