Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
1747_58_theflea,,,,,,,,,,,,,,,,,,tʰ i u ³³ s ɐ t ⁵,,,,s a k ²,,,,,,,,s ɪ t ³ m a ²¹,,,,,,,,,,,,,,,s ə́,,,,,s ʌ ³³ + pʰ i ⁵⁵
174_136_thenailfingernailorclaw,,,,,,,,,,dz e r m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,s d e r m o,,,,,d e r,,,,,,,
1750_61_theflower,,,,,,,j i ²¹⁴/³⁵ t u ɔ ²¹⁴/²¹ x u r/a ⁵⁵,,,,,h u ɛ ³³,,,,,,j ɐ t ⁵ t ɔ ³⁵ f a ⁵³,,,,h u ɛ ³³,,,,,,,,f a ³³,,,,,,,ɴ + qʷʰˤ r a,,,,,,,,,,,f a ⁴⁵,,
1752_64_thefoot,,,,,,,tɕ i ɑ o./o ²¹⁴,,,,,,,,,,,k ɶ k ³,,,,,,,,,,,,k i ɔ k ³,,,,,,,k a k,,,,,,,,,,,k i ɔ ʔ ²,,
1754_64_thefoot,,,,,,,,,,,,kʰ a ³³,,,,,,,,,,kʰ a ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756_197_thespider,,,,,,,,,,,,,,,,,,,,,ⁿɢ o./o ɕ n a,,,,,,,,,,,kʰ ɑ + ʃ n ɑ,,,,,,,,,,,,,qʰ æ s ɲ á/a,,,,,
1759_69_thefrog,,,,,,,,,,,,ts u i ⁵³/³⁵ k ɔ i ³³,,,,,,,,,,ts u i ³¹/³⁵ k ɔ i ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175_33_thedew,,w s i + w æ,,,,s i ¹³ + tɕʰ u ⁵³,,,,dz i l p a,ʃ ì/i l,,,,,,,,,,,,,,,,s iː ¹³ + p ə ⁵⁵,,,,,,,,,,,z i l + b a,,,,,,,,s i + w a,,,,
1760_70_thefrontfrontside,,,,,,,tɕʰ i ɐ n ³⁵ tʰ o./o u ⁰,,,,,ts ɔ̃ ĩ ⁵⁵,,,,,,tsʰ i n ²¹ p i n ²²,,,,ts ã ĩ ⁵⁵,,,,,,,,tsʰ ɛ n ²¹ m ɛ n ⁵⁴,,,,,,,,,,,,,,,,,,tɕʰ i e n ²⁴ m i e n ⁵³,,
1761_71_thefrost,,,,,,,ʂ u ɑ ŋ ⁵⁵,,,,,s ŋ̍ ³³,,,,,,s œ ŋ ⁵³,,,,s ŋ̍ ³³,,,,,,,,,,,,,,,s r a ŋ,,,,,,,,,,,,,
1762_72_thefruit,,,,,,,k u ɔ ²¹⁴/²¹ ts ɿ ⁰,,,,,k u ɛ ⁵³,,,,,,s a ŋ ⁵³ k w ɔ ³⁵,,,,k u ɛ ³¹,,,,,,,,s a ŋ ³⁵ k ɔ ³²,,,,,,,,,,,,,,,,,,ʂ u i ²¹ k o./o ²¹,,
1763_75_thegoat,,,,,,,j ɑ ŋ ³⁵,,j ɔ̃ ⁵⁵,,,s ũ ã ³³ ĩ ɛ̃ ⁵⁵,,,,,,j œ ŋ ²¹,,,,s ũ ã ³³ ĩ ɔ̃ ⁵⁵,,,,,,,,s a n ³⁵ j ɔ ŋ ²¹,,,,,,,ɢ a ŋ,,,,,,,,,,,s a n ⁴⁵/³⁵ ʐ ɔ ŋ ²⁴,,
1764_79_thehail,,,,,,,p ɑ o./o ³⁵ ts ɿ ⁰,,,,,,,,,,,p ɔ k ²²,,,,,,,,,,,,p ɛ n ³³ pʰ ɔ k ⁵,,,,,,,C/k + bˤ r u k,,,,,,,,,,,p i e n ³⁵ pʰ ɑ ɔ ²⁴,,
1766_81_thehand,,,,,,,ts u ɔ ²¹⁴/³⁵ ʂ o./o u ²¹⁴,,,,,tsʰ i u ⁵³,,,,,,t s ɔ ³⁵ s ɐ u ³⁵,,,,tsʰ i u ³¹,,,,,,,,s u ³²,,,,,,,n̥ u ʔ,,,,,,,,,,,ʂ u ²¹,,
1769_86_theheart,,,,,,,ɕ i ɘ n ⁵⁵,,,,,s i m ³³,,,,,,s ɐ m ⁵³/⁵⁵,,,,s i m ³³,,,,,,,,s ɪ n ³³,,,,,,,s ə m,,,,,,,,,,,ɕ i ʊ m ⁴⁵,,
176_191_smooth,,,,,,ⁿdʑ ɑ̃ ⁵⁵ + m b u ⁵³,,,,dʑ a m i,dz a m t a,,,,,,,,,,,,,,,,tɕ a m ¹³ + p o./o ⁵⁵,,,,,,,,dʑ a m + p o,,,ɴ dʑ a m,,,,,,,,ⁿdʑ a + m b o,,,,
1770_176_sharp,,r n o./o + ɣ ə,,,,n u ⁵⁵ + b u ⁵³,,,,,,,,,,,,,,,,,,,,,n o./o ⁵⁵ + p o./o ⁵⁵,,,,,,,,,,,r n o,,,,,,,,h n o./o + m b o,,,,
1772_92_thehoof,,,,,,,tʰ i ³⁵ ts ɿ ⁰,,,,,tʰ a i ⁵⁵,,,,,,tʰ ɐ i ²¹,,,,tʰ a i ⁵⁵,,,,,,,,tʰ a i ²¹,,,,,,,,,,,,,,,,,,tʰ a i ²⁴,,
1774_97_thehouse,,,,,,,f ɑ ŋ ³⁵ ts ɿ ⁰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f ɔ ŋ ²⁴ t i ²¹,,
1775_97_thehouse,,,,,,,,,,,,,,,,,,ʊ k ⁵,,,,,,,,,,,,v u k ³,,,,,,,qˤ o./o k,,,,,,,,,,,v u ʔ ² kʰ a ⁴⁵,,
1776_97_thehouse,,,,,,,,,,,,tsʰ u ¹³,,,,,,,,,,tsʰ u ¹³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779_106_theknee,,,,,,,,,,,,kʰ a ³³ tʰ a u ⁵⁵/¹¹ u ³³,,,,,,,,,,kʰ a ³³ tʰ a u ⁵⁵/¹¹ u ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177_122_thelung,,r l o,,,,l ɑ ⁵⁵,,l oː,,g r w a,,,,,,,,,,,,,,,,,l oː ⁵⁵,,,,,,,,l o./o + w a,,,g l o./o + b a,,,l u a,,,,,h l o,,,,
1781_109_thelake,,,,,,,x u ³⁵,,,,,o./o u ⁵⁵,,,,,,w u ²¹,,,,o./o u ⁵⁵,,,,,,,,v u ²¹,,,,,,,gˤ a,,,,,,,,,,,f u ²⁴,,
1782_119_theliver,,,,,,,ʈʂ u ⁵⁵ k r/a n ⁵⁵,,,,,k ũ ã ³³,,,,,,k ɔ n ⁵³/⁵⁵,,,,k ũ ã ³³,,,,,,,,k ɔ n ³³,,,,,,,s + kˤ a r,,,,,,,,,,,k ɔ n ⁴⁵,,
1789_126_themeat,,,,,,,ʐ o./o u ⁵¹,,,,,n ɛ k ⁵,,,,,,j ʊ k ²,,,,n ɛ k ⁵,,,,,,,,ŋ i ʊ k ³,,,,,,,k + n u k,,,,,,,,,,,ɲ u k ²,,
1790_128_themoon,,,,,,,j y œ ⁵¹ l i a ŋ ⁰,,,,,ŋ u ɛ ʔ ⁵/² n ĩ ɛ̃ ⁵⁵,,,,,,j y t ²² k w ɔ ŋ ⁵⁵,,,,ŋ u ɛ ʔ ⁵/² n ĩ ɔ̃ ⁵⁵,,,,,,,,ŋ ɛ t ⁵ k ɔ ŋ ³³,,,,,,,ŋʷ a t,,,,,,,,,,,ɲ ɛ ʔ ² k ɔ ŋ ⁴⁵,,
1791_130_themosquito,,,,,,,u ɘ n ³⁵ ts ɿ ⁰,,,,,,,,,,,m ɐ n ²¹/⁵⁵,,,,,,,,,,,,m u n ³³,,,,,,,C/k + m ə r,,,,,,,,,,,m i n ²⁴ t i ²¹,,
1792_130_themosquito,,,,,,,,,,,,m a ŋ ⁵³,,,,,,,,,,m a ŋ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793_131_themother,,,,,,,m a ⁵⁵ m a ⁰,,,,,,,,,,,m a ⁵⁵/²¹ m a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795_131_themother,,,,,,,,,,,,b ɔ ⁵³,,,,,,l o./o u ²³ m o./o u ²³/³⁵,,,,b ɔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798_132_themountain,,,,,,,ʂ a n ⁵⁵,,,,,s ũ ã ³³,,,,,,s a n ⁵³/⁵⁵,,,,s ũ ã ³³,,,,,,,,s a n ³³,,,,,,,s + ŋ r a r,,,,,,,,,,,s a n ⁴⁵,,
179_76_good,,,,,,,,p o,,e p o,,,,,,,,,,,p e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_20_thebreastfemale,,,,,,,,a + tɕ uː,,,,,,,,,,,,,,,,,tʃ u,,,,ɑ ⁵⁵ + tʃ i ³⁵,,,,,,,,,,,,,,,,,,,,,
1801_134_themouth,,,,,,,ts u e i ²¹⁴,,,,,,,,,,,ts ø y ³⁵,,,,,,,,,,,,ts ɔ i ⁵⁵ k o./o k ³,,,,,,,,,,,,,,,,,,ʈʂ ɔ ɛ ⁵³,,
1802_135_themud,,,,,,,n i ³⁵,,,,,,,,,,,n ɐ i ²¹,,,,,,,,,,,,l a i ²¹,,,,,,,C/k + nˤ ə j,,,,,,,,,,,n a i ²⁴,,
1803_135_themud,,,,,,,,,,,,tʰ o./o u ⁵⁵,,,,,,,,,,tʰ o./o u ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804_136_thenailfingernailorclaw,,,,,,,ʈʂ ʅ ²¹⁴/⁵⁵ tɕ i a ⁰,,,,,ts õ ĩ ⁵³/³⁵ k a ʔ ²,,,,,,s ɐ u ³⁵ ts i ³⁵ k a p ³³,,,,ts ã ĩ ³¹/³⁵ k a ʔ ²,,,,,,,,ts i ³³ k a k ³,,,,,,,,,,,,,,,,,,ʈʂ ʅ ²¹ k a ʔ ²,,
1807_140_theneck,,,,,,,,,,,,,,,,,,k ɛ ŋ ³⁵,,,,,,,,,,,,k i a ŋ ³²,,,,,,,,,,,,,,,,,,k i a ŋ ²¹ k i n ⁴⁵,,
1808_140_theneck,,,,,,,,,,,,a m ³⁵,,,,,,,,,,a m ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810_146_thenose,,,,,,,p i ³⁵ ts ɿ ⁰,,,,,pʰ ĩ ¹¹,,,,,,p e i ²² k ɔ ⁵³,,,,pʰ ĩ ¹¹,,,,,,,,pʰ i ⁵⁴/⁵⁵ k ʊ ŋ ³³,,,,,,,m + b i t + s,,,,,,,,,,,pʰ i ⁵³ k ʊ m ⁴⁵,,
1812_151_thepig,,,,,,,k ʊ ŋ ⁵⁵ ʈʂ u ⁵⁵,,,,,t ɯ ³³,,,,,,ts y ⁵⁵ k ʊ ŋ ⁵⁵,,,,t ɯ ³³,,,,,,,,ts u ³³,,,,,,,,,,,,,,,,,,ʈʂ u ⁴⁵,,
1813_156_therain,,,,,,,,,,,,,,,,,,s ø y ³⁵,,,,,,,,,,,,s ʊ y ³²,,,,,,,,,,,,,,,,,,ʂ u i ²¹,,
1814_157_therainbow,,,,,,,,,,,,,,,,,,,,,,kʰ ɛ ŋ ³⁵,,,,,,,,,,,,,,,m + kˤ o./o ŋ,,,,,,,,,,,,,
1815_162_theriver,,,,,,,h ɯ ɤ ³⁵,,,,,h ɔ ⁵⁵,,,,,,h ɔ ²¹,,,,h ɔ ⁵⁵,,,,,,,,h ɔ ²¹,,,,,,,,,,,,,,,,,,h o./o ²⁴,,
1818_163_theroad,,,,,,,l u ⁵¹,,,,,l o./o u ¹¹,,,,,,l o./o u ²²,,,,l o./o u ¹¹,,,,,,,,l u ⁵⁵,,,,,,,C/k ə + rˤ a k + s,,,,,,,,,,,l u ⁵³,,
1819_164_theroot,,,,,,,k ɘ n ⁵⁵,,,,,k ŋ̍ ³³,,,,,,k ɐ n ⁵³/⁵⁵,,,,k ɛ ŋ ³³,,,,,,,,k i n ³³,,,,,,,kˤ ə r,,,,,,,,,,,k i n ⁴⁵,,
1820_165_therope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s o./o k ³ m a ²¹,,,,,,,,,,,,,,,,,,s o./o ʔ ² m a ²¹,,
1821_174_theseed,,,,,,,ʈʂ ʊ ŋ ²¹⁴/²¹ ts ɿ ⁰,,,,,,,,,,,ts ʊ ŋ ³⁵ ts i ³⁵,,,,ts ɛ ŋ ³¹,,,,,,,,ts ʊ ŋ ³²,,,,,,,k + t o./o ŋ ʔ,,,,,,,,,,,ʈʂ ʊ m ²¹ t i ²¹,,
1824_186_thesky,,,,,,,tʰ i ɐ n ⁵⁵,,,,,tʰ ĩ ³³,,,,,,tʰ i n ⁵³/⁵⁵ h ʊ ŋ ⁵³/⁵⁵,,,,tʰ ĩ ³³,,,,,,,,tʰ ɛ n ³³,,,,,,,l̥ˤ i n,,,,,,,,,,,tʰ i e n ⁴⁵,,
1825_190_thesmoke,,,,,,,j ɐ n ⁵⁵,,,,,,,,,,,j i n ⁵³/⁵⁵,,,,,,,,,,,,j ɛ n ³³,,,,,,,qˤ i n,,,,,,,,,,,ʐ ɛ n ⁴⁵,,
1826_190_thesmoke,,,,,,,,,,,,h u ŋ ³³,,,,,,,,,,h u ŋ ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828_192_thesnake,,,,,,,ʂ ə ²¹⁴,,,,,ts u a ⁵⁵,,,,,,s ɛ ²¹,,,,ts u a ⁵⁵,,,,,,,,s a ²¹,,,,,,,C/k ə + l ɑ̟ j,,,,,,,,,,,ʂ a ²⁴,,
1829_193_thesnow,,,,,,,ɕ y œ ²¹⁴,,,,,s ɔ ʔ ²,,,,,,s y t ³³,,,,s ɔ ʔ ²,,,,,,,,s ɛ t ³,,,,,,,s o./o t,,,,,,,,,,,ɕ i ɛ ʔ ²,,
1832_195_theson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l a i ⁵⁵ ts u ³²,,,,,,,,,,,,,,,,,,l a i ⁵⁵ t i ²¹,,
1833_195_theson,,,,,,,,,,,,k ĩ ã ⁵³,,,,,,,,,,k ĩ ã ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834_197_thespider,,,,,,,ʈʂ i ⁵⁵ ʈʂ u ⁵⁵,,,,,t i ³³ t u ³³,,,,,,,,,,t i ³³ t u ³³,,,,,,,,,,,,,,,t r e + t r o,,,,,,,,,,,,,
1836_197_thespider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l a ²¹ kʰ i a ²¹,,,,,,,,,,,,,,,,,,l a ²¹ kʰ i a ²¹,,
1837_197_thespider,,,,,,,,,,,,b ɛ ⁵³/³⁵ l ɛ ŋ ⁵⁵/¹¹ kʰ i a ⁵⁵,,,,,,,,,,b ɛ ³¹/³⁵ l ɛ ŋ ⁵⁵/¹¹ i a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838_200_thestar,,,,,,,ɕ i ɤ ŋ ⁵⁵,,,,,tsʰ ɛ̃ ³³,,,,,,s ɪ ŋ ⁵³,,,,tsʰ ɛ̃ ³³,,,,,,,,s ɪ n ³³ s ɪ n ³³,,,,,,,s + tsʰˤ e ŋ,,,,,,,,,,,ɕ i n ⁴⁵/³⁵ t i ²¹,,
1839_202_thestick,,,,,,,k r/u n ⁵¹,,,,,,,,,,,k u ɐ n ³³,,,,,,,,,,,,k u n ⁵⁴,,,,,,,,,,,,,,,,,,k u n ⁵³/⁵⁵ t i ²¹,,
183_48_eight,ɕ e t ⁵⁵,w dʑ a t,ʃ i t ⁵⁵,j a,,dʑ ɛ ʔ ⁵³,p a ⁵⁵,p iː + ȵ i,ʃ ɛ ʔ ⁵⁵,g e j,j/dʒ ɛ d ɛ,p o./o i ʔ ²,,r j ɛ,,ç ɑ t ⁵⁵,ch/ts e t,p a t ³,p a + r i a t,,k ɯ r c a t,p o./o i ʔ ²,m ă ³¹ + ts a̠ t ⁵⁵,,,ʃ ɛ̰ t ⁵⁵,c ɛ ¹³²,,,p a t ³,p a r i a t,w ə + r j ɑ t,ʃ ɛ ʔ ⁵⁵,,j e n,r̥ j a t,pˤ r e t,b r gʲ a d,,ɕ i ʔ ⁴,,j a r,j e t,c i + ʃ a t,v j ɑ́,dʑ a l,ç ɛ ʈ ⁵⁵,p a ʔʲ ²,,ɟ j e ⁵⁵
1841_203_thestoneapieceof,,,,,,,ʂ ʅ ³⁵ tʰ o./o u ⁰,,,,,ts i ɛ ʔ ⁵,,,,,,s ɛ k ² tʰ ɐ u ²¹,,,,ts i ɔ ʔ ⁵,,,,,,,,s a k ⁵ k u ³²,,,,,,,d ɑ̟ k,,,,,,,,,,,ʂ a ʔ ⁵ tʰ iu ²¹,,
1842_205_thesun,,,,,,,tʰ æ i ⁵¹ j ɑ ŋ ⁰,,,,,,,,,,,,,,,,,,,,,,,tʰ a i ⁵⁵ j ɔ ŋ ²¹,,,,,,,,,,,,,,,,,,tʰ a i ⁵³ ʐ ɔ ŋ ²¹,,
1845_211_thethigh,,,,,,,t a ⁵¹ tʰ u i ²¹⁴,,,,,t u a ¹¹ k a ³³ tʰ u i ⁵³,,,,,,,,,,k a ³³ t u a ¹¹ tʰ u i ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ a i ⁵³/⁵⁵ tʰ u i ²¹,,
1846_218_thethunder,,,,,,,t a ²¹⁴/²¹ l e i ³³,,,,,l u i ⁵⁵/¹¹ k o./o ŋ ³³,,,,,,h a ŋ ²¹ l ø y ²¹,,,,l u i ⁵⁵/¹¹ k o./o ŋ ³³,,,,,,,,l ʊ y ²¹ k ʊ ŋ ³³,,,,,,,C/k + rˤ u j,,,,,,,,,,,l u i ²⁴,,
1849_219_thetiger,,,,,,,l ɑ o./o ²¹⁴/³⁵ x u ²¹⁴,,,,,l a u ³⁵/¹¹ h o./o u ⁵³,,,,,,l o./o u ²³ f u ³⁵,,,,l a u ³⁵/¹¹ h o./o u ³¹,,,,,,,,l a u ⁵⁵ f u ³²,,,,,,,qʰˤ r a ʔ,,,,,,,,,,,l ɑ ɔ ²¹/³³ f u ²¹,,
1850_222_thetongue,,,,,,,ʂ ɤ ³⁵ tʰ o./o u ⁰,,,,,ts i ʔ ⁵,,,,,,,,,,ts i ʔ ⁵,,,,,,,,s ɛ t ⁵ m a ²¹,,,,,,,m ə + l a t,,,,,,,,,,,ʂ ɛ ʔ ⁵ m a ²¹,,
1853_223_thetoothfront,,,,,,,j a ³⁵,,,,,g ɛ ⁵⁵,,,,,,t ai ²² ŋ a ²¹,,,,g ɛ ⁵⁵,,,,,,,,m u n ²¹ ŋ a ²¹,,,,,,,,,,,,,,,,,,m i n ²⁴ ŋ a ²⁴,,
1855_224_thetree,,,,,,,j i ⁵¹ kʰ ɯ ɤ ⁵⁵ ʂ u ⁵¹,,,,,tsʰ i u ¹¹,,,,,,j ɐ t ⁵ pʰ ɔ ⁵³ s y ²²,,,,tsʰ i u ¹¹,,,,,,,,s u ⁵⁵,,,,,,,,,,,,,,,,,,ʂ u ⁵³/⁵⁵ t i ²¹,,
1856_238_thewind,,,,,,,f ə ŋ ⁵⁵,,,,,h u a ŋ ³³,,,,,,f ʊ ŋ ⁵³,,,,h u a ŋ ³³,,,,,,,,f ʊ ŋ ³³,,,,,,,p r ə m,,,,,,,,,,,f ʊ m ⁴⁵,,
1857_239_thewing,,,,,,,ʈʂʰ ʅ ⁵¹ p r/a ŋ ²¹⁴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s + kʰ e + s,,,,,,,,,,,,,
185_98_hundred,p a k ³⁵,w ɟ j æ,,,,dʑ a ⁵³,p a i ²¹⁴,,j a ⁵⁵,g j a,r à/a,p ɛ ʔ ²,,r j ə,,,,p a k ³,,,ɣ u r ʑ a,p ɛ ʔ ²,,,,,c a ¹³,,h ɛ̠̃ ³³,p a k ³,,p ə + r j ɐ,j ɔ ³¹,,,r j ā/aː,pˤ r a k,b r g j a,,t i ʔ ⁴ + j ɑ ²²,g j a,j i r,,,r j î/i,dʑ a + tʰ a + m b a,p a k ³⁵,p a ʔ ²,,ɟ j i ¹³
1862_242_thewoman,,,,,,,n y ²¹⁴/²¹ ʐ ə n ⁰,,,,,,,,,,,n ø y ²³ j ɐ n ²¹/³⁵,,,,,,,,,,,,,,,,,,,n r a ʔ,,,,,,,,,,,,,
1862_88_here,,,,,,,,ɕ iː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865_242_thewoman,,,,,,,,,,,,ts a ³³ b o./o u ⁵³,,,,,,,,,,ts a ³³ b o./o u ³¹,,,,,,,,p u ³⁵ ŋ i ɔ ŋ ²¹,,,,,,,,,,,,,,,,,,f u ⁵³ n i n ²⁴ k a ⁴⁵,,
1865_88_here,,,,,,,,,,,,,,,e ⁵⁵ + g o./o ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866_245_theyear,n̥ ə k ⁵⁵,,,,,,tɕ i n ⁵⁵ n i a n ⁰,ȵ i ŋ,,,,n ĩ ⁵⁵,,,k ɯ ³¹ + n ɯ ŋ ⁵⁵,n i ŋ ⁵⁵,,k ɐ m ⁵³ n i n ²¹/³⁵,,,,n ĩ ⁵⁵,ʃ ă ³¹ + n i ŋ ³³,,,,,,,ŋ i ɛ n ²¹,,,,n i ng/ŋ k á/a n,ȵ i ŋ,ʔ a + nh/n̊ a c,C/k + nˤ i ŋ,,,n̥ i ʔ ⁴,,,,,,,n̥ ɤ k ⁵⁵,n i e n ²⁴,i ⁵⁵ + n u ⁵⁵,
1866_88_here,,,,,,,,,,,,,,,,j ɑ ⁵⁵ + k ɑ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867_106_theknee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gh/gʰ u n n ɔ,,,,,,,,,
1867_88_here,,,,,,,,,,,,,,,,,,,,,k ɯ r e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868_210_thick,,,,,,,x o./o u ⁵¹,,,,,k a u ³⁵,,,,,,h ɐ u ²³,,,,k a u ³⁵,,,,,,,,,,,,,,,C/k ə + gˤ o./o ʔ,,,,,,,,,,,h i u ⁵³,,
1868_88_here,,,,,,,,,,,,,,,,,,,,,,,n ³³ + t a i ³³ + k o̠ ʔ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869_210_thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ u n ³³,,,,,,,,,,,,,,,,,,pʰ i n ⁴⁵,,
1869_88_here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ e̠ ³³ + k u ɑ̠ ³³,,,,,,,,,,,,,,,,,,,,,
186_56_thefish,ŋ a ³¹ + ʂ u a ³¹,ȵ æ,ŋ ŏ ²¹ + ts o./o ²¹,ŋ a,ŋ a,ȵ a ²³¹,j i ⁵¹ tʰ i ɑ o./o ³⁵ j y ³⁵,o./o + ŋ oː,ŋ ə̆ ³¹ + t a ³¹,ɲ a,n̺ j aː,h ɯ ⁵⁵,ŋ a ʔ,,t ɑ ³¹ + ŋ ɑ ŋ ⁵³,ŋ ɯ ⁵⁵ + tɕ i ⁵⁵,n a ʔ + t o./o k,j ɐ t ⁵ tʰ i u ²¹ j y ²¹/³⁵,ŋ àa/a,,,h ɯ ⁵⁵,ŋ a ⁵⁵,ŋ ɵ,ŋ a,ŋ ə̆ ³¹ + ts o./o ³³,ȵ a ¹³,ŋ a,ŋ u ɑ ⁵⁵,m ²¹,s a + ŋ̊ a,,ŋ ə̆ ³¹ + ts ɔ ³¹,,ŋ a,ṅ/n ā/aː h,r + ŋ a,ɲ a,n á/a,ŋ ɑ ⁵⁵,,,ŋ oː,,,ȵ a,ŋ̊ ɔ̆ ³¹ + ʂ ɔ ³¹,m ²⁴ t i ²¹,ɑ ⁵⁵ + ŋ ɑ ⁵⁵,
1870_212_thinobject,,,,,,,p ɑ o./o ³⁵,,,,,p o./o ʔ ⁵,,,,,,p ɔ k ³³,,,,p o./o ʔ ⁵,,,,,,,,pʰ o./o k ⁵,,,,,,,,,,,,,,,,,,pʰ ɔ ʔ ⁵,,
1871_215_thousecondpersonsingular,,,,,,,n i ²¹⁴,,,,,,,,,,,n e i ²³,,,,,,,,,,,,,,,,,,,nˤ ə r ʔ,,,,,,,,,,,,,
1872_215_thousecondpersonsingular,,,,,,,,,,,,l ɯ ⁵³,,,,n ɑ ⁵³,n a ʔ + a,,,,,l ɯ ³¹,,,,,,,,,,,,,,,n a ʔ,,,,,,,n ɐ,,,,,,
1873_8_tobealive,,,,,,,x u ɔ ³⁵,,,,,u a ʔ ⁵,,,,,,,,,,u a ʔ ⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874_163_theroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dʑ ɑ̠ ³³ + g u̠ ³³,,,,,,,,,,,,,,,,,,,,,
1874_88_here,,,,,,,,,,,,,,,,,,,,,,,,t ɛ b i,,,,,,,,,,,,,,,,,,,,,,,,,,
1875_88_here,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ɔ,,,,,,,,,,,,,,,,,,,,,,
1875_8_tobealive,,,,,,,,,,,,,,,ɑ ³¹ + s ɯ ŋ ⁵⁵,,,s a ŋ ⁵³,,,,,,,,,,,,s a ŋ ³³ ɛ ⁵⁴,,,,,,,s r e ŋ,,,,,,,,,,,s a ŋ ⁴⁵/³⁵ k e ⁵³,s ɯ ŋ ⁵⁵,
1876_36_dirty,,,,,,,,,,,,,,,,,,w u ⁵³ ts o./o u ⁵³,,,,,,,,,,,,,,,,,,,qʷˤ r a,,,,,,,,,,,,,
1877_13_tobite,,,,,,,j ɑ o./o ²¹⁴,,,,,,,,,,,ŋ a u ²³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878_13_tobite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ a k ³,,,,,,,,,,,,,,,,,,ŋ a ʔʲ ²,,
187_120_long,,,,,,,,,,g j a ŋ j a ŋ,,,g j a ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884_23_tochew,,,,,,,tɕ i ɑ o./o ³⁵,,,,,,,,,,,ts i u ²²,,,,,,,,,,,,tsʰ i a u ⁵⁵,,,,,,,dz e w k + s,,,,,,,,,,,tɕʰ i ɑ ɔ ⁵³,,
1885_23_tochew,,,,,,,,,,,,p o./o u ¹¹,,,,,,,,,,p o./o u ¹¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886_29_tocount,,,,,,,ʂ u ²¹⁴,,,,,s i o./o u ⁵³,,,,,,s o./o u ³⁵,,,,s i a u ³¹,,,,,,,,s u ³²,,,,,,,s + r o./o ʔ,,,,,,,,,,,,,
1888_30_tocryweep,,,,,,,kʰ u ⁵⁵,,,,,,,,,,,h ʊ k ⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889_30_tocryweep,,,,,,,,,,,,kʰ a u ⁵³,,,,,,,,,,kʰ a u ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890_175_seven,,,,,,,,,,,,,,,w e ŋ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i ⁵⁵ + ɦ o./o ŋ ⁵⁵,
