ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,English_Gloss_in_Source,French_Gloss_in_Source
Margi-187_east-1,d8decabd-5c03-4e70-8ed3-0dff5da6dee6,Margi,187_east,gədi,gədi,g ə d i,,hoffmann1963,17392,,^ g ə d i $,default,east,
Merey-187_east-1,3511371e-b945-4a8e-95d7-b87db54ee1cb,Merey,187_east,bəzay i gəma,bəzay_i_gəma,b ə z a j + i + g ə m a,,gravinaetalprog,19595,,^ b ə z a y _ i _ g ə m a $,default,east,Est
Mpade-187_east-1,977c008f-f1a4-421f-9144-2a4ab75e4c1b,Mpade,187_east,gɨ̀dí,gɨdí,g ɨ d i,,allisonnd,6023,,^ g ɨ d í $,default,east,Est
Mser-187_east-1,02dc58e6-825a-4f9b-a540-b0f274e3eb54,Mser,187_east,gɨdi,gɨdi,g ɨ d i,,allisonnd,6023,,^ g ɨ d i $,default,east,Est
Muyang-187_east-1,51c2c29e-b00a-4fdb-9132-2b0e0cb7389e,Muyang,187_east,eɡezi,eɡezi,e g e z i,,smith,18403,,^ e ɡ e z i $,default,east,est
Nyimatli-187_east-1,000d11fa-5534-4b9d-870c-393737ff6f44,Nyimatli,187_east,ɗokhatla,ɗokhatla,ɗ o kʰ a t l a,,,2937,,^ ɗ o kh a t l a $,default,east,
ShoaArabic-187_east-1,ae45a3b6-3357-4011-bc31-9000cd7be250,ShoaArabic,187_east,sabah,sabah,s a b a h,,,6023,,^ s a b a h $,default,east,Est
Afade-188_eat-1,17bb186b-99af-457b-a8a5-a32ce67b66db,Afade,188_eat,sɨm; sɨmun,sɨm,s ɨ m,,allisonnd,12143,,^ s ɨ m $,default,eat,manger
Bata-188_eat-1,30dc4159-acd1-4f70-8896-0b6541c42112,Bata,188_eat,sùm,sùm,s u m,,boyd2005;pweddon2001,7583,,^ s ù m $,default,eat,
Buduma-188_eat-1,6a182fb3-66d4-407a-9c3e-66a37efab7a2,Buduma,188_eat,"kəlam, həm",kəlam,k ə l a m,,mckone2009,12143,,^ k ə l a m $,default,eat,manger
Buwal-188_eat-1,92dacaff-bbeb-4c63-868b-4f46368fd2d7,Buwal,188_eat,zɑm,zɑm,z ɑ m,,viljoenproga,15044,,^ z ɑ m $,default,eat,manger
Cuvok-188_eat-1,16ab0450-8471-46d2-8b11-9b7453528b87,Cuvok,188_eat,nda,nda,n d a,,ndokobaiproga,4599,,^ n d a $,default,eat,manger
Dugwor-188_eat-1,c7446bfa-c235-4a54-a786-e1bc7683cb13,Dugwor,188_eat,manday,manday,m a n d a j,,gravina2004,8290,,^ m a n d a y $,default,eat,manger
Gavar-188_eat-1,d4b98f74-c813-4000-8e73-530e4a17f336,Gavar,188_eat,zəm,zəm,z ə m,,viljoenprogb,3248,,^ z ə m $,default,eat,manger
Gemzek-188_eat-1,d52fe099-4011-430a-8819-669949564664,Gemzek,188_eat,mezeme,mezeme,m e z e m e,,gravinanda,1031,,^ m e z e m e $,default,eat,manger
GizigaMarva-188_eat-1,0dea50e4-9604-44ab-85d3-53bf417294d2,GizigaMarva,188_eat,zuma goɗ,zuma_goɗ,z u m a + g o ɗ,,gravina2004,20302,,^ z u m a _ g o ɗ $,default,eat,manger
KamweFutu-188_eat-1,4fd6fd45-e59d-446a-b9fb-a970f424e87b,KamweFutu,188_eat,zimo,zimo,z i m o,,harley2009a,8346,,^ z i m o $,default,eat,
Kanuri-188_eat-1,36ac508f-7b37-4569-b617-560e8d5de0d3,Kanuri,188_eat,"asəmangîn, asəmajîn",asəmangîn,a s ə m a n g i n,,,6448,,^ a s ə m a n g î n $,default,eat,manger
Kanuri-188_eat-2,f354fd98-43fd-48c6-ab0c-2d2ca37b7b19,Kanuri,188_eat,atâm,atâm,a t a m,,,3667,,^ a t â m $,default,eat,manger
Lagwan-188_eat-1,b8d84ae2-e211-44ea-9dba-d9c3b1eca3db,Lagwan,188_eat,"zɨmwun (zɨmi, zɨm)",zɨmwun_,z ɨ mʷ u n,,shryocknd,12143,,^ z ɨ mw u n _$,default,eat,manger
Lamang-188_eat-1,f9a1092b-6b25-463f-9df3-e81434ba323d,Lamang,188_eat,za,za,z a,,wolffnd,1339,,^ z a $,default,eat,
Mafa-188_eat-1,36a478be-0748-439b-8934-576e261a1c1a,Mafa,188_eat,nda,nda,n d a,,barreteau1990,3424,,^ n d a $,default,eat,manger
Malgbe-188_eat-1,e35840bf-aa75-4d36-8353-19e1efe9e694,Malgbe,188_eat,tagɨdɨ wa,tagɨdɨ_wa,t a g ɨ d ɨ + w a,,allisonnd,8317,,^ t a g ɨ d ɨ _ w a $,default,eat,manger
Mbara-188_eat-1,6d6bc4ad-7b42-4937-99f7-466c0e0fa9f2,Mbara,188_eat,zum,zum,z u m,,tourneux1986,20331,,^ z u m $,default,eat,manger
Mbazla-188_eat-1,e22f839b-51a0-4d05-8d0a-45ec01e616a3,Mbazla,188_eat,zìmíʼ,zìmíʼ,z i m i ʔ,,seignobos1984;tourneux1987,17741,,^ z ì m í ʼ $,default,eat,manger
Mbudum-188_eat-1,26e069a1-3b83-4f4f-8de0-44ccc100e873,Mbudum,188_eat,zum,zum,z u m,,ndokobaiprogb,18704,,^ z u m $,default,eat,manger
Mbuko-188_eat-1,43550f8f-7956-4c7d-afc5-70a2603679af,Mbuko,188_eat,mbalay,mbalay,m b a l a j,,gravinaprog,12536,,^ m b a l a y $,default,eat,manger
Mbuko-188_eat-2,48099497-ea51-4cfc-9b85-3a733670373f,Mbuko,188_eat,məmok,məmok,m ə m o k,,gravinaprog,6001,,^ m ə m o k $,default,eat,manger
Mbuko-188_eat-3,61a8df34-5d7f-44d1-8aa1-13c8da250762,Mbuko,188_eat,pa,pa,p a,,gravinaprog,4559,,^ p a $,default,eat,manger
Mbuko-188_eat-4,d881f93e-4e54-41d5-8651-e9695edf74a0,Mbuko,188_eat,rac,rac,r a c,,gravinaprog,16725,,^ r a c $,default,eat,manger
Merey-188_eat-1,75028608-f9fd-43dc-acf1-71671de5986f,Merey,188_eat,nda way,nda_way,n d a + w a j,,gravinaetalprog,2173,,^ n d a _ w a y $,default,eat,manger
Moloko-188_eat-1,bf0ff4a6-f264-447d-b063-9dd9b531da49,Moloko,188_eat,zom,zom,z o m,,friesennd,191,,^ z o m $,default,eat,manger
Mpade-188_eat-1,856f8b3c-aa53-4a43-bf70-fb11bc1f9d55,Mpade,188_eat,sɨ̀m,sɨm,s ɨ m,,allisonnd,12143,,^ s ɨ m $,default,eat,manger
Mpade-188_eat-2,ea6f0a3d-5b7a-4c26-920d-cae9a2d9b808,Mpade,188_eat,hɨn àtám,hɨn_àtám,h ɨ n + a t a m,,allisonnd,3667,,^ h ɨ n _ à t á m $,default,eat,manger
Mser-188_eat-1,8353e536-e987-4f15-9a2e-8e653a0adcc1,Mser,188_eat,jim,jim,j i m,,allisonnd,12143,,^ j i m $,default,eat,manger
Muyang-188_eat-1,5222f5af-0566-4640-8e60-976e9e6316fb,Muyang,188_eat,dərɗɑy,dərɗɑy,d ə r ɗ ɑ j,,smith,11562,,^ d ə r ɗ ɑ y $,default,eat,manger
Muyang-188_eat-2,5325fb93-9c71-495c-8954-521ff219320d,Muyang,188_eat,məh,məh,m ə h,,smith,15606,,^ m ə h $,default,eat,manger
Muyang-188_eat-3,a19eaaa7-fb42-4d04-82f5-5e4c109efbba,Muyang,188_eat,njekesley,njekesley,n j e k e ɬ e j,,smith,4534,,^ n j e k e sl e y $,default,eat,manger
Muyang-188_eat-4,ba4d1e6c-beb6-49f5-9c34-2047e0babd98,Muyang,188_eat,həpəɗ,həpəɗ,h ə p ə ɗ,,smith,13137,,^ h ə p ə ɗ $,default,eat,croquer
Muyang-188_eat-5,bdfdf2c9-29f3-4bfb-83ee-539b25cc6da7,Muyang,188_eat,sləpɑy,sləpɑy,ɬ ə p ɑ j,,smith,20411,,^ sl ə p ɑ y $,default,eat,manger (de liquide)
Muyang-188_eat-6,cf226b06-7557-4878-88eb-375a3880ed4c,Muyang,188_eat,timey,timey,t i m e j,,smith,18627,,^ t i m e y $,default,eat,manger
Muyang-188_eat-7,dcc1558f-3ab9-4ab4-9ce1-4494297b9c25,Muyang,188_eat,nək,nək,n ə k,,smith,15848,,^ n ə k $,default,eat,mangeant (poudre)
Nyimatli-188_eat-1,c0ae54a3-c3dd-4410-8e27-ab838489fd29,Nyimatli,188_eat,zu̱mi,zu̱mi,z u m i,,,12572,,^ z u̱ m i $,default,eat,
Nyimatli-188_eat-2,e39a42f6-0784-4708-b0bc-0777575ebe37,Nyimatli,188_eat,zu̱m,zu̱m,z u m,,,18703,,^ z u̱ m $,default,eat,
Ouldeme-188_eat-1,3aebd13f-907b-4bcf-a9d5-6e96ae20f8f0,Ouldeme,188_eat,ndày,ndày,n d a j,,kinnairdproga,4418,,^ n d à y $,default,eat,"manger, ronger, user; manger sans croquer"
Ouldeme-188_eat-2,d1f53ad4-1049-4b8a-814e-5703298c83ed,Ouldeme,188_eat,hàs,hàs,h a s,,kinnairdproga,7944,,^ h às $,default,eat,manger la boule sans sauce
Ouldeme-188_eat-3,fbfd8b19-458b-4a0d-a3e4-60e1a4c338af,Ouldeme,188_eat,pàɗ,pàɗ,p a ɗ,,kinnairdproga,5936,,^ p à ɗ $,default,eat,croquer ; manger la viande ou qqch de dure
Psikye-188_eat-1,f340e425-e3a0-4dc0-abab-bf606b06646d,Psikye,188_eat,zəmə́,zəmə,z ə m ə,,mazzucci2006,3843,,^ z ə m ə $,default,eat,
Vame-188_eat-1,35c8d49b-1dfa-4a4a-bd25-1e2158488464,Vame,188_eat,píyā,píyā,p i j a,,kinnairdprogb,2529,,^ p í y ā $,default,eat,manger
Vame-188_eat-2,8ec1539f-7812-454b-8b10-da28e1bbadf1,Vame,188_eat,fə̄lə̄m,fə̄lə̄m,f ə l ə m,,kinnairdprogb,529,,^ f ə̄ l ə̄ m $,default,eat,manger
Zina-188_eat-1,55ded261-5940-4a14-abdc-d31408fe1efa,Zina,188_eat,ɗàmà,ɗàmà,ɗ a m a,,schmidtetal2002,18438,,^ ɗ à m à $,default,eat,manger
Afade-189_egg-1,304b11ef-bfbd-4550-b0e9-a6b77e730bc5,Afade,189_egg,enslo,enslo,e n s l o,,allisonnd,8398,,^ e ns l o $,default,egg,œuf
Bata-189_egg-1,8878f905-0223-48dd-a6ba-4e28b470240f,Bata,189_egg,ɗùùle,ɗùùle,ɗ uː l e,,boyd2005;pweddon2001,7714,,^ ɗ ùù l e $,default,egg,
Buduma-189_egg-1,b40b0262-96e7-447d-a2d5-bff8126d6008,Buduma,189_egg,ambay,ambay,a m b a j,,mckone2009,7730,,^ a m b a y $,default,egg,œuf
Buwal-189_egg-1,a92c58c3-a975-480f-9a4c-bb2f50578a51,Buwal,189_egg,nesle,nesle,n e ɬ e,,viljoenproga,8309,,^ n e sl e $,default,egg,œuf
Cuvok-189_egg-1,e7cebfe4-c4d6-464a-bef9-c79ab3b8c6d0,Cuvok,189_egg,slesley,slesley,ɬ e ɬ e j,,ndokobaiproga,15013,,^ sl e sl e y $,default,egg,œuf
Dghwede-189_egg-1,c21823a0-2781-4f77-8c9a-43c6acc52573,Dghwede,189_egg,sləsle,sləsle,ɬ ə ɬ e,,frick1977,4171,,^ sl ə sl e $,default,egg,
Dugwor-189_egg-1,d5cf604d-c1b0-4a5c-bd57-556914d3029f,Dugwor,189_egg,aslay,aslay,a ɬ a j,,gravina2004,7093,,^ a sl a y $,default,egg,œuf
Fulfulde-189_egg-1,ff86f246-0bd7-4c80-8b79-756ba7ff199c,Fulfulde,189_egg,rendere,rendere,r e n d e r e,,,13001,,^ r e n d e r e $,default,egg,œuf
Ga-189_egg-1,5c359c86-cbb9-4da7-bbc4-461f1e2f479c,Ga,189_egg,nggeʼla,nggeʼla,n gː e ʔ l a,,manewman1978,12803,,^ n gg e ʼ l a $,default,egg,
Gavar-189_egg-1,b0138fd3-e188-465d-886d-86bd538e4286,Gavar,189_egg,ɑnsli,ɑnsli,ɑ n s l i,,viljoenprogb,3276,,^ ɑ ns l i $,default,egg,œuf
Gemzek-189_egg-1,e80c047e-a3a7-45bf-8b63-0ce41f18b72f,Gemzek,189_egg,ɗəsle,ɗəsle,ɗ ə ɬ e,,gravinanda,2046,,^ ɗ ə sl e $,default,egg,œuf
GizigaMarva-189_egg-1,4db7978b-6c71-46f4-b456-ce639259f93b,GizigaMarva,189_egg,atesl,atesl,a t e ɬ,,gravina2004,19060,,^ a t e sl $,default,egg,œuf
KamweFutu-189_egg-1,6954fd13-e2d1-4cb0-a941-fd2d7115a694,KamweFutu,189_egg,yətle,yətle,j ə t l e,,harley2009a,864,,^ y ə t l e $,default,egg,
Kanuri-189_egg-1,ee6e0233-c10a-4e56-b80f-3f9f00c9f3a5,Kanuri,189_egg,ngə́wúl / ngə́wə́l // ngә́vә́l,ngəwúl,n g ə w u l,,,9182,,^ n g ə w ú l $,default,egg,œuf
Lagwan-189_egg-1,20e6aeca-264d-4af1-b0c3-987e7a098a0f,Lagwan,189_egg,nslɨ,nslɨ,n s l ɨ,,shryocknd,8398,,^ ns l ɨ $,default,egg,œuf
Malgbe-189_egg-1,f988101e-cd33-42c4-8541-6ca501d2405e,Malgbe,189_egg,enslɨ,enslɨ,e n s l ɨ,,allisonnd,8398,,^ e ns l ɨ $,default,egg,œuf
Margi-189_egg-1,98ea73cf-d6b3-4d31-9edf-9d9cc456474c,Margi,189_egg,ihyi,ihyi,i h j i,,hoffmann1963,6267,,^ i h y i $,default,egg,
Mbara-189_egg-1,c554a107-49a1-424e-87e8-3fab65ee6e30,Mbara,189_egg,ŋzla,ŋzla,ŋ ɮ a,,tourneux1986,3932,,^ ŋ zl a $,default,egg,
Mbazla-189_egg-1,c9391ae1-bc7a-4d91-880e-bc0658bc85a7,Mbazla,189_egg,àfáiʼ,àfáiʼ,a f a i ʔ,,seignobos1984;tourneux1987,10935,,^ à f á i ʼ $,default,egg,oeuf
Mbudum-189_egg-1,fc4a52ef-baf5-4681-819d-2c8d9f0897fc,Mbudum,189_egg,miɬiɗ,miɬiɗ,m i ɬ i ɗ,,ndokobaiprogb,19827,,^ m i ɬ i ɗ $,default,egg,œuf
Merey-189_egg-1,01954199-037a-429e-8bbb-d8a63ba766f8,Merey,189_egg,ɗəsle,ɗəsle,ɗ ə ɬ e,,gravinaetalprog,13585,,^ ɗ ə sl e $,default,egg,œuf
Merey-189_egg-2,617332cd-f6d4-48ec-8d54-7c629ec24828,Merey,189_egg,ɗəsle,ɗəsle,ɗ ə ɬ e,,gravinaetalprog,13585,,^ ɗ ə sl e $,default,egg,œuf
Moloko-189_egg-1,e0ff6657-a5bb-41e4-ac7d-18fbb637f7e0,Moloko,189_egg,eslesleɗ,eslesleɗ,e ɬ e ɬ e ɗ,,friesennd,9430,,^ e sl e sl e ɗ $,default,egg,oeuf
Mpade-189_egg-1,8c93c77c-070c-4848-8d40-400c8470b635,Mpade,189_egg,ènshó,ènshó,e n ʃ o,,allisonnd,8398,,^ è nsh ó $,default,egg,œuf
Mser-189_egg-1,9ad871ea-589e-426b-86da-62fe891fc701,Mser,189_egg,ensɨ,ensɨ,e n s ɨ,,allisonnd,8398,,^ e ns ɨ $,default,egg,œuf
Muyang-189_egg-1,9bca6ae7-1c66-4d81-9a10-b5e9db1e5efa,Muyang,189_egg,eysli,eysli,e j ɬ i,,smith,16432,,^ e y sl i $,default,egg,oeuf
Muyang-189_egg-2,de3660d8-a5e4-48f5-91a3-f957af832d13,Muyang,189_egg,eysli,eysli,e j ɬ i,,smith,16432,,^ e y sl i $,default,egg,oeuf
Nyimatli-189_egg-1,1a5bd176-cc09-4925-ac1c-97be5a13465f,Nyimatli,189_egg,nggaral,nggaral,n gː a r a l,,,50,,^ n gg a r a l $,default,egg,
Ouldeme-189_egg-1,00132d04-9745-4ca2-9764-1e28f4687955,Ouldeme,189_egg,slàsláy,slàsláy,ɬ a s l a j,,kinnairdproga,19462,,^ sl às l á y $,default,egg,oeuf
ShoaArabic-189_egg-1,d833e21d-eb96-4022-9827-0d8211c9de3c,ShoaArabic,189_egg,bêd,bêd,b e d,,,16539,,^ b ê d $,default,egg,œuf
Sukur-189_egg-1,a235e8d8-f8ca-4255-b1be-370dc6581ec6,Sukur,189_egg,ndaŋazlay,ndaŋazlay,n d a ŋ a ɮ a j,,david1996;thomasprog,15267,,^ n d a ŋ a zl a y $,default,egg,
Vame-189_egg-1,6c5de964-aafa-4eaf-b152-e4b29cfa2d49,Vame,189_egg,zláy,zláy,ɮ a j,,kinnairdprogb,18221,,^ zl á y $,default,egg,oeuf
Zina-189_egg-1,4d7252a4-d2f7-4b1c-b9f6-b0288e6ada56,Zina,189_egg,nsí,nsí,n s i,,schmidtetal2002,8398,,^ ns í $,default,egg,œuf
Afade-28_eggplant-1,eedfe46d-347a-4f67-a943-0e3cf3c65073,Afade,28_eggplant,yalo,yalo,j a l o,,allisonnd,7424,,^ y a l o $,default,egg-plant,aubergine
Buwal-28_eggplant-1,3399a85f-b14a-4fe6-8fcb-4968c43be343,Buwal,28_eggplant,gwɑŋkwɑyɑh,gwɑŋkwɑyɑh,gʷ ɑ ŋ kʷ ɑ j ɑ h,,viljoenproga,2163,,^ gw ɑ ŋ kw ɑ y ɑ h $,default,egg-plant,aubergine
Cuvok-28_eggplant-1,77ae2d61-777b-4578-bc55-b6af8a496931,Cuvok,28_eggplant,kakayah,kakayah,k a k a j a h,,ndokobaiproga,6438,,^ k a k a y a h $,default,egg-plant,aubergine
Dugwor-28_eggplant-1,55ecd523-f50e-4eaf-a36b-024ba2ef529b,Dugwor,28_eggplant,kwita,kwita,kʷ i t a,,gravina2004,2394,,^ kw i t a $,default,egg-plant,aubergine
Gavar-28_eggplant-1,e8888ded-901c-4bba-907a-7d9119be33fc,Gavar,28_eggplant,keŋkeh,keŋkeh,k e ŋ k e h,,viljoenprogb,10537,,^ k e ŋ k e h $,default,egg-plant,aubergine
Gemzek-28_eggplant-1,3bd0eb7a-d60c-4041-86f3-8439f8a72d7e,Gemzek,28_eggplant,makambeyew,makambeyew,m a k a m b e j e w,,gravinanda,17135,,^ m a k a m b e y e w $,default,egg-plant,aubergine
GizigaMarva-28_eggplant-1,42246c13-c617-4e3c-87fb-5fa45d1fc4d7,GizigaMarva,28_eggplant,kərbaya,kərbaya,k ə r b a j a,,gravina2004,10830,,^ k ə r b a y a $,default,egg-plant,aubergine
Hausa-28_eggplant-1,4cd56e36-ce2c-4afb-b383-db5cdf1c5162,Hausa,28_eggplant,yáalóo,yáalóo,j a a l o o,,,7424,,^ y á a l ó o $,default,egg-plant,aubergine
KamweFutu-28_eggplant-1,75041792-3073-49d7-90d7-4c15976f85ab,KamweFutu,28_eggplant,yitlo,yitlo,j i t l o,,harley2009a,16958,,^ y i t l o $,default,egg-plant,
Kanuri-28_eggplant-1,0f874e77-156f-405f-a936-53d9df399c42,Kanuri,28_eggplant,yáló,yáló,j a l o,,,7424,,^ y á l ó $,default,egg-plant,aubergine
Lagwan-28_eggplant-1,08cca08a-22c7-4336-9e64-3bee8657c2ed,Lagwan,28_eggplant,yalo,yalo,j a l o,,shryocknd,7424,,^ y a l o $,default,egg-plant,aubergine
Malgbe-28_eggplant-1,523480af-b0b9-4a19-b4ab-f9e58509db5f,Malgbe,28_eggplant,yalo,yalo,j a l o,,allisonnd,7424,,^ y a l o $,default,egg-plant,aubergine
Mbudum-28_eggplant-1,f8e53bd2-bcc0-425d-9ef7-27edeabe2a7a,Mbudum,28_eggplant,ɡaŋkija,ɡaŋkija,g a ŋ k i j a,,ndokobaiprogb,2884,,^ ɡ a ŋ k i j a $,default,egg-plant,aubergine
Merey-28_eggplant-1,7387047e-e932-498f-8a70-f9f4239c36ec,Merey,28_eggplant,mekembeyew,mekembeyew,m e k e m b e j e w,,gravinaetalprog,16891,,^ m e k e m b e y e w $,default,egg-plant,aubergine
Mpade-28_eggplant-1,e308d0f1-0138-42e3-ae86-ed0f84ec8daf,Mpade,28_eggplant,yáló,yáló,j a l o,,allisonnd,7424,,^ y á l ó $,default,egg-plant,aubergine
Mser-28_eggplant-1,97605aa1-8461-4efa-af9b-55a56ef62a7e,Mser,28_eggplant,yalo,yalo,j a l o,,allisonnd,7424,,^ y a l o $,default,egg-plant,aubergine
Nyimatli-28_eggplant-1,01074832-b10f-4c14-8bdc-c5ae35f497cc,Nyimatli,28_eggplant,chiinda,chiinda,tʃ iː n d a,,,5548,,^ ch ii n d a $,default,egg-plant,
ShoaArabic-28_eggplant-1,4fdaa196-fc41-4f8b-89ee-4906dbb312e2,ShoaArabic,28_eggplant,barzîn,barzîn,b a r z i n,,,7424,,^ b a r z î n $,default,egg-plant,aubergine
Zina-28_eggplant-1,b660de7d-37d7-4c2c-a8f4-a962b34f5676,Zina,28_eggplant,yaló,yaló,j a l o,,schmidtetal2002,7424,,^ y a l ó $,default,egg-plant,aubergine
Buwal-190_eggshell-1,75565903-4d82-4088-8bb1-12d6f590007a,Buwal,190_eggshell,hehelem,hehelem,h e h e l e m,,viljoenproga,1826,,^ h e h e l e m $,default,eggshell,coquille d'œuf
Buwal-190_eggshell-2,f6bb2c9b-e4f3-4018-abe5-27f2dd150ec2,Buwal,190_eggshell,pepezleŋ,pepezleŋ,p e p e ɮ e ŋ,,viljoenproga,8157,,^ p e p e zl e ŋ $,default,eggshell,coquille d'oeuf
Cuvok-190_eggshell-1,ab24a26e-25a3-4572-b5c4-50d533301c0c,Cuvok,190_eggshell,way ta slesley,way_ta_slesley,w a j + t a + ɬ e ɬ e j,,ndokobaiproga,777,,^ w a y _ t a _ sl e sl e y $,default,eggshell,coquille d'œuf
Dugwor-190_eggshell-1,045eef64-1be8-480d-b369-f9567ccee0fc,Dugwor,190_eggshell,kukoyak y aslay,kukoyak_y_aslay,k u k o j a k + j + a ɬ a j,,gravina2004,15331,,^ k u k o y a k _ y _ a sl a y $,default,eggshell,coquille d'œuf
Gavar-190_eggshell-1,b344b63c-8b45-4f97-a284-33e3f9e9c4cb,Gavar,190_eggshell,kuler ɑnsli,kuler_ɑnsli,k u l e r + ɑ n s l i,,viljoenprogb,12997,,^ k u l e r _ ɑ ns l i $,default,eggshell,coquille d'œuf
Gemzek-190_eggshell-1,c0b04ba3-b47f-4a41-895b-3ec8ab43620e,Gemzek,190_eggshell,dəba ɗəsle,dəba_ɗəsle,d ə b a + ɗ ə ɬ e,,gravinanda,4969,,^ d ə b a _ ɗ ə sl e $,default,eggshell,coquille d'œuf
GizigaMarva-190_eggshell-1,628af393-0348-4cda-a10a-d76a8201ed09,GizigaMarva,190_eggshell,kogoyok,kogoyok,k o g o j o k,,gravina2004,17173,,^ k o g o y o k $,default,eggshell,coquille d'œuf
KamweFutu-190_eggshell-1,24604e90-4d56-408f-88d2-8e969a8b32b6,KamweFutu,190_eggshell,jeghwa,jeghwa,j e gʷʱ a,,harley2009a,3489,,^ j e ghw a $,default,eggshell,
Lagwan-190_eggshell-1,80960edc-ab53-4853-b702-fef53121f64c,Lagwan,190_eggshell,gɨrva l nslɨ,gɨrva_l_nslɨ,g ɨ r v a + l + n s l ɨ,,shryocknd,6923,,^ g ɨ r v a _ l _ ns l ɨ $,default,eggshell,coquille d'œuf
Malgbe-190_eggshell-1,3a6c94e1-07bf-4135-8a0e-7338bea9854c,Malgbe,190_eggshell,kpa dɨ enslɨ,kpa_dɨ_enslɨ,k p a + d ɨ + e n s l ɨ,,allisonnd,6923,,^ k p a _ d ɨ _ e ns l ɨ $,default,eggshell,coquille d'œuf
Mbudum-190_eggshell-1,9ec21ebd-4760-4fe0-a078-f78a47686e68,Mbudum,190_eggshell,nɡoj ŋɡoj,nɡoj_ŋɡoj,n g o j + ŋ g o j,,ndokobaiprogb,6690,,^ n ɡ o j _ ŋ ɡ o j $,default,eggshell,coquille d'œuf
Merey-190_eggshell-1,0097ecb6-7200-4c4d-9382-0a580b294072,Merey,190_eggshell,dəba ɗəsle,dəba_ɗəsle,d ə b a + ɗ ə ɬ e,,gravinaetalprog,4969,,^ d ə b a _ ɗ ə sl e $,default,eggshell,coquille d'œuf
Mpade-190_eggshell-1,e3e8a283-e164-46c8-b973-97f988971540,Mpade,190_eggshell,ngwál sɨ̀ ènshó,ngwál_sɨ_ènshó,n gʷ a l + s ɨ + e n ʃ o,,allisonnd,6923,,^ n gw á l _ s ɨ _ è nsh ó $,default,eggshell,coquille d'œuf
Mser-190_eggshell-1,3349e0f7-a1d5-48ea-9f49-ac965c1984ea,Mser,190_eggshell,sˈavare,sˈavare,s ʔ a v a r e,,allisonnd,6923,,^ s ˈ a v a r e $,default,eggshell,coquille d'œuf
Nyimatli-190_eggshell-1,40cfcafa-62c1-430a-9904-814383f369a7,Nyimatli,190_eggshell,qu̱tli nggaral,qu̱tli_nggaral,q u t l i + n gː a r a l,,,8780,,^ q u̱ t l i _ n gg a r a l $,default,eggshell,
Bata-191_eight-1,c67f89ca-96c7-4e37-9914-64546dff43fd,Bata,191_eight,fwáafwát,fwáafwát,fʷ a a fʷ a t,,boyd2005;pweddon2001,9735,,^ fw á a fw á t $,default,eight,
Dghwede-191_eight-1,e3eaaf9a-1294-4881-9ecc-8001d54a496d,Dghwede,191_eight,təgishe,təgishe,t ə g i ʃ e,,frick1977,17027,,^ t ə g i sh e $,default,eight,
Ga-191_eight-1,7df6e8cb-c5fa-4a88-8972-762c32a33571,Ga,191_eight,foɗfoɗa,foɗfoɗa,f o ɗ f o ɗ a,,manewman1978,9735,,^ f o ɗ f o ɗ a $,default,eight,
Gemzek-191_eight-1,2a4851eb-22f1-4b89-b55c-2e141a54dbf1,Gemzek,191_eight,tsamahkan,tsamahkan,ts a m a h k a n,,gravinanda,18552,,^ ts a m a h k a n $,default,eight,huit
Gemzek-191_eight-2,e8b0b6ff-6f73-4e53-b737-6609c6ee3d41,Gemzek,191_eight,tsamakar,tsamakar,ts a m a k a r,,gravinanda,6142,,^ ts a m a k a r $,default,eight,huit
KamweFutu-191_eight-1,5b3f04cd-ef60-44f4-a726-29b3c5585f2e,KamweFutu,191_eight,dəghoso,dəghoso,d ə gʱ o s o,,harley2009a,11791,,^ d ə gh o s o $,default,eight,
Lamang-191_eight-1,a8ce1836-052a-49fb-9537-2bd78c585fdd,Lamang,191_eight,tə̀ghásá,təghásá,t ə gʱ a s a,,wolffnd,1591,,^ t ə gh á s á $,default,eight,
MargiS-191_eight-1,da00776d-e160-47a5-b245-da4189e55ad0,MargiS,191_eight,cissu,cissu,c i sː u,,harleyndb,3033,,^ c i ss u $,default,eight,
Mbara-191_eight-1,f6fc5444-434d-4a95-b81f-e109dff0e935,Mbara,191_eight,"misilay, musilay",misilay,m i s i l a j,,tourneux1986,3157,,^ m i s i l a y $,default,eight,huit
Mbazla-191_eight-1,d7d94602-7084-41cf-82a5-e4a653f0d875,Mbazla,191_eight,sàbúr,sàbúr,s a b u r,,seignobos1984;tourneux1987,12695,,^ s à b ú r $,default,eight,huit
Mbuko-191_eight-1,48f4671c-3b3e-4926-97a4-8297373d3022,Mbuko,191_eight,jəmaakan,jəmaakan,j ə m aː k a n,,gravinaprog,18552,,^ j ə m aa k a n $,default,eight,huit
Moloko-191_eight-1,90f6f337-94b1-440b-a923-4d5ef775e7ed,Moloko,191_eight,slalakar,slalakar,ɬ a l a k a r,,friesennd,3570,,^ sl a l a k a r $,default,eight,huit
Muyang-191_eight-1,a8a0e04a-f8ad-4e21-b150-35df27a4a38f,Muyang,191_eight,ɑzlɑlɑhkər,ɑzlɑlɑhkər,ɑ ɮ ɑ l ɑ h k ə r,,smith,18706,,^ ɑ zl ɑ l ɑ h k ə r $,default,eight,huit
