Cognate_ID,Afade,Bata,Buduma,Buwal,Cuvok,Dghwede,Dugwor,Fulfulde,Ga,Gavar,Gemzek,GizigaMarva,GizigaMoutourwa,Hausa,Hwana,KamweFutu,Kanuri,Kilba,Lagwan,Lamang,Malgbe,Maltam,Margi,MargiS,Mazera,Mbara,Mbazla,Mbudum,Mbuko,Merey,MofuGudur,Moloko,Mpade,Mser,Musgum,Muyang,Nyimatli,Ouldeme,Psikye,Sharwa,ShoaArabic,Sukur,Vame,Zina
2535_657_twist,,,,,,,,,,,,,,,,,,,s ʔ ɨ w u n + h e,,s ʔ ɨ w a d ɨ + h i,,,,,,,,,,,,s ʔ w a + g ɨ,s ʔ u l + o,,,,,,,,,,g u l m a
2536_38_beangry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j a f a l,,,,,,,,j a f a l,,,
2544_577_spit,,,,,,,,,,,,,,,,,,,t ɨ f e l + n a h e,,,,,,,,,,,,,,,t a f ɨ + gʱ r e j,,,,,,,,,,
2546_34_baobabtree,,,,,,,,,,,,,,,,,k a l u,,,,k a l k u k a,,,,,,,,,,,,k a l k u k a,k a l k u k a,,,,,,,k a l a k u k a,,,
2552_382_machetecutlass,ts u b ts u b,,a d a,,,,,,,,,,,a dː a a,,,a dː a,,m a r ɨ m + m e + s ɨ r a w u n,,b a n g o r o,,,,,,,,,,,,a d a,a d a,,,,,,,,,,
2553_494_remember,ɗ e + g o + k o + h e,,,,,,,,,,,,,,,,,,s u n + k a + a z e + gʷʱ e,,f a k a r,,,,,,,,,,,,l a + g o + k o + h e,l a + k a + k o + j ɨ,,,,,,,,,,
2566_254_forehead,s p i,,,,,,,,,,,,,,,,n g u m,,n k u l u m,,g e k p ɨ,,,,m a + a d e,,,,,,,,g e j k u,k u l u m,,,,,,,,,,
2600_527_sesameseed,s ɨ m s ɨ m,,,,,,,,,,,,,,,,m a r a ʃ i,,m a k ɨ m i,,s ɨ m s ɨ m,,,,,,,,,,,,s ɨ m s ɨ m,m ɨ r k ɨ n i,,,,,,,s u m s u m,,,
261_509_root,m ɓ a l e,,,,,,,,,,,,,,,,,,m ɓ ɨ l,,m g ɓ a l e,,,,,,,,,,,,m ɓ ɨ l,m ɓ ɨ l,,,,,,,,,,
2669_10_all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k ɑ t ɑ k ɑ p,,,,,,,,
2686_71_body,,,,,,,b a,,,,b a,,,,,,,,,,,,,,,,,,,b a,,,,,,,,,,,,,,
2699_383_witchcraft,,,,,,,,,,,,,,,,,k a r a,,g a w s ɨ n,,s ɨ r g ɨ,,,,,,,,,,,,g a w s ɨ n,g o w s ɨ n,,,,,,,,,,
2736_308_help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d a h a l,,,,,,,,s a hː a l,,,
2748_388_man,b ɨ l o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b l o,,,,,,,,,,,
2749_628_thousand1000,d u b ɨ w,,d ə b u,,,,,,,,,,,d u b u u,,,d ə w u,,d ɨ b u,,d u b u,,,,,,,,,,,,d u b u,d u b u,,,,,,,a l i f,,,d ə b u
2760_128_cold,,,t u ə l a j,,,,,,,,,,,,,,k a s a g ə,,,,,,,,,,,,,,,,k a s a g ɨ,,,,,,,,,,,
2795_310_here,,,h ə n d u,,,,,,,,,,,,,,,,m b a + ɨ n,,n g a + n a + r ɨ,,,,,,,,,,,,n g o + r o,n g o + r a,,,,,,,h i n i,,,m a + k i
2843_555_skull,k ɨ l a k a k a,,,,,,,,,,,,,,,,b u w o + k ə l a b e,,k ʔ ɨ l a + l + k aː,,n a c ʔ a n,e n s l i l g o,,,,,,,,,,,k l a k a k a,kʷ a f e + t ɨ + k o,,,,,,,,,,
2846_322_house,h o,,,,,,,,,,,,,,,,,,gʱ aː,,h a,,,,gʱ e,,,,,,,,h o,,,,,,,,,,,
284_441_oath,,,,,,,,,,,,,,,,,,,m ɨ h ɨ,,h a m u n,,,,,,,,,,,,h a m i,m a h a w u n,,,,,,,,,,
2857_386_hegoatbillygoat,ts ɨ s p i,,,,,,,,,,,,,,,,d a l,,z ɨ v g i,,f ɨ s k ɨ,s ɨ s p i,,,k u l a + d i s a,,,,,,,,f ɨ s k ɨ,s ɨ f g i,,,,,,,t ə s,,,a h u m
2862_452_ostrich,ts ɨ g ɨ l i,,,,,,,,,,,,,,,,k ə r g e g ə,,s ɨ k ɨ l e,,s k ɨ l,,,,,,,,,,,,s ɨ g ɨ l ɨ,s k l e,,,,,,,n a a m,,,
2867_599_swear,h ɨ m,,,,,,,,,,,,,,,,,,m ɨ h ɨ,,h a m u n,,,,,,,,,,,,h a m,m a h a,,,,,,,,,,h a m a
2868_216_father,a b a,,a bʱ ə,,,,,b aː b a,,,,,,,,,a bː a,,i b a,,a b a,,,,a b a,,,,,,,,a b a,p a b a,,,,,,,a bː a,,,b a b a
2891_134_corpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə ɓ ə s e m,,,,,,,,,,,,
2891_156_death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə ɓ ə s e m,,,,,,,,,,,,
2894_611_ten,,,,,,,,,,,d z e k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ʒ e m,
2939_531_sew,ɓ ɨ,,x ə,,,,,,,,,,,,,,,,s ɓ a w u n,,ɓ ɨ w u n,,,,,,,,,,,,h a ɓ u,s a ɓ ɨ,,,,,,,,,,
2953_411_mosquito,f ɨ l a s ɨ,,f ə l ə a c i,,,,,,,,,,,,,,k a n t a n a,,v ɨ l a s ɨ,,f ɨ l e,,,,,,,,,,,,f l a s ɨ,v l a s,,,,,,,b a u d a,,,
2960_487_rain,,,,,,,,,ʔ j e r a,,,,,,ʔʲ aː ɾ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973_448_onion,a l b a s a r,,l ə b a x a r,,,,,a l b a s a rː e,,,,,,a l b a s a,,,l u w a s a r,,a l b a s a r,,l e b e r,,,,,,,,,,,,a b a s a r,a l b a s a r,,,,,,,b a s a l,,,a l b a s a r
3001_406_monkey,f ɨ l i,,,,,,,,,,,,,,,,,,,,f l i,,,,,,,,,,,,f l i,,,,,,,,,,,
3005_24_arrive,,,,,,,,,,,,,,,,,,,l o w u n,,l u w u n,,,,,,,,,,,,k a + h o,l o,,,,,,,,,,
3008_149_cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c a ɬ a j,,,,,,,,,,,,
3008_463_pierce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c a ɬ a j,,,,,,,,,,,,
3027_1_abandon,,,,,,,,,,,,,,,,,,,b ɨ gʱ a lʷ u n,,j a j,,,,,,,,,,,,j i + g ɨ,ɓ a d a,,,,,,,,,,
3058_106_chaff,,,,,,,,,,,,,,,,,k a l i l i,,,,z a r a f ɨ,,,,,,,,,,,,m s ʔ a f a l,j a + s a + m a t e,,,,,,,,,,
3060_692_why,,,m ə n d o,,,,,,,,,,,,,,,,a + g e + gʷʱ a + n i,,g i + w a + r i,,,,,,,,,,,,g i + j i + l e,a + g i + w u + n i,,,,,,,m a l a,,,n a + w a n a
3068_538_defecate,,,,,,,,,,,,,,,,,,,n ɗ a s ɨ w u n,,s e d ɨ + f ɨ ɗ a,,,,,,,,,,,,g a + e n g u,j i + e n g o,,,,,,,,,,
3071_216_father,,,,,,,b ə b a,,,,,,,,,,,,,,,,,,,,,,,b ə b a,,,,,,,,,,,,,,
3080_114_chicken,,,,,,,,,,,,,,,,,,,k u s k u,,,,,,,,,,,,,,,k u s k u,,,,,,,,,,
3095_680_wave,,,b a b u l a m,,,,,,,,,,,,,,,,m a m b e t l ʔ i,,n g a c ʔ a w a n,,,,g a j ɨ w a,,,,,,,,,m e m b a s ʔ a,,,,,,,m o j,,,
3121_281_grave,,,,,,,,,,,,,,,,,k a w a r,,,,,,,,,,,,,,,,g o l + k a b a r,,,,,,,,x a b u r,,,
3125_471_pound,d e ɬ ʔ e l,,,,,,,,,,,,,,,,,,z ɨ r w u n,,m ɓ a w u n,,,,,,,,,,,,d i c i,z a l,,,,,,,,,,
3146_280_grasshopper,,,,,,,,,,,,,,,,,k a f i,,,,,,,,,,,,,,,,h a j o,,,,,,,,,,,
3164_72_bone,,,,,,,t e t e ɬ,,,,t e t e ɬ,,,,,,,,,,,,,,,,,,,t e t e ɬ,,,,,,t e t e ɬ,,t e t e ɬ,,,,,,
3166_162_dew,,,,,,,,,,,g u r m e ɗ,,,,,,,,,,,,,,,,,,,,,g u r m e ɗ,,,,g u r m e ɗ,,g u r m e ɗ,,,,,,
3182_558_slip,,,,,,,,,,,,,,,,,,,ɮ ɨ r e ɗ ɨ w u n,,ɬ a ɗ ɨ w u n,,,,,,,,,,,,s i,s ɨ r e ɗ o,,,,,,,,,,
3199_699_with,g o,,j u,,,,,,,,,,,,,,,,k a,,g a,,,,,,,,,,,,g o,d ɨ n k a,,,,,,,b e,,,d a
3231_280_grasshopper,,,,,,,,,,,,,,,,,,,m b ɨ l ɨ m + ɗ u k a ɗ u k a,,m b ɨ r ɨ m,,,,,,,,,,,,,a m b ɨ l ɨ m,,,,,,,,,,
3246_230_fingernail,n k ʔ a n,,,,,,,,,,,,,,,,,,,,n k ʔ ɨ n,,,,kʷ a r e,,,,,,,,n k ʔ a n,n k ʔ ɨ r,,,,,,,,,,
3266_516_sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h a w i j e ŋ,,,,,,h a w i j e ŋ,,h a w i j e ŋ,,,,,,
3285_237_fishhook,,,,,,,,,,,,,,,,,k u n j a r,,k a d r a,,n k a i,,,,,,,,,,,,n k ʔ e i,h e n k ʔ i,,,,,,,,,,
329_92_bury,,,,,,,,,,,,,,,,,,,f a w u n,,,,,,,,,,,,,,f a,f a,,,,,,,,,,p a j a
3346_292_hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə h ə r,,m ə h ə r,,,,,,
3382_12_always,,,,,,,,,,,,,,,,,z u r,,d i m a n,,z ɨ r,,,,,,,,,,,,z a r,g o w,,,,,,,,,,
3388_140_crab,m a n i m a g r o,,,,,,,,,,,,,,,,,,t a gʱ a l gʱ a s ɨ,,,,,,,,,,,,,,g ɨ r f e,,,,,,,,,,,
3389_593_suck,s ʔ u f u,,,,,,,,,,,,,,,,,,s ʔ ɨ f u w u n,,s ʔ a f ɨ,,,,,,,,,,,,s ʔ a f u,s ʔ a f ɨ,,,,,,,,,,
3394_51_beginning,,,,,,,,,,,,,,,,,b a d i n g i n,,ɬ u n h e,,h ɨ n d ɨ + b a d ɨ,,,,,,,,,,,,b a d i,s e j k a j,,,,,,,b a d a,,,
3411_222_few,,,m i n d ə + c i,,,,,,,,,,,,,,,,t a ɓ u,,d a ɓ ɨ,,,,,,,,,,,,k ʔ a ʃ i,s ʔ e j,,,,,,,,,,
3426_674_walk,d u,,l u,,,,,,,,,,,,,,,,l ɨ w u n,,l u n,,,,,,,,,,,,d u,d u,,,,,,,,,,
343_701_wood,w a h ɨ n,,w a n a j,,,,,,,,,,,,,,,,w a h a n,,w a h ɨ n,,,,m a g o,,,,,,,,w a h ɨ n,z o w,,,,,,,,,,kʷ a f t a r i
3462_285_grind,ɓ a o,,,,,,,,,,,,,,,,,,x a w u n,,,,,,,,,,,,,,k ɨ,k ɨ + g a,,,,,,,,,,
346_362_leopard,,,,m e m e ŋ,,,,,,,,,,,,,,,,,,,,,,,,m ə m i ŋ,,,,,,,,,,,,,,,,
3487_549_sit,ts a + f t ɨ n,,j a j,,,,,,,,,,,,,,,,z u n u n + w a t ɨ n,,s e + t ɨ n,,,,,,,,,,,,s a + t ɨ n,z ɨ + t ɨ n,,,,,,,,,,j ə n a + f i
3570_191_eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ a l a k a r,,,,ɑ ɮ ɑ l ɑ h k ə r,,,,,,,,
3591_275_granary,w ɨ l m o,,b a,,,,,,,,,,,,,,b ə r a,,g u d u,,g u d u,,,,,,,,,,,,b o g a,m ɨ l ɨ m,,,,,,,d a b a n g a,,,
3595_151_daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ɑ h ɑ l ɑ j,,,,,,,,
3635_658_two,,,,,,,,,s ə rː i,,s u r a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648_273_gold,d i n a r,,,,,,,,,,,,,,,,d i n a r,,d i n a r,,d i n a r,,,,t u z i,,,,,,,,d i n a r,d i n a r,,,,,,,d a h a b,,,
3667_188_eat,,,,,,,,,,,,,,,,,a t a m,,,,,,,,,,,,,,,,h ɨ n + a t a m,,,,,,,,,,,
3676_39_suffering,,,n g ə n ə b u,,,,,,,,,,,,,,n g ə n ə w u,,,,,,,,,,,,,,,,n g ɨ n ɨ b u,n g ɨ b a,,,,,,,,,,
3693_10_all,,,,,,,t a b i j a r a j,,,,,,,,,,,,,,,,,,,,,,,,t a b i j a,,,,,,,,,,,,,
3700_206_eyebrow,,,,,,,a ŋ gʷ e z + e r e,,,,a ŋ gʷ e z + e r e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737_667_vegetable,,,,,,,,,,,a l a + i + ɮ a m b a h i l a,,,,,,,,,,,,,,,,,,,a l a + i + ɮ a m b a h i l a,,,,,,,,,,,,,,
3770_116_child,m ɓ a l k ʔ a r e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m b a l k ʔ a n,,,,,,,,,,,
3777_395_mothersbrotheruncle,r a p a,,k ə nː a j,,,,,k aː w u,,,,,,,,,r a w a,,k ɨ n e,,g u r d a n,r a p a,,,k ɨ n i m e,,,,,,,,r a p a,k u r u r u n + d a + k ɨ r + m ɨ + t ɨ r ɨ n,,,,,,,,,,
3801_1_abandon,,,,,,,,,,m b ɑ ɬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801_358_leave,,,,,,,,,,m b ɑ ɬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806_445_oldman,g ɨ l k ʔ i,,c a r i,,,,,,,,,,,,,,,,g u x ɓ a,,g ɨ l k ʔ ɨ,,,,g u r a m e,,,,,,,,g ɨ l k ʔ ɨ,g ɨ l k ʔ ɨ,,,,,,,,,,gʷ a r a m
3811_398_meet,ɬ e + g ɨ + m d a,,,,,,,,,,,,,,,,,,ɬ e l + m a t a ɗ e,,ɬ e d ɨ + g ɨ + m a r g e,,,,,,,,,,,,k a,n ɨ + z i + d ɨ + m a t e,,,,,,,,,,
3813_675_canewalkingstick,s a w,,,,,,,,,,,,,,,,,,z a w a,,k a m a r o,,,,ɓ a kʷ a l a,,,,,,,,s a w,g a n a,,,,,,,,,,m a kʷ a l i
3847_88_buffalo,,,,,,,,,,,,,,,,,,,d u gʱ u m i + e + g ɨ m i,,,,,,d gʱ o m a + sʷ a,,,,,,,,d u m u + s ɨ + l a l a,d o gʱ o m + a + n a,,,,,,,,,,
3853_242_flesh,,,,,,,,,,,,,,,,,,,ɬ u,,ɬ u,,,,a s o,,,,,,,,ʃ u,s u,,,,,,,,,,
389_650_tree,s i,,,,,,,,,,,,,,,,,,,,h i,,,,,,,,s e,,,,s i,ʃ i,,,,,,,,,,
3920_19_antelope,n g ɨ r i,,k u l u l u,,,,,,,,,,,,,,n g a s a a i,,m a z a,,g a r a j a,,,,g a r e,,,,,,,,m a g o,k a t a m b u r u,,,,,,,,,,
3938_134_corpse,r i b a,,,,,,,,,,,,,,,,m a i t u,,b ɨ l a + e + m ɨ t i,,m a i t e,,,,,,,,,,,,m e j t i,m e i t e,,,,,,,m a t,,,
3945_9_agree,s ʔ a m + a l + g o + d o,,,,,,,,,,,,,,,,,,g ɨ m u n + a l e,,ɬ e d ɨ + g ɨ + m a r g e,,,,,,,,,,,,s ʔ a m,i + s ɨ n + k ɨ + m a t e,,,,,,,,,,
3972_638_today,,,c ə a n d u,,,,,,,,,,,,,,k u,,a m d i,,a s a r,,,,,,,,,,,,a s ɨ r o,k ɨ m d i,,,,,,,a l + j o m,,,s kʷ i n i
3979_15_animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c e k,,,,,,,,,,,,,
3979_623_thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c e k,,,,,,,,,,,,,
3980_69_blow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v i t e j,,,,,,,,
3984_352_language,,,,m ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984_702_word,,,,m ɑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988_450_open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b e t i t,,,,,,,,
4042_707_yam,d o j a,,,,,,,,,,,,,d o o j a,,,b ə r m a,,,,d o j a,,,,,,,,,,,,d o j a,d o j a,,,,,,,d o j a,,,
4046_286_grindingstone,,,,,,,,,,,,,,,,,k a u,,v ɨ n,,g b ɨ r,,,,v u n a,,,,,,,,k a w + s ɨ + k ɨ n + w a,k u r + a + i + g a d a + w e,,,,,,,,,,
4047_194_elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j i j e h ʉ ɗ,,,,,,,,
4056_424_navel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m e z i m e z i m,,,,,,,,
4067_206_eyebrow,,,,,,,,,,,,,,,,,,,m s ʔ a l + h e + k a w i + s e,,ɬ a r e + g e + ɨ l,,,,h a c a f n a + a d e,,,,,,,,m s ɨ g ɨ + n + a + g o l + s ɨ,m s ʔ a l + a + k o r + s e,,,,,,,h a d a g,,,
4077_670_voice,k o k o,,,,,,,,,,,,,,,,k o w o,,n k u l i,,k o k o,,,,,,,,,,,,k o k o,k o l i,,,,,,,s o t,,,
4084_300_hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l u p a,,,,,,,,,,,,,,
4096_151_daughter,,,,,,,d e m + d a l a j + a r a j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096_715_youngwoman,,,,,,,d e m + d a l i j + a r a j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102_407_month,,,,,,,,,,,,,,,,t ə r o,,,t e ɗ i,,t e ɗ ɨ,,,,,,,,,,,,t e ɗ ɨ,t e ɗ ɨ,,,tʃ e r e,,,,,,,
4102_408_moon,d e ɗ i,,,,,,,,,,,,,,,t ə r o,,,t e ɗ i,,t e ɗ ɨ,,,,,t i l e,,,,,,,t e ɗ ɨ,t e ɗ ɨ,,,tʃ e r a,,t r ə,,,,,
4114_588_storytale,ɓ a ɓ a,,n i j a r i,,,,,,,,,,,,,,n j a r i,,m ɨ s ɨ,,ɓ a ɓ a,,,,,,,,,,,,ɓ a ɓ a,m a ɓ a,,,,,,,h i j e,,,l a b a
4159_109_charcoal,f ʔ a n f a n,,,,,,,,,,,,,,,,,,,,f a n f a n,,,,,,,,,,,,f o n f o n,,,,,,,,,,,
4163_205_eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i ɗ e,,,,,,,,,,,,,,a r a j,
4201_554_skinofman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u z u m d i + v a,,,,,,,
4201_71_body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u z u m d i + v a,,,,,,,
4277_324_howmany,,,n d ə a g u,,,,,,,,,,,,,,n d a w u,,g a n e,,j a g a r,,,,,,,,,,,,g a r o,k a r o,,,,,,,,,,
4287_262_frog,,,,gʷ ɑ m b ɑ kʷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287_636_toad,,,,gʷ ɑ m b ɑ kʷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321_251_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w u + m ə n d e,,,,,,,,,,,,,,
4331_459_perhaps,,,,,,,,,,,,,,,,,w a n e e,,,,,,,,,,,,,,,,w a n k e,,,,,,,,,,,
4333_69_blow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v ɑ t ɑ j,,,,,,,,
4349_568_song,,,,,,,,,,,,,,,,,k a i j a,,h a l g e,,g a i,,,,,,,,,,,,g a j,g e j,,,,,,,,,,
4379_661_undress,s o + s ʔ e + b a l e,,,,,,,,,,,,,,,,,,ɗ ɨ v e l + m b i + j a,,g i + w e,,,,,,,,,,,,s o + gʷ a n e + s ʔ e,l a s e,,,,,,,,,,
4383_298_hare,,,,,,,,,,,ɮ e t u t e w,,,,,,,,,,,,,,,,,,ɮ e t i t e w,,,,,,,,,,,,,,,
4387_231_finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d a l i,,,,,,,,d a lː a,,,
438_85_bring,ɗ o u n,,a ɗ u ə,,,,,,,,,,,,,,,,d o w u n,,,,,,,,,,,,,,ɗ o,d o,,,,,,,,,,l a k f a
439_278_grandson,d i g o,,d i,,,,,,,,,,,,,,d i w o,,d i e,,d i g o,,,,j a r ʔ a,,,,,,,,d i g o,u l o + g u l,,,,,,,,,,
4432_458_penis,,,,,,,,,,,,,,,,,n g u r,,,,,,,,,,,,,,,,n g u r e,,,,,,,,,,,
4463_211_fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ə g,,,,,,,,
4463_272_go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ə g,,,,,,,,
4486_292_hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ə m b a ts,
4491_322_house,,,,u j e k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491_329_hut,,,,u j e k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492_390_many,b a m,,d ə a b u,,,,,,,,,,,,,,,,p i j a,,j ɨ n g a m,,,,,,,,,,,,k a ɗ a g ɨ,b a m,,,,,,,,,,d a rː a
4494_468_pocket,,,a l j i b u,,,,,,,,,,,a l j iː f u,,,l i w u,,l i b u,,k ɨ s ɨ ɓ ɨ,,,,,,,,,,,,l i b u,g ɨ l z ɨ,,,,,,,j e b,,,
4555_48_before,,,,m ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555_50_begin,,,,m ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557_392_marry,ts i + d ɨ,,,,,,,,,,,,,,,,,,z ɨ g e l,,s i d ɨ + b l e w e,,,,,,,,,,,,s i + g ɨ r ɨ m,z i,,,,,,,,,,b i s a
4562_87_brother,w u l + s ɨ + m a d ɨ n e,,c i r i,,,,,,,,,,,,,,,,,,w u l i a + m a d a n,,,,,,,,,,,,s ɨ m a d a n,,,,,,,,,,,
456_48_before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z a k,
456_566_sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z a k,
4573_325_hundred100,,,a ə r u,,,,,,,,,,,,,,,,,,a r u,,,,,,,,,,,,,,,,,,,,,,,
4577_496_rest,l a + g ɨ r s l i,,,,,,,,,,,,,,,,,,d e l + z ɨ l g e,,l e d ɨ + g ɨ r s l a n,,,,,,,,,,,,l a + g ɨ r ʃ i,l e + l ɓ e,,,,,,,,,,
4620_412_mother,i j a,,j i,,,,,,,,,,,,,,j a,,ɨ m a,,i j a,,,,i j a,,,,,,,,j a,i j a,,,,,,,,,,i j a
4635_262_frog,d a ɓ e,,,,,,,,,,,,,,,,a r j a j a,,,,t a ɓ e,,,,g l a ŋ,,,,,,,,a r c a c a,k u ɗ u g e,,,,,,,a m k a c a r n e,,,kʷ a r a r a
4639_595_sugarcane,,,,,,,,r eː k e,,,,,,r a k e e,,,r e k e,,,,,,,,,,,,,,,,r e k e,,,,,,,,r e k e,,,
4670_152_dawn,k o s u,,,,,,,,,,,,,,,,k a u s u,,m ɨ h ɨ l e,,j u,,,,,,,,,,,,k o j s u,p a j a r e,,,,,,,f a j u r,,,
4677_685_what,,,m ə n i,,,,,,,,,,,,,,a b i,,gʷʱ a + n i,,n o d i,,,,,,,,,,,,w a h e,w u n i,,,,,,,,,,w a n a
4680_490_rat,,,,,,,,,,,,,,,,,,,x s u m i + e + g ɨ m i,,,,,,k u s ɨ m e,,,,,,,,k u s u m u + s ɨ + l ɨ s ɨ,k u s u m + a + n a,,,,,,,,,,
4681_245_flower,b u b a n,,,,,,,,,,,,,,,,,,m b u w a,,m a b m a b,b o b a n,,,,,,,,,,,b o m b o m,bʷ a,,,,,,,,,,
4688_426_neck,w e,,,,,,,,,,,,,,,,,,gʷʱ a e,,w e,,,,gʱ u l e,,,,,,,,w e,w a,,,,,,,,,,w u n i
46_664_thigh,,,,ŋ t ɑ w ɑ l,,,t u w a l,,,t ɑ w ɑ l,,t u w a l,,,,,,,,,,,,,,,,t a h a l,,,,,,,,,,,,,,,,
4701_639_toe,,,,,,,,,,,,,,,,,,,n k ʔ ɨ n a + l + a s ɨ,,n a,,,,gʱ u j a + d u s e,,,,,,,,n o w o + ɨ l + e n s ɨ,gʱ ɨ l i + n a w e + t ɨ + m s ʔ ɨ k ɨ,,,,,,,,,,
4719_458_penis,,,,,,,,,,,,,,,,,n g ə l i,,,,,,,,,,,,,,,,n g l i,,,,,,,,,,,s ʔ o s ʔ o
4744_101_cassava,g a l i s a,,,,,,,,,,,,,,,,g a l i s a,,n g a l i,,n g a l i,,,,,,,,,,,,n g a l i s a,n g a l i,,,,,,,,,,
4752_415_mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u h u m,,,,,,,,,,,,,,
47_258_four4,g a ɗ e,,,,,,,,,,,,,,,,d e g ə,,g a ɗ e,,g a n ɗ e,,,,,,,,,,,,g a ɗ e,k a ɗ e,,,,,,,,,,
4827_489_sheep,,,d i m i,,,,,,,,,,,,,,,,t ɨ m e,,d ɨ m o,,,,k a t m o,,,,,,,,d ɨ m o,t ɨ m o,,,,,,,,,,
4836_688_bewhite,,,,,,,,,,,,,,,,,,,,,,,,,,,,k j k j ɗː e k,,m e z e b e + kʷ e ɗ e k + h e rː e,,,,,,,,,,,,,,
484_432_night,,,,,,,l ə v a ŋ,,,,l ə v a ŋ,,,,,,,,,,,,,,,,,,,l ə v a ŋ,,l ə v a ŋ,,,,l ə v a ŋ,,l ə v a ŋ,,,,,,
4855_354_laugh,ɬ ʔ a,,,,,,,,,,,,,,,,,,t l ʔ i h i,,n c ʔ a i,,,,,,,,,,,,c ʔ a,s ʔ e i,,,,,,,,,,
4929_649_trapn,t ɨ b ɨ n,,,,,,,,,,,,,,,,a l a,,g a d a n,,k ʔ a d a n,,,,,,,,,,,,t u p u,n k ʔ a d a n,,,,,,,,,,
4938_88_buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʷ a l a m,,,,,,,,,,,,,,
4967_544_close,,,,,,,,,,,,,,,,,,,gʱ ɨ g ɨ w u n,,f a + g ɨ,,,,,,,,,,,,f a + g o,g e + h e,,,,,,,,,,gʱ a g a
4969_190_eggshell,,,,,,,,,,,d ə b a + ɗ ə ɬ e,,,,,,,,,,,,,,,,,,,d ə b a + ɗ ə ɬ e,,,,,,,,,,,,,,
4988_481_pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ l u,,,,,,,,
5005_573_sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɮ ə g e,,,,,,,,,,,,
5005_631_throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɮ ə g e,,,,,,,,,,,,
